sentence,entity,standard_entity
喝酒喝多了，已经两天没有硬起来了,喝酒喝多了,喝酒
嗯     现在年轻人熬夜打游戏的太多了 不是每个人都是这样的 所以还是考虑自身存在问题的  在加上生活上的诱因所以你才这么明显下降,熬夜打游戏,熬夜
龟头疼？是受过外伤或是撞击过吗？,受过外伤,外伤
熬夜多也经常坐着手淫到没有,熬夜多,熬夜
之前熬夜喝酒，吃饭不规律,熬夜喝酒,熬夜
之前有没有受过外伤？撞击过？,受过外伤,外伤
包皮  手淫  然后精子发黄,包皮手淫,手淫
是不是以前也是有手淫   熬夜 憋尿 久坐 这个方面的习惯呢？,憋尿久坐,憋尿
回想一下，症状出现之前有没有过高危的性接触，或者是有没有去过宾馆，浴室，桑拿等公共场所 ？,高危的性接触,不洁性生活
是不是因为我撸管撸多了,撸管撸多,手淫
之前有没有手淫 不洁性生活,手淫不洁性生活,手淫
有过性生活，或用过公共用品么？,用过公共用品,出入公共场所
睡眠不好！小的时候就这样，熬夜比较多！其他没有,熬夜比较多,熬夜
怎么出现的清楚吗  有没有手淫 不洁性生活  出入高危场所 像宾馆旅社 桑拿 浴室等,手淫不洁性生活,手淫
是有外力撞击了 还是性生活后出现的疼痛呢,外力撞击,外伤
出现前有没有这个不洁性生活接触，像找小姐 一夜情的情况 或接触宾馆 洗浴 桑拿等地方,找小姐一夜情,找过小姐
最近有没有性生活，用过公共用品呢,用过公共用品,出入公共场所
不过之前是不是有过手淫史？,有过手淫史,手淫
我也没有不洁的性行为啊,不洁的性行为,不洁性生活
你说的这些都是诱因不是主要的病因    现在熬夜  抽烟的很多不都是这样,熬夜 ,熬夜
这个情况出现前有没有接触过性生活，或者找小姐 一夜情，或出入宾馆 洗浴 桑拿等地方呢/,找小姐一夜情,找过小姐
那天晚上喝了点酒，突然想去找妓，去了发现硬不起来，我吓坏了，有点不甘心，就去了保健品店，店老板给了我两粒胶囊，我吃了，回去就不知觉的硬起来，特别忙难受,喝了点酒,喝酒
确实包皮过长对于男性危害很大，第一容易限制阴茎发育造成短小和萎缩，第二龟头被长期包裹局部敏感引起早泄，第三，局部潮湿清洁不够产生炎症或感染，还容易导致性伴侣患有一些妇科病，这情况属于一个保健手术，一般临床上是建议尽早做了的。,清洁不够产,不注意卫生
手淫不洁性生活   不注意卫生,手淫不洁性生活,手淫
这几天熬夜喝酒     前天感觉小便时尿道有点灼热感没疼痛,熬夜喝酒,熬夜
多长时间能彻底恢复，这个不敢说，因为毕竟说没见到您本人的实际情况，首先咱们严重程度和治疗恢复的时间这个不太清楚，但是说一般来说不是很严重，像您这个程度的患者有个一周到半个月左右的时间好转是没问题的，后期在生活注意一点不良的生活习惯，平时少熬夜 坐久 手淫  吸烟 饮酒等等, 吸烟饮酒,手淫
像这方面的一般都是像腺体损伤 前列腺炎症刺激导致 不排除是有尿道病菌刺激 或者是泌尿系感染导致的需要重视了,泌尿系感染,病菌感染
嗯 那你经常接触公共场合吗 如宾馆 浴池 足疗 游泳馆 或是住集体宿舍等？,接触公共场合,出入公共场所
那就属于高危接触了，性生活传播几率太大 像是阴道炎 宫颈糜烂的分泌物都会引起 目前出现几天了？,高危接触,不洁性生活
出现前有没有手淫 不洁性生活 或存在过系带断裂的情况,手淫不洁性生活,手淫
冒昧的问一下  有过不洁的性生活吗   如赵小姐  一夜情 或是不了解性伴侣的健康状况？,赵小姐,找过小姐
冒昧的问一下 出现这个之前有过不洁的性生活吗  如赵小姐  一夜情 或是不理解性伴侣的健康状况？,赵小姐 一夜情,找过小姐
今天中午撸过后  JJ肿了,撸过,手淫
恩  手淫的话容易损伤阴茎海绵体诱发性功能障碍的, 手淫,手淫
恩  冒昧的问一下  有过不洁的性生活吗  如赵小姐  一夜情 或是不理解性伴侣的健康状况？,赵小姐 一夜情,找过小姐
没有不洁的性行为，倒是和别人有过没戴安全套的行为啊！这也让我怕怕的,不洁的性行为,不洁性生活
恩  冒昧的问一下 有过不洁的性生活吗  如找小姐  一夜情 或是不了解性伴侣的健康状况？,找小姐 一夜情,找过小姐
的确包皮过长对于男性危害很大，第一容易限制阴茎发育造成短小和萎缩，第二龟头被长期包裹局部敏感引起早泄，第三，局部潮湿清洁不够产生炎症或感染，还容易导致性伴侣患有一些妇科病，这情况属于一个保健手术，一般临床上是建议尽早做了的。,清洁不够产,不注意卫生
恩  手淫确实容易损伤内部腺体 阴茎海绵体, 手淫,手淫
那你这两年平时工作生活压力大吗？是否经常的踪影，久坐酗酒呢？,久坐酗酒,久坐
一般导致这个情况多是和手淫 不洁性生活 出入高危场所像宾馆 旅社 桑拿 浴室等都可以造成,手淫不洁性生活,手淫
一个月前泡过温泉,泡过温泉,出入公共场所
为什么会负压过高呢,负压过高,劳累
恩，开始就这样，是属于原发性早泄， 是不是有过手淫史？,有过手淫,手淫
这个和熬夜关系不大   出现前有不洁性生活 手淫 出入高危场所吗  像宾馆 旅社桑拿浴室等,熬夜关系,熬夜
还以为熬夜熬的呢,熬夜熬,熬夜
嗯 这个时间不短了 这方面多考虑是有前列腺炎 或者精囊炎 也不排除有泌尿系感染上行导致的,泌尿系感染,病菌感染
那你有去过宾馆 公共游泳池之类的地方吗,宾馆公共游泳池,出入公共场所
嗯 是有外力撞击 还是无缘无故的疼痛呢？,外力撞击,外伤
龟头出现红点，是由于感染导致引起的，像个人卫生不注意、手淫、住宾馆酒店都会引起,个人卫生不注意,不注意卫生
那冒昧的问一下 有过不结的性生活吗 如找小姐 一夜情 或是不了解性伴侣的健康状况,找小姐一夜情,找过小姐
恩，一会走了，出现的时间不是很长，像你这个年纪出现这方面的问题的情况下，一般跟一些熬夜  久坐  手淫有一定的关系。,熬夜 久,熬夜
有受过外伤吗今天？,受过外伤,外伤
我冒昧的问一下，有没有过不洁性生活，或是经常去公共的浴池 卫生间 桑拿 宾馆 旅店等场所呢？,去公共的浴池,出入公共场所
这个和熬夜关系不大的  现在熬夜的太多了 特别是北京这面 通宵都很常见  什么工作压力什么的都关系不大的,熬夜关系,熬夜
撸管撸多了会不会出现死精,撸管撸多,手淫
哪确实有短小的迹象，之前有受过外伤么？,受过外伤,外伤
比如去外面找个小姐。 或者去开个房,找个小姐,找过小姐
那这个就是属于高危的接触了 龟头流血说明局部皮肤受损这个时候如果细菌感染那就相当于直接进入内部  繁殖增生起来特别快,高危的接触,不洁性生活
你这个情况比较严重， 是不是性生活之后出现的？或者手淫不注意卫生，接触过公共场所,手淫不注意卫生,手淫
这个可能外力撞击损伤了阴茎海绵体 导致供血问题 所以你性功能下降出现了问题可,外力撞击,外伤
这个可能性不太大，不过你是不是有过手淫史呢？,有过手淫史,手淫
有过手淫史吗？,有过手淫,手淫
就是喝点酒就不舒服,喝点酒,喝酒
治病主要就是一个查找病因的过程，不过你是不是有过手淫史呢？,有过手淫史,手淫
是不卫生，不洁的性交造成的。,不洁的性交,不洁性生活
手淫是需要戒除了    手淫力度大，一次手淫相当于6-7次性生活强度 容易诱发性神经的损伤和生殖腺体的过度充血炎症, 手淫,手淫
嗯 那属于第 一次出现的 是不能大意的 近期有性生活吗 或者手淫 不注意卫生 去过大众浴池  宾馆的情况吗？,手淫不注意卫生,手淫
恩  手淫确实是危害比较大, 手淫,手淫
泡温泉有2个月吧、但是血精是不泡温泉泉后发现的,泡温泉,出入公共场所
恩  性生活  手部细菌触摸，去公共浴池桑拿  公共厕所马桶的等原因都会引起感染,去公共浴池,出入公共场所
恩那出现这个情况前有过不洁性生活  手淫 出入高危场所吗 像宾馆 旅社桑拿 浴室等,手淫出入高危场所,出入公共场所
那这种不痛不痒的要引起重视了，你出现之前有过手淫，出入宾馆洗浴的情况吗？,出入宾馆,出入公共场所
嗯，年龄有点大了，那你目前这个情况需要暂停性生活，虽然说没有不洁性生活或是高危的接触 但是症状来看和临床上淋病或是非淋的症状很像,高危的接触,不洁性生活
没有不洁的性交，别的没有，只有脱皮现象,不洁的性交,不洁性生活
的确皮过长对于男性危害很大，第一容易限制阴茎发育造成短小和萎缩，第二龟头被长期包裹局部敏感引起早泄，第三，局部潮湿清洁不够产生炎症或感染，还容易导致性伴侣患有一些妇科病，这情况属于一个保健手术，一般临床上是建议尽早做了的。,清洁不够产,不注意卫生
平时熬夜抽烟，不喝酒,熬夜抽烟,熬夜
平滑的话是属于多种细菌类型 比较复杂 症状出现之前有没有性生活 和出入过公共场所 浴室或者宾馆呢?,出入过公共场所,出入公共场所
嗯感染的途径多种多样，不洁性生活，去公共浴池宾馆桑拿厕所等等  都有可能感染、,去公共浴池,出入公共场所
出现前有过不洁性生活  手淫  或出入高危的场所吗 像宾馆 旅社 桑拿浴室等,出入高危的场所,出入公共场所
出现前有没有不洁性生活  手淫 出入高危场所 像宾馆 旅社桑拿 浴室等,手淫出入高危场所,出入公共场所
那时间确实也不短了，这种情况比较常见的有癣类疾病，当然也有细菌感染导致的，出现这个问题之前有接触过陌生女性或者说出入过公共场所么？比如说宾馆 洗浴  游泳馆 这些地方,出入过公共场所,出入公共场所
您出现之前有过不卫生接触吗 ，比如去公共浴池宾馆，用公用毛巾浴巾，和不熟悉的女性有性生活接触。,去公共浴池,出入公共场所
"那时间是比较久了,像是性接触,手淫，个人卫生等情况都会造成这方面的问题,持续很久 而且反复出现",个人卫生,不注意卫生
恩 去公共浴池 接触一些致病菌 从而会影响到这方面的感染,去公共浴池,出入公共场所
平时的话 是久坐的工作环境吗 大量抽烟 酗酒 吃辛辣刺激性食物呢？,久坐的工作环境吗大量抽烟酗酒,久坐
近期有过不洁性生活吗，尤其找小姐 一夜情，或者接触宾馆，洗浴 桑拿等地方？,接触宾馆,出入公共场所
熬夜酗酒 很容易降低免疫力，腺体容易感染,熬夜酗酒,熬夜
恩，喝酒多吗，经常喝酒还是偶尔喝酒呢,偶尔喝酒,喝酒
出现前有没有不洁性生活  手淫 出入高危场所 像宾馆 旅社 桑拿 浴室等,手淫出入高危场所,出入公共场所
是不是老手淫,老手淫,手淫
你在症状出现之前， 有过不洁高危性生活，或去过公共场所吗，比方说宾馆，酒店，洗浴，温泉等地方？,不洁高危性生活,不洁性生活
你这是感染了 所以才会出现这样的现象  有去过宾馆 公共游泳池之类的地方吗,去过宾馆公共游泳池,出入公共场所
那冒昧的问一下 有过不洁的性生活吗  如找小姐  一夜情 或是不理解性伴侣的健康状况？,找小姐 一夜情,找过小姐
你在症状出现之前过不洁高危性生活吗，或有没有去过公共场所呢，比方说宾馆，洗浴，温泉等地方,不洁高危性生活,不洁性生活
对的，这不都一样吗，过度的手淫和过度的手淫都是一样的性质,过度的手淫,手淫
由于身体劳累引起勃起功能障碍怎么调理,身体劳累,劳累
之前自己有没有受过外伤撞击过  或是有频繁手淫或是频繁性生活的情况呢？,受过外伤,外伤
嗯 那你经常接触公共场合吗 如宾馆 酒店 浴池 足疗 集体宿舍等,接触公共场合,出入公共场所
你最近有去过宾馆 公共游泳池的地方吗,去过宾馆公共游泳池,出入公共场所
应该就是那个飞机杯，不卫生，,飞机杯,手淫
出现前有没有不洁性生活  手淫 出入高危场所 像 宾馆 旅社 桑拿 浴室等,手淫出入高危场所,出入公共场所
这个不太清楚  一般导致这个情况多是和久坐 熬夜 手淫  酗酒有直接关系,久坐熬夜,久坐
你平是有没有久站 久坐 吸烟 酗酒  熬夜这样的情况呢?,吸烟酗酒,抽烟
熬夜很多人都熬夜但是不是说病情的根本啊  之前有过手淫吗？,熬夜很多,熬夜
这方面感染途径比较多，像是性交，出入公共场所，不注意个人卫生，戒除不干净公共物品等都可以感染引起,不干净公共物品,出入公共场所
出现前有没有不洁性生活  手淫 出入高危场所 像宾馆 旅社  桑拿 浴室等,手淫出入高危场所,出入公共场所
是公共浴池吗？,公共浴池,出入公共场所
这些都不重要  现在熬夜加班  喝 酒应酬的很多  而且你也不是第 一天这样喝 酒熬夜抽烟  以前不都挺好的吗  这问题是最近才出现的,熬夜抽烟,熬夜
我想问跟身体劳累有没有关系,身体劳累,劳累
嗯 这个多考虑是有前列腺炎症刺激导致的 也不排除有泌尿系感染上行导致的,泌尿系感染,病菌感染
那是说明你身体还是不错的 现在的人普遍压力大 存在久坐和饮酒吃辣 对于自身的器官影响非常大 到这个年纪得了这个病情 属于身体保持的不错了,饮酒吃辣,喝酒
出现之前有没有过手淫、公共场所接触？比如宾馆、公共澡堂子、温泉、游泳馆这类的场所出入？,堂子,出入公共场所
出现前有没有不洁性生活 手淫 出入高危场所 像宾馆 旅社 桑拿 浴室等？,手淫出入高危场所,出入公共场所
那时间不短了 之前有过不洁性生活 去过宾馆 公共游泳池之类的地方吗,去过宾馆公共游泳池,出入公共场所
在公共浴池衣柜传染阴虱用什么药治？,公共浴池,出入公共场所
让你爸妈带你去医院看看就行，你也可以说是手淫撸管撸多了，现在阴囊疼，这样就解决了，这次治疗好了，估计下回你就不会再犯了,撸管撸多,手淫
然后告诉他们你撸管撸多了，阴囊疼，你听不懂吗？,撸管撸多,手淫
阴茎海绵体是一种勃起组织，其腔隙与血管相通，当腔隙内充满血液时，阴茎变粗变硬而勃起。当内部血流不畅 海绵体损伤 加上你熬夜 酗 酒  不规律 身体自然一点一点下滑了,熬夜酗酒,熬夜
身体劳累的话你就该不想做 不愿意过性生活了，所以说身体劳累一般体现在性欲突然有所下降这块，并不是性生活时间变短这块知道吧,身体劳累,劳累
熬夜多，乏力！,熬夜多,熬夜
症状出现之前有没有出入过一些宾馆、酒店、温泉、游泳馆、洗浴中心这类的场所？,酒店,出入公共场所
恩 手淫肯定是需要戒除  手淫力度大，一次手淫相当于6-7次性生活强度 容易诱发性神经的损伤和生殖腺体的过度充血炎症, 手淫,手淫
之前熬夜过多 是不是影响严重,熬夜过多,熬夜
23，俩礼拜吧，有的时候休息不太好，会熬夜喝酒什么的,熬夜喝酒,熬夜
导致原因就很多了  手淫 先天性发育等, 手淫,手淫
冒昧问一下 第一次出现这个之前有过不洁的性生活吗  如找小姐  一夜情 或是不了解性伴侣的健康状况？,找小姐 一夜情,找过小姐
那时间不长 现在就有疼痛的情况 这个跟你外物撞击 导致出现睾丸或是附睾炎症的几率是比较大,外物撞击,外伤
嗯 那你经常接触公共场合吗 如宾馆 浴池 桑拿 游泳馆 足疗等？,接触公共场合,出入公共场所
"感染的途径太多了，包皮过长，性生活，手淫,个人卫生等等都会导致，你的情况现在都是不排除性传播疾病淋病的可能",个人卫生,不注意卫生
41岁，勃起不好，早泄！原因是早期手淫，烟酒过度！这三五年脱发严重！,烟酒过度,喝酒
恩 那你最近 有去过宾馆 公共游泳池之类的地方吗,去过宾馆公共游泳池,出入公共场所
出现前有没有接触性生活，尤其是找小姐 一夜情，或出入宾馆 洗浴 ，桑拿等地方吗？,找小姐一夜情,找过小姐
恩 那你之前有过不洁性生活 去过宾馆 公共游泳池之类的地方吗,去过宾馆公共游泳池,出入公共场所
一个月左右，之前出去玩泡过温泉，裸泡，后来医院看开了康复新液和复方多粘菌素B软膏和头孢地尼分散片。目前还是没全好。,泡过温泉,出入公共场所
症状出现之前有没有去过浴池，宾馆，酒店，公共娱乐场所，或者发生过性生活吗,酒店,出入公共场所
恩 那你有去过宾馆 公共游泳池 出入过公共场所吗,去过宾馆公共游泳池,出入公共场所
我钱段时候阴茎根部起疙瘩，后来去医院检查后说是毛囊炎，吃了药后来好了。这几天做爱后又犯了，现在阴茎根部破皮了，前几天还喝了点酒，昨晚吃了写油腻食品，今天起来感觉阴茎勃起时有点痛，大退根部也有点痛,喝了点酒,喝酒
作息不规律 熬夜 辛辣刺激 饮水少 会导致肝火旺盛 一些病理性反应 那没有针对的调理下吗,熬夜辛辣,熬夜
像手淫 熬夜 久坐  酗酒 抽烟等都可以造成, 酗酒,喝酒
应该不是卫生问题导致的，毕竟您出现红疹是有规律的 一般在性生活或者手淫后，如果是个人卫生导致的，那您这种情况应该一直都有,个人卫生,不注意卫生
平常是不是经常久坐 熬夜 抽烟酗酒等习惯啊,抽烟酗酒,抽烟
出现前有没有不洁性生活  手淫 出入高危场所 像宾馆旅社 桑拿 浴室等,手淫出入高危场所,出入公共场所
怎么出现的清楚吗  出现前有没有不洁性生活  手淫 出入高危场所 像宾馆 旅社 桑拿 浴室等,手淫出入高危场所,出入公共场所
熬夜关系不大的 上班都是有熬夜的,熬夜关系,熬夜
冒昧的问一下 有过不洁的性生活吗 如找小姐  一夜情 或是不了解性伴侣的健康状况,找小姐 一夜情,找过小姐
恩，这是第一次出现，近期有过性生活或者说出入过公共场所么？比如说宾馆 洗浴 游泳馆这些地方,出入过公共场所,出入公共场所
平时久坐 熬夜 多吗？,久坐熬夜,久坐
有过手淫，去过宾馆酒店浴池之类的地方吗,去过宾馆酒店,出入公共场所
嗯，如果去过酒店或者泡过温泉怕是有直接接触感染或者间接接触感染的现象导致的了，一般病菌或者病毒潜伏在体内，身体免疫力低下的时候就会引起局部感染的现象，,泡过温泉,出入公共场所
泡了温泉,泡了温泉,出入公共场所
4年的管理工作压力大。经常熬夜。烟酒都不沾的,烟酒,喝酒
最近，尤其是症状出现之前有没有频繁的熬夜，久坐，久站，烟酒刺激？,烟酒,喝酒
就像憋尿憋久了那种疼痛。,憋久,憋尿
嗯   平时是否存在久坐 熬夜 手淫的习惯呢,久坐熬夜,久坐
嗯  平时是否存在久坐  熬夜 手淫的习惯呢,久坐 熬夜,久坐
确实，包皮过长对于男性危害很大，第一容易限制阴茎发育造成短小和萎缩，第二龟头被长期包裹局部敏感引起早泄，第三，局部潮湿清洁不够产生炎症或感染，还容易导致性伴侣患有一些妇科病，这情况属于一个保健手术，一般临床上是建议尽早做了的。,清洁不够产,不注意卫生
泡了温泉出现的,泡了温泉,出入公共场所
泡温泉的什么人都有 不能排除出现了交叉感染的典型症状的,泡温泉,出入公共场所
恩  那出现前有过不洁性生活 手淫 或出入高危的场所吗 像宾馆 旅社 桑拿 浴室等,出入高危的场所,出入公共场所
性病？如果有过高危或是接触公共的物品接触，是不排除的,接触公共的物品,出入公共场所
这个导致的病因是比较多的 像手淫  久坐 熬夜  酗酒等都可以造成,  酗酒,喝酒
那还挺严重的，咱们从疾病程度上看这个年龄一般很少出现类似的情况，多数都是一些生活习惯导致的，像手淫、长期的久坐、久站、熬夜较多,长期的久坐,久坐
在一个就是长期的久坐  酗酒等 也是容易导致性激素异常形成性功能下降的一个病因, 酗酒,喝酒
嗯 之前是受到过外伤吗？,受到过外伤,外伤
前列腺炎症导致的原因比较多，比如手淫导致充血过快充在前列腺里面导致炎症，长期久坐，熬夜，吸烟喝酒刺激，辛辣刺激性食物，都会导致的诱因,吸烟喝酒,抽烟
熬夜  久坐的情况,熬夜 久,熬夜
嗯 这情况 咱们多考虑是急性睾丸炎或附睾炎的情况 出现抵抗力 免疫力下滑 或者熬夜 辛辣等生活习惯 诱发的睾丸病理性问题,熬夜辛辣,熬夜
嗯 平时有久坐 熬夜 手淫的习惯，,久坐熬夜手淫,久坐
如果有接触公共的物品或是性生活的话 ，是不排除的 ，这是第 一次出现还是反复的？,接触公共的物品,出入公共场所
平时熬夜 较多,熬夜较多,熬夜
疾病都是慢慢积累加重的过程，是不是有过手淫史？,有过手淫史,手淫
出现前有没有不洁性生活 手淫 出入高危场所 像宾馆 旅社 桑拿 浴室等公共场所呢？,手淫出入高危场所,出入公共场所
出现前有没有不洁性生活  手淫 出入高危场所 像宾馆 旅社 桑拿浴室等,手淫出入高危场所,出入公共场所
恩，长期的久坐、久站、熬夜、吸烟、饮酒，另外之前有过尿路感染也是常见的病因。,长期的久坐,久坐
出现前有没有过不洁性生活  手淫 出入高危场所 像宾馆旅社 桑拿 浴室等,手淫出入高危场所,出入公共场所
恩 异味 发黄 还是常见泌尿系感染所引起 肾脏的功能起到滤过作用 检查看过吗,泌尿系感染,病菌感染
嗯  近期去过宾馆 酒店场所  或者有和陌生女性有过性接触吗,去过宾馆酒店,出入公共场所
前几年有熬夜喝酒抽烟,熬夜喝酒,熬夜
嗯  那么平时的话是久坐的环境吗 大量抽烟 酗酒 吃辛辣刺激性食物吗？,抽烟酗酒,抽烟
嗯 那你经常接触公共场合吗 如宾馆 浴池 足疗 卫生间等,接触公共场合,出入公共场所
恩 那提示你本身就有这个致病菌感染慢性炎症刺激的，那出现前有没有性生活，尤其是找小姐，一夜情或接触宾馆 洗浴 桑拿足疗等地方呢？,接触宾馆,出入公共场所
这个都是急性发作的 说明内部组织有感染 炎症刺激 像抵抗力 免疫力地 熬夜 酗酒 辛辣刺激 久坐等等 都是会慢慢导致‘,熬夜酗酒,熬夜
是有外力撞击损伤了吗？,外力撞击,外伤
这种情况性生活，手淫，去过宾馆酒店浴池都会导致的炎症感染,去过宾馆酒店,出入公共场所
尿路感染问题平时接诊也很多，实际治疗不麻烦，主要是明确感染病菌类型，你出现前有没有性生活，手淫，尤其找小姐，一夜情或是接触宾馆 洗浴 桑拿 足疗等地方？,接触宾馆,出入公共场所
嗯，导致出现感染的途径很多，像是性交，接触公共的物品  酒店   洗浴等都是可能的，因为这个位置特殊  还是不要大意了,接触公共的物品,出入公共场所
冒昧的问一下 第一次出现这个疼痛之前 有过不洁的性生活吗  如找小姐  一夜情 或是不了解性伴侣的健康状况？,找小姐 一夜情,找过小姐
是不是有过频繁的手淫史？,频繁的手淫史,手淫
去泡温泉了,泡温泉,出入公共场所
嗯，那有没有去过宾馆酒店浴池之类的场所,去过宾馆酒店,出入公共场所
嗯 出现前有没有去过宾馆 洗浴 性接触呢,去过宾馆洗浴性接触,出入公共场所
那你之前是不是有过手淫史呢？,有过手淫史,手淫
你这是属于原发性的早泄，是不是有过手淫史？,有过手淫史,手淫
出现前有没有不洁性生活  手淫 出入高危场所  像宾馆 旅社 桑拿浴室等,手淫出入高危场所,出入公共场所
那时间是不短了  像出现红点 瘙痒的情况属于典型的感染导致   不会无缘无故的出现  出现前有过不洁性生活吗  或者手淫 出入高危场所等 像宾馆 旅社 桑拿 浴室等,手淫出入高危场所,手淫
有一些不好的习惯吗 比如说久坐 憋尿  手淫   乱用了什么药物之类的？,憋尿 手淫,憋尿
睡醒打个飞机就肿了,打个飞机,手淫
恩  手淫的话容易损伤阴茎海绵体 诱发性功能障碍的, 手淫,手淫
出现前 有没有不洁性生活  手淫 出入高危场所 像宾馆 旅社 桑拿 浴室等,手淫出入高危场所,出入公共场所
嗯 有没有过性生活 手淫 出入高危场所等情况呢？,手淫出入高危场所,手淫
在一个就是长期的久坐  酗酒等 也是容易导致性激素异常形成性功能下降的一个病因,长期的久坐,久坐
嗯 最近有没有过性生活 手淫 出入高危场所等情况？,手淫出入高危场所,手淫
嗯 尿道刺痛问题经常接诊，主要也是考虑泌尿系感染有致病菌刺激出现的,泌尿系感染,病菌感染
你好，你现在因为过渡手淫引起什么不适了吗,过渡手淫,手淫
恩，喝酒性生活那肯定伤害身体比较严重了，酒精对神经也有麻醉感觉，如果有房事伤害性比较大了,喝酒性生活,喝酒
嗯 最近有没有过性生活 手淫 出入高危场所等情况呢？,手淫出入高危场所,手淫
多数都是生活习惯导致的，比如长期的久坐、久站、熬夜、吸烟、饮酒就会导致这种情况,长期的久坐,久坐
近期有过性生活吗  或者去过娱乐场所？,娱乐场所,出入公共场所
就是平时老手淫,老手淫,手淫
嗯 那还好 你最近有没有性生活 手淫 出入高危场所等情况》？,手淫出入高危场所,手淫
出现之前有没有这个性生活  手淫 出入高危场所等情况呢？,手淫出入高危场所,手淫
引起的病因很多，病菌感染刺激  或是不良的生活作息 ，久站 久坐 熬夜 酗酒 或是手淫等习惯都是可能的,熬夜酗酒,熬夜
打飞机过多那,打飞机过多,手淫
像龟头敏感确实是导致早泄的一个常见病因，但是像你刚说的有熬夜喝酒，这肯定不是主要因素,熬夜喝酒,熬夜
恩 手淫肯定需要戒除  手淫力度大，一次手淫相当于6-7次性生活强度 容易诱发性神经的损伤和生殖腺体的过度充血炎症, 手淫力度大,手淫
长期的手淫过频一般会导致阴茎龟头的敏感性度过高，导致在性生活中，不能长时间的摩擦出现射精过快的情况,长期的手淫过频,手淫
嗯 那是后期导致了 说明是存在一定的因素 性生活不规律 手淫或熬夜 酗酒等等 都是会导致咱们性功能的下滑的 这块确实要好好调理下的 毕竟这么年轻的,熬夜酗酒,熬夜
熬夜久站有，其他的没有，,熬夜久站,熬夜
喝酒的话会刺激前列腺充血 久坐 饮酒 吃辣都会损伤前列腺 长期下去肥大 刺激膀胱 就会导致你尿急 尿频的症状,饮酒吃辣,喝酒
烟酒戒不了,烟酒,喝酒
嗯 那出现的还是比较急的， 最近有没有过性生活 手淫 出入高危场所等情况呢？,手淫出入高危场所,手淫
嗯 最近有没有这个性生活 手淫 出入高危场所等情况呢？,手淫出入高危场所,手淫
我准备等到高危行为六周之后去医院做检查,高危行为,不洁性生活
您出现前有去过宾馆 洗浴 性接触吗？,去过宾馆洗浴性接触,出入公共场所
是在性生活之后出现，还是去过宾馆浴池厕所等公共场所？,去过宾馆浴池,出入公共场所
长期的手淫过频一般会导致阴茎龟头的敏感性度过高，导致在性生活中，不能长时间的摩擦出现射精过快的情况，同时手淫可能会诱发前列腺炎等引起早泄,长期的手淫过频,手淫
久坐  熬夜   手淫  酗酒等 这些有吗,久坐 熬夜,久坐
过渡手淫有什么危害？,过渡手淫,手淫
嗯 那时间也不短了 有没有过性生活 手淫 出入高危场所等情况呢？,手淫出入高危场所,手淫
嗯  平时有久坐  熬夜 手淫的习惯吗？,久坐 熬夜,久坐
冒昧的问一下 第一次出现这个之前有过不洁的性生活吗  如找小姐  一夜情 或是不了解性伴侣的健康状况？,找小姐 一夜情,找过小姐
恩  手淫的话容易损伤阴茎海绵体 会影响到性功能的, 手淫,手淫
前列腺这个症状就是久坐 饮酒 吃辣引起的,饮酒吃辣,喝酒
这是原发性早泄，是有过手淫史吗？,有过手淫史,手淫
而你这个的话是属于原发性的早泄，是自身存在诱发性的病因，是不是有过手淫史？,有过手淫史,手淫
有没有受过外伤 或是撞击过？,受过外伤,外伤
急性的是出现泌尿系感染了 有病原体导致的 发病特别急 慢性都是根据生活习惯引起 久坐饮酒吃辣等等,饮酒吃辣,喝酒
这方面感染途径是比较多的，尤其是性交，出入公共场所，不注意个人卫生，戒除不干净公共物品等都可以感染引起,不干净公共物品,出入公共场所
那你是不是有过手淫史？,有过手淫,手淫
恩手淫肯定是需要戒除   手淫力度大，一次手淫相当于6-7次性生活强度 容易诱发性神经的损伤和生殖腺体的过度充血炎症,  手淫,手淫
手淫肯定是需要戒除的  手淫对男性生殖腺体 阴茎海绵体都有损伤, 手淫,手淫
嗯 出现的时间也不短了 出现这个问题之前有没有过性生活 手淫 出入高危场所等情况呢？,手淫出入高危场所,手淫
如找小姐  一夜情 或是不理解性伴侣的健康状况,找小姐 一夜情,找过小姐
站久或者坐久了，腰有点酸，尤其洗衣服这样的，稍微弯一点腰，会比较酸,坐久,久坐
首先 男性虽然有手淫的习惯 但长期手淫 或未成年期间手淫 容易对阴茎内部负担过大 导致内部劳损 供血不足 是会影响到男性勃起 ，2.其次熬夜 生活不规律 也是会导致性功能减退 3.肾虚 4 激素失调等等,熬夜生活不规律,熬夜
嗯 是的 不好的习惯 熬夜 酗酒 手淫得,熬夜酗酒,熬夜
这个跟抽烟喝酒有关系吗,抽烟喝酒,抽烟
那您之前是不是有过手淫史呢？,有过手淫史,手淫
包皮过长对于男性危害很大，第一容易限制阴茎发育造成短小，第二龟头被长期包裹局部敏感引起早泄，第三，局部潮湿清洁不够产生炎症或感染，导致女性妇科炎症等 建议是切除以绝后患的,清洁不够产,不注意卫生
嗯 那说明有反反复复存在的情况  有没有受过外伤的情况嗯？,受过外伤,外伤
也有关系。那你近期应该没有受过外伤吧？,受过外伤,外伤
你这个阴茎弯曲是突然性的，还是说有受过外伤吗？,受过外伤,外伤
