,bz_bio,re_bio
39055,O,O
39056,O,O
39057,O,O
39058,O,O
39059,O,O
39060,O,O
39061,O,O
39062,O,O
39063,O,O
39064,O,O
39065,O,O
39066,O,O
39067,O,O
39068,O,O
39069,O,O
39070,O,O
39071,B_pysiology,B_physiology
39072,I_pysiology,I_physiology
39073,O,O
39074,O,O
39075,O,O
39076,O,O
39077,B_pysiology,B_physiology
39078,I_pysiology,I_physiology
39079,I_pysiology,I_physiology
39080,I_pysiology,I_physiology
39081,O,O
39082,O,O
39083,O,O
39084,O,B_symptom
39085,B_fluid,I_symptom
39086,I_fluid,I_symptom
39087,I_fluid,I_symptom
39088,I_fluid,I_symptom
39089,O,O
39090,O,O
39091,O,O
39092,O,O
39093,O,O
39094,O,O
39095,O,O
39096,O,O
39097,O,O
39098,O,O
39099,O,O
39100,O,O
39101,O,O
39102,O,O
39103,O,O
39104,O,O
39105,O,O
39106,O,O
39107,O,O
39108,O,O
39109,O,O
39110,O,O
39111,O,O
39112,B_symptom,B_symptom
39113,I_symptom,I_symptom
39114,I_symptom,I_symptom
39115,I_symptom,I_symptom
39116,O,I_symptom
39117,B_tool,B_surgery
39118,I_tool,I_surgery
39119,O,O
39120,O,O
39121,B_surgery,O
39122,I_surgery,O
39123,I_surgery,B_surgery
39124,I_surgery,I_surgery
39125,I_surgery,I_surgery
39126,I_surgery,I_surgery
39127,O,O
39128,O,O
39129,O,O
39130,O,O
39131,O,O
39132,O,O
39133,O,O
39134,O,O
39135,O,O
39136,O,O
39137,O,O
39138,O,O
39139,O,O
39140,O,O
39141,B_datetime,B_datetime
39142,I_datetime,I_datetime
39143,B_cause,B_cause
39144,I_cause,I_cause
39145,I_cause,I_cause
39146,O,O
39147,O,O
39148,O,O
39149,O,O
39150,O,O
39151,O,O
39152,O,O
39153,O,O
39154,O,O
39155,O,O
39156,O,O
39157,O,O
39158,O,O
39159,O,O
39160,O,O
39161,O,O
39162,O,O
39163,O,O
39164,O,O
39165,O,O
39166,O,O
39167,O,O
39168,B_symptom,O
39169,I_symptom,O
39170,I_symptom,B_symptom
39171,I_symptom,I_symptom
39172,I_symptom,I_symptom
39173,O,O
39174,O,O
39175,O,O
39176,O,O
39177,O,O
39178,B_symptom,O
39179,I_symptom,O
39180,I_symptom,B_symptom
39181,I_symptom,I_symptom
39182,I_symptom,B_frequency
39183,I_symptom,I_frequency
39184,O,O
39185,O,O
39186,O,O
39187,O,O
39188,O,O
39189,O,O
39190,O,O
39191,O,O
39192,O,O
39193,O,O
39194,B_datetime,B_datetime
39195,I_datetime,I_datetime
39196,O,O
39197,O,O
39198,B_pysiology,O
39199,I_pysiology,O
39200,I_pysiology,O
39201,B_datetime,O
39202,I_datetime,O
39203,O,O
39204,O,O
39205,O,O
39206,O,O
39207,O,O
39208,O,O
39209,B_cause,B_cause
39210,I_cause,I_cause
39211,O,O
39212,O,O
39213,B_frequency,B_frequency
39214,I_frequency,I_frequency
39215,I_frequency,I_frequency
39216,I_frequency,I_frequency
39217,I_frequency,I_frequency
39218,I_frequency,I_frequency
39219,O,O
39220,O,O
39221,O,O
39222,O,O
39223,B_symptom,B_item
39224,I_symptom,I_item
39225,O,O
39226,O,O
39227,O,O
39228,O,O
39229,O,O
39230,O,O
39231,O,O
39232,B_check,B_check
39233,I_check,I_check
39234,I_check,O
39235,I_check,O
39236,O,O
39237,O,O
39238,O,O
39239,O,O
39240,O,O
39241,O,O
39242,O,O
39243,O,O
39244,O,O
39245,O,O
39246,O,B_symptom
39247,O,I_symptom
39248,B_symptom,I_symptom
39249,I_symptom,I_symptom
39250,O,O
39251,B_symptom,O
39252,I_symptom,O
39253,I_symptom,O
39254,I_symptom,O
39255,I_symptom,O
39256,I_symptom,O
39257,I_symptom,O
39258,O,O
39259,O,O
39260,O,O
39261,O,O
39262,O,O
39263,O,O
39264,O,O
39265,B_datetime,B_datetime
39266,I_datetime,I_datetime
39267,I_datetime,I_datetime
39268,I_datetime,I_datetime
39269,O,O
39270,B_symptom,B_symptom
39271,I_symptom,I_symptom
39272,O,O
39273,O,O
39274,O,O
39275,O,O
39276,O,O
39277,O,O
39278,O,O
39279,O,O
39280,O,O
39281,B_age,B_age
39282,I_age,I_age
39283,I_age,O
39284,O,O
39285,B_part,O
39286,I_part,B_part
39287,I_part,I_part
39288,I_part,I_part
39289,O,O
39290,O,O
39291,O,O
39292,O,O
39293,O,O
39294,B_symptom,O
39295,I_symptom,O
39296,I_symptom,O
39297,O,O
39298,O,O
39299,O,O
39300,O,O
39301,O,O
39302,O,O
39303,O,O
39304,O,O
39305,O,O
39306,O,O
39307,O,O
39308,O,O
39309,O,O
39310,O,O
39311,O,O
39312,O,O
39313,O,O
39314,O,O
39315,O,O
39316,O,O
39317,O,O
39318,O,O
39319,O,O
39320,O,O
39321,O,O
39322,O,O
39323,O,O
39324,O,O
39325,O,O
39326,O,O
39327,O,O
39328,O,O
39329,O,O
39330,O,O
39331,O,O
39332,O,O
39333,O,O
39334,O,O
39335,O,O
39336,O,O
39337,O,O
39338,O,O
39339,O,O
39340,O,O
39341,O,O
39342,O,O
39343,O,O
39344,O,O
39345,O,O
39346,O,O
39347,O,O
39348,O,O
39349,O,O
39350,B_surgery,B_part
39351,I_surgery,I_part
39352,I_surgery,I_part
39353,I_surgery,I_part
39354,I_surgery,I_part
39355,I_surgery,O
39356,I_surgery,O
39357,I_surgery,O
39358,I_surgery,O
39359,I_surgery,O
39360,I_surgery,O
39361,I_surgery,O
39362,O,O
39363,O,O
39364,O,O
39365,O,O
39366,O,O
39367,O,O
39368,B_symptom,B_symptom
39369,I_symptom,I_symptom
39370,O,O
39371,O,O
39372,O,O
39373,B_datetime,B_frequency
39374,I_datetime,I_frequency
39375,O,I_frequency
39376,O,I_frequency
39377,O,O
39378,O,O
39379,O,O
39380,O,O
39381,O,O
39382,O,O
39383,O,O
39384,B_symptom,B_item
39385,I_symptom,I_item
39386,I_symptom,I_item
39387,I_symptom,I_item
39388,I_symptom,I_item
39389,O,O
39390,B_symptom,B_symptom
39391,I_symptom,I_symptom
39392,O,O
39393,O,O
39394,O,O
39395,O,O
39396,O,O
39397,O,O
39398,O,O
39399,O,O
39400,O,O
39401,O,O
39402,O,O
39403,O,O
39404,O,O
39405,O,O
39406,O,O
39407,O,O
39408,O,O
39409,B_symptom,B_part
39410,I_symptom,I_part
39411,I_symptom,O
39412,I_symptom,O
39413,O,O
39414,B_normsymptom,O
39415,I_normsymptom,O
39416,I_normsymptom,B_item
39417,I_normsymptom,I_item
39418,O,O
39419,O,O
39420,O,O
39421,B_symptom,O
39422,I_symptom,O
39423,B_pysiology,B_physiology
39424,I_pysiology,I_physiology
39425,O,O
39426,O,O
39427,O,O
39428,O,O
39429,B_symptom,B_symptom
39430,I_symptom,I_symptom
39431,I_symptom,I_symptom
39432,I_symptom,I_symptom
39433,I_symptom,I_symptom
39434,B_symptom,B_symptom
39435,I_symptom,I_symptom
39436,O,O
39437,O,O
39438,O,O
39439,O,O
39440,O,O
39441,O,O
39442,O,O
39443,O,O
39444,O,O
39445,O,O
39446,O,O
39447,O,O
39448,O,O
39449,O,O
39450,O,O
39451,O,O
39452,O,O
39453,O,O
39454,O,O
39455,O,O
39456,O,O
39457,B_datetime,B_datetime
39458,I_datetime,I_datetime
39459,I_datetime,I_datetime
39460,I_datetime,I_datetime
39461,O,O
39462,O,O
39463,O,O
39464,O,O
39465,O,O
39466,O,O
39467,O,O
39468,O,O
39469,O,O
39470,O,O
39471,O,O
39472,B_tool,O
39473,I_tool,O
39474,I_tool,O
39475,O,O
39476,O,O
39477,O,O
39478,O,O
39479,O,O
39480,O,O
39481,O,O
39482,O,O
39483,O,O
39484,O,O
39485,O,O
39486,O,O
39487,O,O
39488,O,O
39489,O,O
39490,O,O
39491,O,O
39492,O,O
39493,O,O
39494,O,O
39495,O,O
39496,O,O
39497,O,O
39498,O,O
39499,O,O
39500,O,O
39501,O,O
39502,O,O
39503,O,O
39504,O,O
39505,O,O
39506,O,O
39507,O,O
39508,O,O
39509,O,O
39510,O,O
39511,O,O
39512,B_normsymptom,O
39513,I_normsymptom,O
39514,I_normsymptom,O
39515,I_normsymptom,O
39516,O,O
39517,B_normsymptom,O
39518,I_normsymptom,O
39519,I_normsymptom,O
39520,I_normsymptom,O
39521,I_normsymptom,O
39522,I_normsymptom,O
39523,I_normsymptom,O
39524,I_normsymptom,O
39525,O,O
39526,O,O
39527,O,O
39528,B_symptom,B_symptom
39529,I_symptom,I_symptom
39530,I_symptom,I_symptom
39531,I_symptom,I_symptom
39532,O,O
39533,O,O
39534,O,O
39535,O,O
39536,O,O
39537,O,O
39538,O,O
39539,O,O
39540,O,O
39541,O,O
39542,O,O
39543,O,O
39544,O,O
39545,O,O
39546,B_datetime,B_datetime
39547,I_datetime,I_datetime
39548,O,O
39549,O,O
39550,B_pysiology,O
39551,I_pysiology,O
39552,O,O
39553,O,O
39554,O,O
39555,O,O
39556,O,O
39557,O,O
39558,O,O
39559,O,O
39560,O,O
39561,O,O
39562,O,O
39563,O,O
39564,O,O
39565,O,O
39566,O,O
39567,O,O
39568,O,O
39569,O,O
39570,O,O
39571,O,O
39572,O,O
39573,O,O
39574,O,O
39575,O,O
39576,O,O
39577,O,O
39578,O,O
39579,O,O
39580,O,O
39581,O,O
39582,O,O
39583,O,O
39584,O,O
39585,O,O
39586,O,O
39587,O,O
39588,O,O
39589,B_item,B_item
39590,I_item,I_item
39591,O,O
39592,B_item,B_item
39593,I_item,I_item
39594,O,O
39595,B_item,B_item
39596,I_item,I_item
39597,I_item,I_item
39598,O,O
39599,O,O
39600,O,O
39601,O,O
39602,O,O
39603,O,O
39604,O,O
39605,O,O
39606,O,O
39607,O,O
39608,O,O
39609,O,O
39610,O,O
39611,B_surgery,B_surgery
39612,I_surgery,I_surgery
39613,I_surgery,I_surgery
39614,O,O
39615,O,O
39616,O,O
39617,O,O
39618,O,O
39619,B_symptom,B_symptom
39620,I_symptom,I_symptom
39621,I_symptom,I_symptom
39622,I_symptom,I_symptom
39623,O,O
39624,O,O
39625,O,O
39626,O,O
39627,O,O
39628,O,O
39629,O,O
39630,O,O
39631,B_othertreatment,B_surgery
39632,I_othertreatment,I_surgery
39633,O,I_surgery
39634,O,O
39635,O,O
39636,O,O
39637,O,O
39638,B_symptom,O
39639,I_symptom,O
39640,I_symptom,O
39641,I_symptom,O
39642,O,O
39643,O,O
39644,O,O
39645,O,O
39646,O,O
39647,O,O
39648,B_symptom,O
39649,I_symptom,O
39650,I_symptom,O
39651,I_symptom,O
39652,O,O
39653,O,O
39654,O,O
39655,O,O
39656,O,O
39657,O,O
39658,O,O
39659,O,O
39660,B_datetime,B_datetime
39661,I_datetime,I_datetime
39662,I_datetime,I_datetime
39663,O,O
39664,O,O
39665,B_frequency,O
39666,I_frequency,O
39667,O,O
39668,O,O
39669,O,O
39670,O,O
39671,O,O
39672,O,O
39673,O,O
39674,O,O
39675,O,O
39676,O,O
39677,O,O
39678,B_symptom,B_symptom
39679,I_symptom,I_symptom
39680,I_symptom,I_symptom
39681,I_symptom,I_symptom
39682,O,O
39683,B_item,B_item
39684,I_item,I_item
39685,O,O
39686,O,O
39687,O,O
39688,O,O
39689,O,O
39690,B_datetime,B_datetime
39691,I_datetime,I_datetime
39692,I_datetime,I_datetime
39693,O,O
39694,O,O
39695,O,O
39696,O,B_symptom
39697,O,I_symptom
39698,O,I_symptom
39699,B_symptom,I_symptom
39700,O,B_check
39701,O,I_check
39702,O,O
39703,B_symptom,B_part
39704,I_symptom,I_part
39705,I_symptom,O
39706,I_symptom,O
39707,O,O
39708,O,O
39709,O,O
39710,O,O
39711,O,O
39712,O,O
39713,O,O
39714,O,O
39715,O,O
39716,O,O
39717,O,O
39718,O,O
39719,O,O
39720,O,O
39721,O,O
39722,O,O
39723,O,O
39724,O,O
39725,O,O
39726,O,O
39727,O,O
39728,O,O
39729,O,O
39730,O,O
39731,O,O
39732,O,O
39733,O,O
39734,O,O
39735,O,O
39736,O,O
39737,O,O
39738,O,O
39739,O,O
39740,O,O
39741,O,O
39742,O,O
39743,O,O
39744,O,O
39745,O,O
39746,O,O
39747,O,O
39748,O,O
39749,B_item,B_item
39750,I_item,I_item
39751,I_item,I_item
39752,O,O
39753,O,O
39754,O,O
39755,O,O
39756,O,O
39757,O,O
39758,O,O
39759,O,O
39760,B_address,B_address
39761,I_address,I_address
39762,I_address,I_address
39763,O,O
39764,O,O
39765,O,O
39766,O,O
39767,O,O
39768,O,O
39769,O,O
39770,O,O
39771,O,O
39772,B_surgery,B_surgery
39773,I_surgery,I_surgery
39774,I_surgery,I_surgery
39775,I_surgery,I_surgery
39776,O,O
39777,B_symptom,B_symptom
39778,I_symptom,I_symptom
39779,I_symptom,I_symptom
39780,I_symptom,I_symptom
39781,I_symptom,I_symptom
39782,O,O
39783,O,O
39784,O,O
39785,O,O
39786,O,O
39787,O,O
39788,O,O
39789,O,O
39790,O,O
39791,O,O
39792,O,O
39793,O,O
39794,O,O
39795,O,O
39796,O,O
39797,O,O
39798,O,O
39799,B_symptom,B_symptom
39800,I_symptom,I_symptom
39801,I_symptom,I_symptom
39802,I_symptom,I_symptom
39803,I_symptom,I_symptom
39804,I_symptom,O
39805,B_symptom,O
39806,I_symptom,O
39807,I_symptom,O
39808,O,O
39809,O,O
39810,O,O
39811,O,O
39812,O,O
39813,O,O
39814,B_normsymptom,B_fluid
39815,I_normsymptom,I_fluid
39816,I_normsymptom,O
39817,I_normsymptom,O
39818,I_normsymptom,O
39819,I_normsymptom,O
39820,I_normsymptom,O
39821,I_normsymptom,O
39822,I_normsymptom,O
39823,I_normsymptom,O
39824,I_normsymptom,O
39825,O,O
39826,O,O
39827,O,O
39828,O,O
39829,O,O
39830,O,O
39831,O,O
39832,O,O
39833,O,O
39834,O,O
39835,O,O
39836,O,O
39837,B_normsymptom,O
39838,I_normsymptom,O
39839,B_normsymptom,O
39840,I_normsymptom,O
39841,O,O
39842,O,O
39843,O,O
39844,O,O
39845,O,O
39846,O,O
39847,O,O
39848,O,O
39849,O,O
39850,O,O
39851,O,O
39852,O,O
39853,O,O
39854,O,O
39855,O,O
39856,O,O
39857,O,O
39858,O,O
39859,O,O
39860,O,O
39861,O,O
39862,O,O
39863,O,O
39864,O,O
39865,O,O
39866,O,O
39867,O,O
39868,O,O
39869,O,O
39870,O,O
39871,O,O
39872,O,O
39873,O,O
39874,O,O
39875,O,O
39876,O,O
39877,O,O
39878,O,O
39879,O,O
39880,O,O
39881,O,O
39882,O,O
39883,O,O
39884,O,O
39885,O,O
39886,O,O
39887,O,O
39888,O,O
39889,O,O
39890,O,O
39891,O,O
39892,O,O
39893,O,O
39894,O,O
39895,O,O
39896,O,O
39897,O,O
39898,O,O
39899,O,O
39900,O,O
39901,O,O
39902,O,O
39903,O,O
39904,O,O
39905,O,O
39906,B_address,O
39907,I_address,O
39908,O,O
39909,O,O
39910,O,O
39911,O,O
39912,O,O
39913,O,O
39914,O,O
39915,O,O
39916,O,O
39917,O,O
39918,O,O
39919,B_frequency,B_frequency
39920,I_frequency,I_frequency
39921,I_frequency,I_frequency
39922,I_frequency,I_frequency
39923,O,O
39924,B_normsymptom,O
39925,I_normsymptom,O
39926,O,O
39927,O,O
39928,O,O
39929,O,O
39930,O,O
39931,O,O
39932,O,O
39933,O,O
39934,O,O
39935,O,O
39936,O,O
39937,O,O
39938,O,O
39939,O,O
39940,O,O
39941,O,O
39942,O,O
39943,O,O
39944,O,O
39945,B_frequency,B_frequency
39946,I_frequency,I_frequency
39947,I_frequency,I_frequency
39948,I_frequency,I_frequency
39949,I_frequency,I_frequency
39950,I_frequency,I_frequency
39951,O,O
39952,O,O
39953,O,O
39954,O,O
39955,O,O
39956,O,O
39957,O,O
39958,O,O
39959,O,O
39960,O,O
39961,O,O
39962,O,O
39963,O,O
39964,O,O
39965,O,O
39966,O,O
39967,O,O
39968,O,O
39969,O,O
39970,O,O
39971,O,O
39972,O,O
39973,O,O
39974,B_othertreatment,O
39975,I_othertreatment,O
39976,I_othertreatment,O
39977,B_surgery,B_surgery
39978,I_surgery,I_surgery
39979,I_surgery,I_surgery
39980,I_surgery,I_surgery
39981,O,O
39982,B_part,O
39983,I_part,O
39984,O,O
39985,O,O
39986,O,O
39987,O,O
39988,B_symptom,B_symptom
39989,I_symptom,I_symptom
39990,I_symptom,I_symptom
39991,I_symptom,I_symptom
39992,I_symptom,I_symptom
39993,B_symptom,B_symptom
39994,I_symptom,I_symptom
39995,I_symptom,I_symptom
39996,I_symptom,I_symptom
39997,B_symptom,I_symptom
39998,I_symptom,I_symptom
39999,I_symptom,I_symptom
40000,I_symptom,I_symptom
40001,B_symptom,B_symptom
40002,I_symptom,I_symptom
40003,B_pysiology,O
40004,I_pysiology,O
40005,O,O
40006,O,O
40007,O,O
40008,O,O
40009,O,O
40010,O,O
40011,O,O
40012,O,O
40013,O,O
40014,O,O
40015,B_datetime,B_datetime
40016,I_datetime,I_datetime
40017,I_datetime,I_datetime
40018,O,O
40019,O,O
40020,O,O
40021,O,O
40022,O,O
40023,O,O
40024,O,O
40025,O,O
40026,O,O
40027,O,O
40028,B_address,B_address
40029,I_address,I_address
40030,I_address,I_address
40031,O,O
40032,O,O
40033,O,O
40034,O,O
40035,B_medicine,B_medicine
40036,I_medicine,I_medicine
40037,I_medicine,I_medicine
40038,I_medicine,I_medicine
40039,I_medicine,I_medicine
40040,O,O
40041,O,O
40042,O,O
40043,O,O
40044,O,O
40045,O,O
40046,O,O
40047,O,O
40048,O,O
40049,O,O
40050,O,O
40051,O,O
40052,O,O
40053,B_frequency,B_frequency
40054,I_frequency,I_frequency
40055,I_frequency,I_frequency
40056,I_frequency,I_frequency
40057,I_frequency,I_frequency
40058,I_frequency,I_frequency
40059,O,O
40060,O,O
40061,O,O
40062,B_frequency,B_frequency
40063,I_frequency,I_frequency
40064,I_frequency,I_frequency
40065,I_frequency,I_frequency
40066,I_frequency,I_frequency
40067,O,O
40068,O,O
40069,O,O
40070,B_datetime,B_datetime
40071,I_datetime,I_datetime
40072,O,I_datetime
40073,O,I_datetime
40074,O,O
40075,O,O
40076,O,O
40077,O,O
40078,O,O
40079,O,O
40080,O,O
40081,O,O
40082,O,O
40083,O,O
40084,O,O
40085,O,O
40086,O,O
40087,O,O
40088,O,O
40089,O,O
40090,O,O
40091,O,O
40092,O,O
40093,O,O
40094,O,O
40095,O,O
40096,O,O
40097,O,O
40098,O,O
40099,O,O
40100,O,O
40101,O,O
40102,O,O
40103,O,O
40104,O,O
40105,O,O
40106,O,O
40107,O,O
40108,O,O
40109,O,O
40110,O,O
40111,O,O
40112,O,O
40113,O,O
40114,O,O
40115,B_symptom,B_symptom
40116,I_symptom,I_symptom
40117,I_symptom,I_symptom
40118,I_symptom,I_symptom
40119,O,I_symptom
40120,O,I_symptom
40121,O,I_symptom
40122,O,I_symptom
40123,O,O
40124,O,O
40125,O,O
40126,O,O
40127,O,O
40128,O,O
40129,O,O
40130,O,O
40131,O,O
40132,O,O
40133,O,O
40134,O,O
40135,O,O
40136,O,O
40137,O,O
40138,B_name,O
40139,O,O
40140,O,O
40141,O,O
40142,B_emotion,O
40143,I_emotion,O
40144,I_emotion,O
40145,O,O
40146,O,O
40147,O,O
40148,B_wechat,O
40149,I_wechat,O
40150,I_wechat,O
40151,I_wechat,O
40152,I_wechat,O
40153,I_wechat,O
40154,I_wechat,O
40155,I_wechat,O
40156,I_wechat,O
40157,I_wechat,O
40158,I_wechat,O
40159,O,O
40160,O,O
40161,O,O
40162,O,O
40163,O,O
40164,O,O
40165,O,O
40166,O,O
40167,O,O
40168,O,O
40169,O,O
40170,O,O
40171,O,O
40172,O,O
40173,O,O
40174,O,O
40175,O,O
40176,O,O
40177,O,O
40178,O,O
40179,O,O
40180,O,O
40181,O,O
40182,O,O
40183,O,O
40184,O,O
40185,O,O
40186,O,O
40187,O,O
40188,O,O
40189,O,O
40190,O,O
40191,O,O
40192,O,O
40193,O,O
40194,O,O
40195,O,O
40196,O,O
40197,O,O
40198,O,O
40199,B_pysiology,B_physiology
40200,I_pysiology,I_physiology
40201,O,O
40202,O,O
40203,O,O
40204,B_symptom,B_part
40205,I_symptom,I_part
40206,I_symptom,O
40207,I_symptom,O
40208,I_symptom,O
40209,O,O
40210,O,O
40211,O,O
40212,O,O
40213,O,O
40214,O,O
40215,O,O
40216,O,O
40217,O,O
40218,O,O
40219,O,O
40220,O,O
40221,O,O
40222,O,O
40223,O,O
40224,O,O
40225,O,O
40226,O,O
40227,O,O
40228,O,O
40229,O,O
40230,O,O
40231,O,O
40232,O,O
40233,O,O
40234,O,O
40235,B_emotion,B_symptom
40236,O,I_symptom
40237,O,O
40238,O,O
40239,O,O
40240,O,O
40241,O,O
40242,B_symptom,B_symptom
40243,I_symptom,I_symptom
40244,I_symptom,I_symptom
40245,O,O
40246,O,O
40247,O,O
40248,O,O
40249,O,O
40250,O,O
40251,B_datetime,B_frequency
40252,I_datetime,I_frequency
40253,B_cause,B_cause
40254,I_cause,I_cause
40255,B_frequency,O
40256,I_frequency,O
40257,O,O
40258,O,O
40259,O,O
40260,O,O
40261,B_datetime,B_datetime
40262,I_datetime,I_datetime
40263,I_datetime,I_datetime
40264,O,O
40265,O,O
40266,O,O
40267,O,O
40268,O,O
40269,B_pysiology,O
40270,I_pysiology,O
40271,I_pysiology,O
40272,O,O
40273,O,O
40274,O,O
40275,O,O
40276,O,O
40277,O,O
40278,O,O
40279,O,O
40280,O,O
40281,O,O
40282,B_datetime,B_frequency
40283,I_datetime,I_frequency
40284,I_datetime,I_frequency
40285,I_datetime,I_frequency
40286,B_cause,I_frequency
40287,I_cause,I_frequency
40288,B_frequency,I_frequency
40289,I_frequency,I_frequency
40290,O,O
40291,O,O
40292,O,O
40293,O,O
40294,O,O
40295,O,O
40296,O,O
40297,O,O
40298,O,O
40299,O,O
40300,O,O
40301,O,O
40302,O,O
40303,O,O
40304,O,O
40305,O,O
40306,O,O
40307,O,O
40308,O,O
40309,O,O
40310,B_cause,B_cause
40311,I_cause,I_cause
40312,I_cause,I_cause
40313,I_cause,I_cause
40314,I_cause,I_cause
40315,I_cause,I_cause
40316,O,O
40317,O,O
40318,O,O
40319,O,O
40320,B_symptom,B_symptom
40321,I_symptom,I_symptom
40322,I_symptom,I_symptom
40323,I_symptom,I_symptom
40324,I_symptom,I_symptom
40325,O,O
40326,O,O
40327,O,O
40328,O,O
40329,O,O
40330,O,O
40331,O,O
40332,O,O
40333,O,O
40334,O,O
40335,O,O
40336,O,O
40337,O,O
40338,O,O
40339,O,O
40340,O,O
40341,O,O
40342,O,O
40343,O,O
40344,B_age,O
40345,I_age,O
40346,O,O
40347,O,O
40348,B_frequency,B_symptom
40349,I_frequency,I_symptom
40350,I_frequency,I_symptom
40351,I_frequency,I_symptom
40352,I_frequency,I_symptom
40353,I_frequency,I_symptom
40354,O,O
40355,O,O
40356,O,O
40357,O,O
40358,O,O
40359,O,O
40360,O,O
40361,B_pysiology,B_physiology
40362,I_pysiology,I_physiology
40363,O,O
40364,B_surgery,B_surgery
40365,I_surgery,I_surgery
40366,I_surgery,I_surgery
40367,I_surgery,I_surgery
40368,O,O
40369,O,O
40370,O,O
40371,O,O
40372,O,O
40373,B_surgery,B_surgery
40374,I_surgery,I_surgery
40375,I_surgery,I_surgery
40376,O,O
40377,O,O
40378,O,O
40379,B_pysiology,B_physiology
40380,I_pysiology,I_physiology
40381,O,O
40382,O,O
40383,O,O
40384,B_symptom,B_symptom
40385,I_symptom,I_symptom
40386,I_symptom,I_symptom
40387,O,O
40388,O,O
40389,O,O
40390,O,O
40391,O,O
40392,B_datetime,O
40393,I_datetime,O
40394,I_datetime,O
40395,O,O
40396,O,O
40397,O,O
40398,O,O
40399,O,O
40400,B_cause,B_cause
40401,I_cause,I_cause
40402,I_cause,I_cause
40403,I_cause,I_cause
40404,I_cause,I_cause
40405,O,O
40406,O,O
40407,O,O
40408,O,O
40409,O,O
40410,O,O
40411,O,O
40412,O,O
40413,O,O
40414,O,O
40415,O,O
40416,O,O
40417,O,O
40418,O,O
40419,O,O
40420,O,O
40421,O,O
40422,B_datetime,B_datetime
40423,I_datetime,I_datetime
40424,I_datetime,I_datetime
40425,O,O
40426,O,O
40427,O,O
40428,O,O
40429,O,O
40430,O,O
40431,O,O
40432,O,O
40433,O,O
40434,O,O
40435,O,O
40436,O,O
40437,O,O
40438,O,O
40439,O,O
40440,O,O
40441,O,O
40442,O,O
40443,O,O
40444,O,O
40445,O,O
40446,O,O
40447,O,O
40448,O,O
40449,O,O
40450,O,O
40451,O,O
40452,O,O
40453,O,O
40454,O,O
40455,B_datetime,B_datetime
40456,I_datetime,I_datetime
40457,B_symptom,B_symptom
40458,I_symptom,I_symptom
40459,I_symptom,I_symptom
40460,I_symptom,I_symptom
40461,I_symptom,I_symptom
40462,I_symptom,I_symptom
40463,I_symptom,O
40464,O,O
40465,O,O
40466,O,O
40467,O,O
40468,O,O
40469,O,O
40470,O,O
40471,O,O
40472,B_pysiology,B_symptom
40473,I_pysiology,I_symptom
40474,O,O
40475,O,O
40476,O,O
40477,O,O
40478,O,O
40479,B_route,O
40480,I_route,O
40481,I_route,O
40482,I_route,O
40483,O,O
40484,O,O
40485,O,O
40486,O,O
40487,O,O
40488,O,O
40489,O,O
40490,O,O
40491,O,O
40492,O,O
40493,O,O
40494,O,O
40495,O,O
40496,O,O
40497,O,O
40498,O,O
40499,O,O
40500,O,O
40501,O,O
40502,B_cause,B_cause
40503,I_cause,I_cause
40504,O,O
40505,O,O
40506,O,O
40507,O,O
40508,O,O
40509,O,O
40510,O,O
40511,O,O
40512,O,O
40513,O,O
40514,O,O
40515,O,O
40516,O,O
40517,O,O
40518,O,O
40519,O,O
40520,O,O
40521,O,O
40522,O,O
40523,O,O
40524,O,O
40525,O,O
40526,O,O
40527,O,O
40528,O,O
40529,O,O
40530,O,O
40531,O,O
40532,O,O
40533,B_symptom,O
40534,I_symptom,O
40535,O,O
40536,O,O
40537,O,O
40538,O,O
40539,O,O
40540,B_symptom,B_symptom
40541,I_symptom,I_symptom
40542,O,O
40543,O,O
40544,O,O
40545,O,O
40546,O,B_symptom
40547,B_symptom,I_symptom
40548,I_symptom,I_symptom
40549,I_symptom,I_symptom
40550,O,I_symptom
40551,B_symptom,I_symptom
40552,I_symptom,I_symptom
40553,O,O
40554,O,O
40555,O,O
40556,O,O
40557,B_frequency,B_frequency
40558,I_frequency,I_frequency
40559,I_frequency,I_frequency
40560,I_frequency,I_frequency
40561,O,O
40562,O,O
40563,O,O
40564,O,O
40565,B_symptom,B_surgery
40566,I_symptom,I_surgery
40567,I_symptom,I_surgery
40568,B_fluid,B_fluid
40569,I_fluid,I_fluid
40570,O,O
40571,O,O
40572,O,O
40573,O,O
40574,O,O
40575,O,O
40576,O,O
40577,O,O
40578,O,O
40579,O,O
40580,O,O
40581,B_symptom,B_symptom
40582,I_symptom,I_symptom
40583,I_symptom,I_symptom
40584,I_symptom,I_symptom
40585,O,O
40586,B_symptom,B_symptom
40587,I_symptom,I_symptom
40588,O,O
40589,O,O
40590,O,O
40591,O,O
40592,O,O
40593,O,O
40594,O,O
40595,O,O
40596,O,O
40597,O,O
40598,O,O
40599,O,O
40600,O,O
40601,O,O
40602,O,O
40603,O,O
40604,O,O
40605,O,O
40606,O,O
40607,B_emotion,O
40608,O,O
40609,O,O
40610,B_cause,B_cause
40611,I_cause,I_cause
40612,O,O
40613,O,O
40614,O,O
40615,O,O
40616,O,O
40617,O,O
40618,O,O
40619,O,O
40620,B_frequency,B_frequency
40621,I_frequency,I_frequency
40622,O,O
40623,O,O
40624,O,O
40625,O,O
40626,O,O
40627,O,O
40628,O,O
40629,O,O
