,word,bz_bio,re_bio
68085,巢,I_part,I_symptom
68086,功,O,I_symptom
68087,能,O,I_symptom
68088,的,O,I_symptom
68089,障,O,I_symptom
68090,碍,O,I_symptom
68091,1,B_datetime,B_datetime
68092,6,I_datetime,I_datetime
68093,号,I_datetime,I_datetime
68094,时,O,O
68095,间,O,O
68096,太,O,O
68097,短,O,O
68098,了,O,O
68099,，,O,O
68100,试,B_tool,B_tool
68101,纸,I_tool,I_tool
68102,是,O,O
68103,根,O,O
68104,本,O,O
68105,测,O,O
68106,试,O,O
68107,不,O,O
68108,到,O,O
68109,的,O,O
68110,，,O,O
68111,而,O,O
68112,且,O,O
68113,试,B_tool,B_tool
68114,纸,I_tool,I_tool
68115,也,O,O
68116,存,O,O
68117,在,O,O
68118,一,O,O
68119,定,O,O
68120,误,O,O
68121,差,O,O
68122,，,O,O
68123,可,O,O
68124,以,O,O
68125,做,O,O
68126,个,O,O
68127,血,B_check,B_check
68128,检,I_check,I_check
68129,看,O,O
68130,看,O,O
68131,是,O,O
68132,否,O,O
68133,怀,B_physiology,B_physiology
68134,孕,I_physiology,I_physiology
68135,不,O,O
68136,能,O,O
68137,代,O,O
68138,表,O,O
68139,以,O,O
68140,后,O,O
68141,也,O,O
68142,不,O,O
68143,会,O,O
68144,有,O,O
68145,白,B_symptom,B_symptom
68146,带,I_symptom,I_symptom
68147,多,I_symptom,I_symptom
68148,本,O,O
68149,身,O,O
68150,就,O,O
68151,是,O,O
68152,阴,B_sickness,B_sickness
68153,道,I_sickness,I_sickness
68154,炎,I_sickness,I_sickness
68155,宫,B_sickness,B_sickness
68156,颈,I_sickness,I_sickness
68157,炎,I_sickness,I_sickness
68158,的,O,O
68159,表,O,O
68160,现,O,O
68161,，,O,O
68162,炎,B_symptom,B_symptom
68163,症,I_symptom,I_symptom
68164,初,O,O
68165,期,O,O
68166,不,O,O
68167,治,O,O
68168,疗,O,O
68169,那,O,O
68170,就,O,O
68171,会,O,O
68172,刺,B_symptom,O
68173,激,I_symptom,O
68174,阴,I_symptom,B_part
68175,道,I_symptom,I_part
68176,壁,I_symptom,I_part
68177,和,O,O
68178,宫,B_part,B_part
68179,颈,I_part,I_part
68180,，,O,O
68181,逐,O,O
68182,渐,O,O
68183,形,O,O
68184,成,O,O
68185,糜,B_symptom,B_symptom
68186,烂,I_symptom,I_symptom
68187,，,O,O
68188,性,B_physiology,B_physiology
68189,交,I_physiology,I_physiology
68190,接,O,O
68191,触,O,O
68192,的,O,O
68193,时,O,O
68194,候,O,O
68195,触,O,O
68196,碰,O,O
68197,到,O,O
68198,就,O,O
68199,会,O,O
68200,出,B_symptom,B_symptom
68201,血,I_symptom,I_symptom
68202,那,O,O
68203,几,O,O
68204,个,O,O
68205,孩,O,O
68206,子,O,O
68207,什,O,O
68208,么,O,O
68209,时,O,O
68210,候,O,O
68211,能,O,O
68212,看,O,O
68213,到,O,O
68214,我,O,O
68215,下,B_symptom,O
68216,面,I_symptom,O
68217,有,I_symptom,O
68218,时,I_symptom,O
68219,候,I_symptom,O
68220,一,I_symptom,B_symptom
68221,直,I_symptom,I_symptom
68222,有,I_symptom,I_symptom
68223,水,I_symptom,I_symptom
68224,，,O,O
68225,那,O,O
68226,个,O,O
68227,水,O,O
68228,是,O,O
68229,黄,B_symptom,B_symptom
68230,色,I_symptom,I_symptom
68231,的,O,I_symptom
68232,放,O,O
68233,弃,O,O
68234,生,O,O
68235,小,O,O
68236,孩,O,O
68237,上,B_datetime,B_datetime
68238,个,I_datetime,I_datetime
68239,月,I_datetime,I_datetime
68240,2,I_datetime,I_datetime
68241,4,I_datetime,I_datetime
68242,号,I_datetime,I_datetime
68243,药,B_other_treatment,B_othertreatment
68244,流,I_other_treatment,I_othertreatment
68245,，,O,O
68246,不,O,O
68247,是,O,O
68248,2,B_datetime,B_datetime
68249,2,I_datetime,I_datetime
68250,天,I_datetime,I_datetime
68251,才,O,O
68252,恢,O,O
68253,复,O,O
68254,排,B_physiology,B_physiology
68255,卵,I_physiology,I_physiology
68256,么,O,O
68257,？,O,O
68258,好,O,O
68259,的,O,O
68260,，,O,O
68261,谢,O,O
68262,谢,O,O
68263,您,O,O
68264,，,O,O
68265,星,B_datetime,B_datetime
68266,期,I_datetime,I_datetime
68267,天,I_datetime,I_datetime
68268,我,O,O
68269,再,O,O
68270,去,O,O
68271,查,O,O
68272,一,O,O
68273,下,O,O
68274,这,O,O
68275,边,O,O
68276,临,O,O
68277,时,O,O
68278,窗,O,O
68279,口,O,O
68280,有,O,O
68281,时,O,O
68282,网,O,O
68283,络,O,O
68284,不,O,O
68285,稳,O,O
68286,定,O,O
68287,咱,O,O
68288,们,O,O
68289,微,O,O
68290,信,O,O
68291,多,O,O
68292,少,O,O
68293,？,O,O
68294,可,O,O
68295,以,O,O
68296,加,O,O
68297,我,O,O
68298,微,O,O
68299,信,O,O
68300,一,O,O
68301,对,O,O
68302,一,O,O
68303,沟,O,O
68304,通,O,O
68305,月,B_symptom,B_physiology
68306,经,I_symptom,I_physiology
68307,晚,I_symptom,O
68308,来,I_symptom,O
68309,一,B_datetime,B_datetime
68310,星,I_datetime,I_datetime
68311,期,I_datetime,I_datetime
68312,是,O,O
68313,咋,O,O
68314,了,O,O
68315,我,O,O
68316,鸡,B_symptom,B_symptom
68317,鸡,I_symptom,I_symptom
68318,太,I_symptom,I_symptom
68319,长,I_symptom,I_symptom
68320,怎,O,O
68321,么,O,O
68322,办,O,O
68323,加,O,O
68324,我,O,O
68325,Q,O,O
68326,Q,O,O
68327,吧,O,O
68328,，,O,O
68329,7,O,O
68330,4,O,O
68331,9,O,O
68332,0,O,O
68333,5,O,O
68334,2,O,O
68335,1,O,O
68336,2,O,O
68337,5,O,O
68338,我,O,O
68339,之,O,O
68340,前,O,O
68341,感,B_symptom,B_symptom
68342,冒,I_symptom,I_symptom
68343,吃,O,O
68344,了,O,O
68345,药,O,O
68346,怕,O,O
68347,有,O,O
68348,影,O,O
68349,响,O,O
68350,一,O,O
68351,切,O,O
68352,正,O,O
68353,常,O,O
68354,，,O,O
68355,了,O,O
68356,，,O,O
68357,就,O,O
68358,这,B_datetime,O
68359,一,I_datetime,O
68360,段,I_datetime,O
68361,，,O,O
68362,干,O,O
68363,活,O,O
68364,也,O,O
68365,重,O,O
68366,，,O,O
68367,休,B_cause,O
68368,息,I_cause,O
68369,不,I_cause,O
68370,好,I_cause,O
68371,，,O,O
68372,才,O,O
68373,出,B_symptom,B_symptom
68374,点,I_symptom,I_symptom
68375,血,I_symptom,I_symptom
68376,你,O,O
68377,微,O,O
68378,信,O,O
68379,多,O,O
68380,少,O,O
68381,呢,O,O
68382,？,O,O
68383,我,O,O
68384,加,O,O
68385,你,O,O
68386,微,O,O
68387,信,O,O
68388,具,O,O
68389,体,O,O
68390,和,O,O
68391,你,O,O
68392,分,O,O
68393,析,O,O
68394,建,O,O
68395,议,O,O
68396,下,O,O
68397,吧,O,O
68398,我,O,O
68399,没,O,O
68400,去,O,O
68401,过,O,O
68402,那,O,O
68403,边,O,O
68404,，,O,O
68405,我,O,O
68406,在,O,O
68407,看,O,O
68408,看,O,O
68409,吧,O,O
68410,胸,B_symptom,B_symptom
68411,很,I_symptom,I_symptom
68412,小,I_symptom,I_symptom
68413,是,O,O
68414,不,O,O
68415,是,O,O
68416,这,O,O
68417,个,O,O
68418,影,O,O
68419,响,O,O
68420,胸,B_part,B_part
68421,部,I_part,I_part
68422,发,O,O
68423,育,O,O
68424,呢,O,O
68425,要,O,O
68426,是,O,O
68427,有,O,O
68428,不,B_symptom,B_symptom
68429,舒,I_symptom,I_symptom
68430,服,I_symptom,I_symptom
68431,的,O,O
68432,话,O,O
68433,建,O,O
68434,议,O,O
68435,你,O,O
68436,咨,O,O
68437,询,O,O
68438,主,O,O
68439,治,O,O
68440,医,O,O
68441,生,O,O
68442,外,O,O
68443,面,O,O
68444,右,O,O
68445,上,O,O
68446,部,O,O
68447,多,B_sickness,B_sickness
68448,囊,I_sickness,I_sickness
68449,卵,I_sickness,I_sickness
68450,巢,I_sickness,I_sickness
68451,综,I_sickness,I_sickness
68452,合,I_sickness,I_sickness
68453,症,I_sickness,I_sickness
68454,怎,O,O
68455,么,O,O
68456,回,O,O
68457,事,O,O
68458,怀,B_physiology,B_physiology
68459,孕,I_physiology,I_physiology
68460,三,B_datetime,B_datetime
68461,个,I_datetime,I_datetime
68462,月,I_datetime,I_datetime
68463,b,B_check,B_check
68464,超,I_check,I_check
68465,显,O,O
68466,示,O,O
68467,胎,O,B_symptom
68468,儿,O,I_symptom
68469,膀,B_symptom,I_symptom
68470,胱,I_symptom,I_symptom
68471,大,I_symptom,I_symptom
68472,我,O,O
68473,想,O,O
68474,取,B_surgery,B_surgery
68475,环,I_surgery,I_surgery
68476,价,O,O
68477,格,O,O
68478,多,O,O
68479,少,O,O
68480,能,O,O
68481,不,O,O
68482,能,O,O
68483,刮,B_surgery,B_surgery
68484,宫,I_surgery,I_surgery
68485,下,O,O
68486,来,O,O
68487,呢,O,O
68488,？,O,O
68489,就,O,O
68490,昨,B_datetime,B_datetime
68491,天,I_datetime,I_datetime
68492,晚,I_datetime,I_datetime
68493,上,I_datetime,I_datetime
68494,显,O,O
68495,了,O,O
68496,等,O,O
68497,有,O,O
68498,时,O,O
68499,间,O,O
68500,了,O,O
68501,就,O,O
68502,去,O,O
68503,开,O,O
68504,始,O,O
68505,我,O,O
68506,以,O,O
68507,为,O,O
68508,是,O,O
68509,肋,B_symptom,B_symptom
68510,骨,I_symptom,I_symptom
68511,疼,I_symptom,I_symptom
68512,经,B_physiology,B_physiology
68513,期,I_physiology,I_physiology
68514,最,B_datetime,O
68515,后,I_datetime,O
68516,一,I_datetime,B_datetime
68517,天,I_datetime,I_datetime
68518,进,O,O
68519,行,O,O
68520,亲,O,O
68521,密,O,O
68522,有,O,O
68523,什,O,O
68524,么,O,O
68525,不,O,O
68526,好,O,O
68527,的,O,O
68528,影,O,O
68529,响,O,O
68530,我,O,O
68531,在,O,O
68532,西,B_address,B_address
68533,单,I_address,I_address
68534,这,O,O
68535,边,O,O
68536,医,O,O
68537,生,O,O
68538,，,O,O
68539,我,O,O
68540,下,B_part,B_symptom
68541,边,I_part,I_symptom
68542,有,O,I_symptom
68543,时,O,I_symptom
68544,候,O,I_symptom
68545,特,O,I_symptom
68546,别,O,I_symptom
68547,痒,B_symptom,I_symptom
68548,，,O,O
68549,有,O,O
68550,时,O,O
68551,候,O,O
68552,有,O,B_symptom
68553,点,O,I_symptom
68554,疼,B_symptom,I_symptom
68555,这,O,O
68556,里,O,O
68557,是,O,O
68558,临,O,O
68559,时,O,O
68560,窗,O,O
68561,口,O,O
68562,网,O,O
68563,络,O,O
68564,不,O,O
68565,稳,O,O
68566,定,O,O
68567,请,O,O
68568,问,O,O
68569,您,O,O
68570,的,O,O
68571,微,O,O
68572,信,O,O
68573,多,O,O
68574,少,O,O
68575,？,O,O
68576,我,O,O
68577,加,O,O
68578,上,O,O
68579,您,O,O
68580,我,O,O
68581,们,O,O
68582,微,O,O
68583,信,O,O
68584,进,O,O
68585,一,O,O
68586,步,O,O
68587,沟,O,O
68588,通,O,O
68589,我,O,O
68590,详,O,O
68591,细,O,O
68592,给,O,O
68593,您,O,O
68594,说,O,O
68595,一,O,O
68596,下,O,O
68597,症,O,O
68598,状,O,O
68599,以,O,O
68600,及,O,O
68601,治,O,O
68602,疗,O,O
68603,方,O,O
68604,式,O,O
68605,和,O,O
68606,相,O,O
68607,关,O,O
68608,注,O,O
68609,意,O,O
68610,事,O,O
68611,项,O,O
68612,这,O,O
68613,个,O,O
68614,网,O,O
68615,络,O,O
68616,预,O,O
68617,约,O,O
68618,后,O,O
68619,不,O,O
68620,需,O,O
68621,要,O,O
68622,证,O,O
68623,明,O,O
68624,嗯,O,O
68625,这,O,O
68626,种,O,O
68627,情,O,O
68628,况,O,O
68629,会,O,O
68630,反,O,O
68631,复,O,O
68632,发,O,O
68633,作,O,O
68634,的,O,O
68635,不,O,O
68636,要,O,O
68637,用,O,O
68638,手,B_part,O
68639,去,O,O
68640,挤,O,O
68641,了,O,O
68642,这,O,O
68643,样,O,O
68644,更,O,O
68645,容,O,O
68646,易,O,O
68647,感,B_symptom,B_symptom
68648,染,I_symptom,I_symptom
68649,你,O,O
68650,有,O,O
68651,微,O,O
68652,信,O,O
68653,的,O,O
68654,话,O,O
68655,加,O,O
68656,一,O,O
68657,下,O,O
68658,我,O,O
68659,的,O,O
68660,微,O,O
68661,信,O,O
68662,，,O,O
68663,后,O,O
68664,续,O,O
68665,指,O,O
68666,导,O,O
68667,也,O,O
68668,是,O,O
68669,有,O,O
68670,比,O,O
68671,较,O,O
68672,方,O,O
68673,便,O,O
68674,的,O,O
68675,没,O,O
68676,血,O,O
68677,块,O,O
68678,那,O,O
68679,你,O,O
68680,的,O,O
68681,情,O,O
68682,况,O,O
68683,的,O,O
68684,，,O,O
68685,可,O,O
68686,以,O,O
68687,帮,O,O
68688,你,O,O
68689,申,O,O
68690,请,O,O
68691,我,O,O
68692,医,O,O
68693,院,O,O
68694,的,O,O
68695,3,B_price,B_price
68696,6,I_price,I_price
68697,元,I_price,I_price
68698,彩,B_check,B_check
68699,超,I_check,I_check
68700,检,I_check,I_check
68701,查,I_check,I_check
68702,的,O,O
68703,确,O,O
68704,诊,O,O
68705,的,O,O
68706,我,O,O
68707,喝,O,O
68708,多,O,O
68709,了,O,O
68710,药,O,O
68711,孩,O,O
68712,子,O,O
68713,会,O,O
68714,不,O,O
68715,会,O,O
68716,死,O,O
68717,微,O,O
68718,信,O,O
68719,吧,O,O
68720,1,O,O
68721,5,O,O
68722,8,O,O
68723,3,O,O
68724,6,O,O
68725,8,O,O
68726,4,O,O
68727,0,O,O
68728,9,O,O
68729,2,O,O
68730,4,O,O
68731,微,O,O
68732,信,O,O
68733,号,O,O
68734,没,O,O
68735,有,O,O
68736,，,O,O
68737,要,O,O
68738,做,O,O
68739,什,O,O
68740,么,O,O
68741,检,O,O
68742,查,O,O
68743,现,O,O
68744,在,O,O
68745,就,O,O
68746,可,O,O
68747,以,O,O
68748,通,O,O
68749,过,O,O
68750,彩,B_check,B_check
68751,超,I_check,I_check
68752,来,O,O
68753,确,O,O
68754,定,O,O
68755,了,O,O
68756,提,O,O
68757,点,O,O
68758,意,O,O
68759,见,O,O
68760,但,O,O
68761,是,O,O
68762,这,B_datetime,B_datetime
68763,个,I_datetime,I_datetime
68764,月,I_datetime,I_datetime
68765,还,O,O
68766,没,B_symptom,B_symptom
68767,有,I_symptom,I_symptom
68768,来,I_symptom,I_symptom
68769,那,O,O
68770,她,O,O
68771,看,O,O
68772,见,O,O
68773,了,O,O
68774,，,O,O
68775,她,O,O
68776,不,O,O
68777,告,O,O
68778,诉,O,O
68779,我,O,O
68780,吗,O,O
68781,，,O,O
68782,掉,O,B_symptom
68783,不,O,I_symptom
68784,干,O,I_symptom
68785,净,O,I_symptom
68786,，,O,O
68787,能,O,O
68788,说,O,O
68789,正,O,O
68790,常,O,O
68791,吗,O,O
68792,？,O,O
68793,县,O,O
68794,城,O,O
68795,的,O,O
68796,随,O,O
68797,风,O,O
68798,我,O,O
68799,感,O,O
68800,觉,O,O
68801,会,O,O
68802,不,O,O
68803,会,O,O
68804,闹,O,O
68805,太,O,O
68806,大,O,O
68807,，,O,O
68808,我,O,O
68809,想,O,O
68810,问,O,O
68811,下,O,O
68812,，,O,O
68813,我,O,O
68814,这,O,O
68815,样,O,O
68816,的,O,O
68817,情,O,O
68818,况,O,O
68819,你,O,O
68820,见,O,O
68821,过,O,O
68822,的,O,O
68823,吗,O,O
68824,考,O,O
68825,虑,O,O
68826,一,O,O
68827,下,O,O
68828,，,O,O
68829,因,O,O
68830,为,O,O
68831,离,O,O
68832,的,O,O
68833,比,O,O
68834,较,O,O
68835,远,O,O
68836,请,O,O
68837,问,O,O
68838,这,O,O
68839,个,O,O
68840,手,O,O
68841,术,O,O
68842,是,O,O
68843,女,O,O
68844,医,O,O
68845,生,O,O
68846,操,O,O
68847,作,O,O
68848,吗,O,O
68849,要,O,O
68850,看,O,O
68851,的,O,O
68852,嗯,O,O
68853,，,O,O
68854,目,O,O
68855,前,O,O
68856,测,O,O
68857,尿,B_fluid,O
68858,了,O,O
68859,是,O,O
68860,吗,O,O
68861,？,O,O
68862,有,O,O
68863,时,O,O
68864,是,O,O
68865,粉,B_symptom,B_symptom
68866,色,I_symptom,I_symptom
68867,的,I_symptom,I_symptom
68868,分,I_symptom,I_symptom
68869,泌,I_symptom,I_symptom
68870,物,I_symptom,I_symptom
68871,和,O,O
68872,避,B_medicine,B_medicine
68873,孕,I_medicine,I_medicine
68874,药,I_medicine,I_medicine
68875,没,O,O
68876,有,O,O
68877,关,O,O
68878,系,O,O
68879,，,O,O
68880,因,O,O
68881,为,O,O
68882,你,O,O
68883,是,O,O
68884,之,O,O
68885,前,O,O
68886,吃,O,O
68887,的,O,O
68888,，,O,O
68889,试,B_tool,B_tool
68890,纸,I_tool,I_tool
68891,测,O,O
68892,试,O,O
68893,怀,B_physiology,B_physiology
68894,孕,I_physiology,I_physiology
68895,，,O,O
68896,那,O,O
68897,基,O,O
68898,本,O,O
68899,确,O,O
68900,诊,O,O
68901,是,O,O
68902,怀,B_physiology,B_physiology
68903,孕,I_physiology,I_physiology
68904,了,O,O
68905,我,O,O
68906,上,O,O
68907,次,O,O
68908,去,O,O
68909,照,O,O
68910,过,O,O
68911,B,B_check,B_check
68912,超,I_check,I_check
68913,没,O,O
68914,有,O,O
68915,这,O,O
68916,个,O,O
68917,情,O,O
68918,况,O,O
68919,吧,O,O
68920,阴,B_check,B_check
68921,超,I_check,I_check
68922,检,I_check,I_check
68923,查,I_check,I_check
68924,没,O,O
68925,事,O,O
68926,的,O,O
68927,恩,O,O
68928,感,O,B_symptom
68929,染,O,I_symptom
68930,炎,B_symptom,I_symptom
68931,症,I_symptom,I_symptom
68932,了,O,O
68933,这,O,O
68934,个,O,O
68935,情,O,O
68936,况,O,O
68937,是,O,O
68938,禁,O,O
68939,止,O,O
68940,同,B_physiology,B_physiology
68941,房,I_physiology,I_physiology
68942,的,O,O
68943,是,O,O
68944,的,O,O
68945,，,O,O
68946,大,B_address,O
68947,首,I_address,O
68948,都,I_address,O
68949,的,O,O
68950,，,O,O
68951,多,O,O
68952,了,O,O
68953,也,O,O
68954,是,O,O
68955,正,O,O
68956,常,O,O
68957,的,O,O
68958,三,O,O
68959,种,O,O
68960,方,O,O
68961,式,O,O
68962,有,O,O
68963,什,O,O
68964,么,O,O
68965,区,O,O
68966,别,O,O
68967,吗,O,O
68968,有,O,O
68969,点,O,O
68970,褐,B_symptom,B_symptom
68971,色,I_symptom,I_symptom
68972,还,O,O
68973,有,O,B_symptom
68974,小,B_symptom,I_symptom
68975,颗,I_symptom,I_symptom
68976,粒,I_symptom,I_symptom
68977,y,O,O
68978,g,O,O
68979,3,O,O
68980,5,O,O
68981,8,O,O
68982,8,O,O
68983,9,O,O
68984,对,O,O
68985,的,O,O
68986,，,O,O
68987,我,O,O
68988,去,O,O
68989,医,O,O
68990,院,O,O
68991,检,O,O
68992,查,O,O
68993,，,O,O
68994,医,O,O
68995,院,O,O
68996,给,O,O
68997,开,O,O
68998,的,O,O
68999,益,B_medicine,B_medicine
69000,母,I_medicine,I_medicine
69001,草,I_medicine,I_medicine
69002,这,O,O
69003,里,O,O
69004,是,O,O
69005,石,O,O
69006,家,O,O
69007,庄,O,O
69008,医,O,O
69009,院,O,O
69010,方,O,O
69011,便,O,O
69012,来,O,O
69013,石,B_address,B_address
69014,家,I_address,I_address
69015,庄,I_address,I_address
69016,吗,O,O
69017,嗯,O,O
69018,那,O,O
69019,这,O,O
69020,样,O,O
69021,的,O,O
69022,吧,O,O
69023,享,O,O
69024,受,O,O
69025,什,O,O
69026,么,O,O
69027,样,O,O
69028,的,O,O
69029,优,O,O
69030,惠,O,O
69031,？,O,O
69032,还,O,O
69033,有,O,O
69034,一,O,O
69035,些,O,O
69036,宫,B_sickness,B_cause
69037,颈,I_sickness,I_cause
69038,癌,I_sickness,I_cause
69039,前,O,I_cause
69040,病,O,I_cause
69041,变,O,I_cause
69042,子,B_cause,I_cause
69043,宫,I_cause,I_cause
69044,内,I_cause,I_cause
69045,膜,I_cause,I_cause
69046,恶,I_cause,I_cause
69047,性,I_cause,I_cause
69048,病,I_cause,I_cause
69049,变,I_cause,I_cause
69050,的,O,O
69051,情,O,O
69052,况,O,O
69053,，,O,O
69054,也,O,O
69055,会,O,O
69056,出,O,O
69057,现,O,O
69058,长,O,B_symptom
69059,期,O,I_symptom
69060,出,B_symptom,I_symptom
69061,血,I_symptom,I_symptom
69062,的,O,O
69063,现,O,O
69064,象,O,O
69065,乳,B_sickness,B_sickness
69066,腺,I_sickness,I_sickness
69067,增,I_sickness,I_sickness
69068,生,I_sickness,I_sickness
69069,吃,O,O
69070,了,O,O
69071,一,O,O
69072,盒,O,O
69073,小,B_medicine,B_medicine
69074,金,I_medicine,I_medicine
69075,丸,I_medicine,I_medicine
69076,也,O,O
69077,不,O,O
69078,显,O,O
69079,好,O,O
69080,不,O,O
69081,治,O,O
69082,疗,O,O
69083,会,O,O
69084,传,O,O
69085,染,O,O
69086,吗,O,O
69087,？,O,O
69088,我,O,O
69089,每,O,O
69090,年,O,O
69091,九,B_datetime,B_datetime
69092,十,I_datetime,I_datetime
69093,月,I_datetime,I_datetime
69094,左,O,O
69095,右,O,O
69096,都,O,O
69097,体,B_check,B_check
69098,检,I_check,I_check
69099,的,O,O
69100,用,O,O
69101,的,O,O
69102,三,B_tool,B_medicine
69103,肖,I_tool,I_medicine
69104,糜,I_tool,I_medicine
69105,栓,I_tool,I_medicine
69106,还,O,O
69107,会,O,O
69108,有,O,O
69109,一,O,O
69110,定,O,O
69111,副,O,O
69112,作,O,O
69113,用,O,O
69114,使,O,O
69115,局,O,O
69116,部,O,O
69117,产,O,O
69118,生,O,O
69119,耐,O,O
69120,药,O,O
69121,性,O,O
69122,也,O,O
69123,是,O,O
69124,郁,O,O
69125,闷,O,O
69126,了,O,O
69127,，,O,O
69128,以,O,O
69129,前,O,O
69130,喝,O,O
69131,汤,O,O
69132,药,O,O
69133,，,O,O
69134,也,O,O
69135,不,O,O
69136,管,O,O
69137,用,O,O
69138,，,O,O
69139,后,O,O
69140,来,O,O
69141,不,O,O
69142,喝,O,O
69143,了,O,O
69144,怎,O,O
69145,么,O,O
69146,就,O,O
69147,没,O,O
69148,有,O,O
69149,分,O,O
69150,泌,O,O
69151,物,O,O
69152,了,O,O
69153,如,O,O
69154,果,O,O
69155,要,O,O
69156,是,O,O
69157,不,O,O
69158,想,O,O
69159,要,O,O
69160,，,O,O
69161,多,O,O
69162,长,O,O
69163,时,O,O
69164,间,O,O
69165,做,O,O
69166,手,O,O
69167,术,O,O
69168,好,O,O
69169,你,O,O
69170,好,O,O
69171,，,O,O
69172,这,O,O
69173,个,O,O
69174,是,O,O
69175,阴,B_symptom,B_symptom
69176,道,I_symptom,I_symptom
69177,松,I_symptom,I_symptom
69178,弛,I_symptom,I_symptom
69179,导,O,O
69180,致,O,O
69181,的,O,O
69182,气,O,B_symptom
69183,体,O,I_symptom
69184,相,O,I_symptom
69185,撞,O,I_symptom
69186,发,O,I_symptom
69187,出,O,I_symptom
69188,的,O,I_symptom
69189,声,O,I_symptom
69190,音,O,I_symptom
69191,两,B_age,B_datetime
69192,个,I_age,I_datetime
69193,多,I_age,I_datetime
69194,月,I_age,I_datetime
69195,了,O,O
69196,，,O,O
69197,7,B_age,B_datetime
69198,8,I_age,I_datetime
69199,天,I_age,I_datetime
69200,吧,O,O
69201,去,B_datetime,B_datetime
69202,年,I_datetime,I_datetime
69203,在,O,O
69204,二,O,O
69205,院,O,O
69206,检,O,O
69207,查,O,O
69208,的,O,O
69209,这,O,O
69210,个,O,O
69211,预,O,O
69212,约,O,O
69213,后,O,O
69214,是,O,O
69215,免,O,O
69216,费,O,O
69217,领,O,O
69218,取,O,O
69219,的,O,O
69220,平,O,O
69221,时,O,O
69222,性,B_physiology,B_physiology
69223,爱,I_physiology,I_physiology
69224,很,O,O
69225,频,O,O
69226,繁,O,O
69227,，,O,O
69228,有,O,O
69229,影,O,O
69230,响,O,O
69231,吗,O,O
69232,跟,O,O
69233,我,O,O
69234,说,O,O
69235,下,O,O
69236,能,O,O
69237,收,O,O
69238,到,O,O
69239,短,O,O
69240,信,O,O
69241,的,O,O
69242,手,O,O
69243,机,O,O
69244,号,O,O
69245,，,O,O
69246,给,O,O
69247,你,O,O
69248,把,O,O
69249,预,O,O
69250,约,O,O
69251,诊,O,O
69252,号,O,O
69253,发,O,O
69254,送,O,O
69255,到,O,O
69256,手,O,O
69257,机,O,O
69258,上,O,O
69259,，,O,O
69260,到,O,O
69261,院,O,O
69262,后,O,O
69263,到,O,O
69264,导,O,O
69265,医,O,O
69266,台,O,O
69267,出,O,O
69268,示,O,O
69269,短,O,O
69270,信,O,O
69271,就,O,O
69272,行,O,O
69273,，,O,O
69274,可,O,O
69275,以,O,O
69276,先,O,O
69277,申,O,O
69278,请,O,O
69279,1,B_price,B_price
69280,8,I_price,I_price
69281,元,I_price,I_price
69282,阴,B_check,B_check
69283,道,I_check,I_check
69284,镜,I_check,I_check
69285,检,I_check,I_check
69286,查,I_check,I_check
69287,看,O,O
69288,看,O,O
69289,情,O,O
69290,况,O,O
69291,假,O,O
69292,如,O,O
69293,受,B_symptom,O
69294,风,I_symptom,O
69295,了,O,O
69296,怎,O,O
69297,么,O,O
69298,治,O,O
69299,疗,O,O
69300,会,O,O
69301,好,O,O
69302,点,O,O
69303,就,O,O
69304,是,O,O
69305,这,B_datetime,B_datetime
69306,个,I_datetime,I_datetime
69307,月,I_datetime,I_datetime
69308,1,I_datetime,I_datetime
69309,2,I_datetime,I_datetime
69310,号,I_datetime,I_datetime
69311,腹,B_symptom,B_symptom
69312,痛,I_symptom,I_symptom
69313,之,O,O
69314,后,O,O
69315,再,O,O
69316,也,O,O
69317,没,O,B_symptom
69318,有,O,I_symptom
69319,动,O,I_symptom
69320,静,O,I_symptom
69321,了,O,O
69322,那,O,O
69323,同,B_physiology,B_physiology
69324,房,I_physiology,I_physiology
69325,的,O,O
69326,时,O,O
69327,候,O,O
69328,他,O,O
69329,不,O,O
69330,用,O,O
69331,手,B_part,B_part
69332,进,O,O
69333,去,O,O
69334,就,O,O
69335,没,O,O
69336,有,O,O
69337,血,O,O
69338,这,O,O
69339,是,O,O
69340,怎,O,O
69341,么,O,O
69342,回,O,O
69343,事,O,O
69344,呢,O,O
69345,？,O,O
69346,那,O,O
69347,为,O,O
69348,什,O,O
69349,么,O,O
69350,打,O,O
69351,了,O,O
69352,十,B_datetime,B_datetime
69353,天,I_datetime,I_datetime
69354,消,B_tool,B_tool
69355,炎,I_tool,I_tool
69356,针,I_tool,I_tool
69357,还,O,O
69358,是,O,O
69359,一,O,O
69360,点,O,O
69361,不,O,O
69362,见,O,O
69363,好,O,O
69364,啊,O,O
69365,好,O,O
69366,的,O,O
69367,那,O,O
69368,个,O,O
69369,双,O,O
69370,方,O,O
69371,染,O,O
69372,色,O,O
69373,体,O,O
69374,也,O,O
69375,可,O,O
69376,以,O,O
69377,做,O,O
69378,把,O,O
69379,那,O,O
69380,您,O,O
69381,这,O,O
69382,个,O,O
69383,情,O,O
69384,况,O,O
69385,去,O,O
69386,医,O,O
69387,院,O,O
69388,检,O,O
69389,查,O,O
69390,过,O,O
69391,吗,O,O
69392,你,O,O
69393,好,O,O
69394,，,O,O
69395,咱,O,O
69396,们,O,O
69397,暂,O,O
69398,时,O,O
69399,还,O,O
69400,未,O,O
69401,开,O,O
69402,展,O,O
69403,产,O,O
69404,科,O,O
