question,"kb_name"
" 广州航海学院，专插本有哪些专业，",edupromotion
" 我想了解有哪些专业",edupromotion
" 那广东的自考，岂不是可以更快通过啊？",edupromotion
" 网络班学习是什么意思啊？",edupromotion
" 我想问问湛江师范有没有招音乐专插本",edupromotion
" 教师资格证只能在户籍所在地考吗",edupromotion
" 有山东的吗？",edupromotion
" 介绍一下",edupromotion
" 你现在发过来看一下有那么难吗？",edupromotion
" 暨南大学？",edupromotion
" 这真的可以学到东西吗，我看我朋友连考试都不用去哈哈哈",edupromotion
" 一天上几个钟",edupromotion
" 跟高考 成考那样?",edupromotion
" 非专业还是可以报考的？",edupromotion
" 是筛选报考资格吗",edupromotion
" 我想问问学士学位考试，自考是不是很难",edupromotion
" 大专可考学士学位？",edupromotion
" 诶？广美的？可是我同事问了人，广美的画进去学不能选美术类专业的",edupromotion
" 我想问一下专升本什么时候开始补录？",edupromotion
" 多少钱",edupromotion
" 有什么专业可以选择呢",edupromotion
" 专插本考几门课？",edupromotion
" 其他的省份也可以报考吗",edupromotion
" 我还想问问师范类的 还有哪个大学可以英语专业跨汉语言的",edupromotion
" 你们总部在哪里？",edupromotion
" 老师你好，考试难度是怎么样的，哪个学校容易考？",edupromotion
" 我怕会不会非全日制大专生不可以考教师资格证了",edupromotion
" 法律有吗",edupromotion
" 那我期末考试什么时候",edupromotion
" 不是固定的吗",edupromotion
" 你们是哪个机构的",edupromotion
" 中大继续教育部门在哪里的",edupromotion
" 函授是怎样的",edupromotion
" 工作    华南理工大学是211  还是985？",edupromotion
" 想请问护理专业的可以自考吗",edupromotion
" 哪个专业通过率高",edupromotion
" 这个学校必须要去上课吗",edupromotion
" 你这个是哪一个机构的",edupromotion
" 都一样的收费吗？还是学校不同收费也不同？",edupromotion
" 但是我想知道需要考什么科目，才可以通过",edupromotion
" 老师，专插本，不用全日制上课吗",edupromotion
" 拿到文凭，毕业后是当老师吗",edupromotion
" 广东的招生办？",edupromotion
" 是全日制本科吗",edupromotion
" 音乐教育专业有吗？",edupromotion
" 那到了幼教技校呢",edupromotion
" 全日制要学多久",edupromotion
" 你们这边是广东省的本科大学对吧？",edupromotion
" 最高可以报什么",edupromotion
" 夜校是什么",edupromotion
" 介绍一些",edupromotion
" 什么学历？",edupromotion
" 这个要多久拿证",edupromotion
" 不知道，如果拿不到的话会怎么样",edupromotion
" 毕业了，都出来工作好几年了",edupromotion
" 可以继续专插本读这个专业？",edupromotion
" 想知道有什么学校能插本",edupromotion
" 外省的在深圳能考吗",edupromotion
" 舞蹈教师怎么考的呀!",edupromotion
" 你是什么学院的",edupromotion
" 目前没有，打算报读，多长时间拿证",edupromotion
" 是成考还是自考？",edupromotion
" 是湖北的吗",edupromotion
" 专升本不是只能在本省吗",edupromotion
" 请问你这里是哪个培训机构",edupromotion
" 是不是的提供学信网证明",edupromotion
" 你可以跟我说下那请问自考跟成考的考试是方式是什么吗",edupromotion
" 网上学，还是在教室学",edupromotion
" 对了，最后一个问题，你们这边是机构？还是大学？",edupromotion
" 机械类的，最快多久",edupromotion
" 可以提升到那个学历？",edupromotion
" 我想知道有什么专业可以选择",edupromotion
" 广石化招插本生吗？",edupromotion
" 老师，多久可以拿证",edupromotion
" 你们学校有什么专业呀",edupromotion
" 想问问电大现在有什么专业",edupromotion
" 在东莞长安这边有没有培训班？",edupromotion
" 普通话需要什么等级，数学教师证",edupromotion
" 要不要人脸识别考试？",edupromotion
" 推荐有什么呢",edupromotion
" 我在外省自考本科，考了几科了，其他的可以在深圳这边考试吗",edupromotion
" 培正学院今年插本的科目有会计或者财务吗",edupromotion
" 什么专业好？",edupromotion
" 高中的话 难考吗",edupromotion
" 明年可能会取消非师范生考试吗",edupromotion
" 明年初的考试现在还能报吗",edupromotion
" 全日制的话 你们那边是有学校吗",edupromotion
" 非全日制而且非师范专业可以报考小学或者幼师吗？",edupromotion
" 在妇产科上班是需要考什么证？",edupromotion
" 帮我介绍一下吧，谢谢",edupromotion
" 能报读全日制的吗",edupromotion
" 想知道 自考护理专业考哪几门 现在无法发么？",edupromotion
" 是在学校学习吗？还是网上",edupromotion
" 插本可以垮专业的吧？",edupromotion
"成人高考 是要住读的吧？",edupromotion
" 在河源有报班的嘛",edupromotion
" 毕业后属于什么资格等级？",edupromotion
" 想咨询一下护理专升本要多久时间",edupromotion
" 我想问下，你们这个多久可以拿毕业证",edupromotion
" 其他我都知道，就是普通话的不知道几时报考",edupromotion
" 那我这情况能报明年3月份考试吗",edupromotion
" 学费又是多少呢",edupromotion
" 怎么收费",edupromotion
"大专 几年可以毕业呢",edupromotion
" 你主要负责哪里的考生",edupromotion
" 想看看有什么学校",edupromotion
" 我想咨询一下 广东江门鹤山电视大学可以吗",edupromotion
" 有没有软件开发这种的或者是电子竞技",edupromotion
" 什么专业",edupromotion
" 专升本必须是全国统招的专科吗",edupromotion
" 请问音乐学一般看什么专业",edupromotion
" 你帮我介绍一下",edupromotion
" 介绍一下把",edupromotion
" 你那里有医生证租吗",edupromotion
" 请问大专数学教育专业的考教师资格证比学前教育专业的难吗？",edupromotion
" 所以可以报考哪个学校呢",edupromotion
"专升本 我说我没有毕业证的就是另外一种性质了对吧",edupromotion
"教师证 全国通用吗？",edupromotion
" 什么是3+2",edupromotion
" 广东专插本能插什么学校什么专业",edupromotion
" 何老师你好，请问跨专业插本难吗？",edupromotion
"教师证 那我最高是能教到初中吗",edupromotion
" 自考的话 是不是很多都可以免掉了",edupromotion
"教师证 学籍在湖南就要回湖南考吗",edupromotion
" 学前教育的专科可以么",edupromotion
" 我也不知道我能学什么专业啊",edupromotion
" 学费是多少",edupromotion
" 有没有不用上课的？",edupromotion
" 我想说，统招是什么？是那个",edupromotion
" 你好问一下专插本是大三考试，还是大三毕了业后的三月份考试",edupromotion
" 那你们有营养师培训吗",edupromotion
" 以后非师范不能考教师资格证了吗",edupromotion
" 请问我是1981年出生的，现在报读大专和考教师资格证可以吗",edupromotion
" 我想咨询一下大专，学前教育",edupromotion
" 我听说，我这样的是免考心理教育学的，是吗？",edupromotion
" 有什么院校是可以报国贸的",edupromotion
" 有哪些专业",edupromotion
"大专 几年能领证书？",edupromotion
" 毕业拿证有保证成功吗",edupromotion
" 学信网能查到么",edupromotion
" 自考专科需要多久？",edupromotion
" 广外成考有吗大专",edupromotion
" 自考全日制跟业余班毕业证一样吗",edupromotion
" 专科可以报学前教育？",edupromotion
" 学前教育等于幼儿教育？",edupromotion
" 能报本科吗？",edupromotion
" 请问教师资格证可以幼儿园和小学老师同时报考吗",edupromotion
" 培训通过率高吗？",edupromotion
" 有小学教育吗？",edupromotion
" 我想问一下应届毕业生还可以参加专插本吗",edupromotion
" 我想了解下考教师资格证需要考些什么啊",edupromotion
" 自考本科是如何的呢",edupromotion
" 有没有老师负责一月份学考的",edupromotion
"专升本 我想知道毕业后发放的证书是如何的？",edupromotion
" 教师资格证大学的需要考吗？",edupromotion
" 岭南专插本可以跨专业吗",edupromotion
" 英语比较弱",edupromotion
" 大专的医学院校有那些？",edupromotion
" 南方医科大学、广东医科大学，广州中医药大学，广东药学院，这些那间不用考试入学？",edupromotion
" 啥叫拆本",edupromotion
" 我看你们有华南师范大学是吧",edupromotion
" 请问自考本科毕业后是否由学士证？",edupromotion
" 请问可以考主持人证吗",edupromotion
" 我想问一下广东省还有临床专业的成人本科读吗",edupromotion
" 现就读英语专业的可以跨人力资源专业吗",edupromotion
" 現在大專有什麼專業啊？",edupromotion
"专升本 是语数英吗",edupromotion
" 自考是第二学历吗？",edupromotion
" 请问有哪些可以插本的专业？",edupromotion
" 有学校招生的吗",edupromotion
" 就是想知道考了教师资格证在深圳就业困难不，还是继续要考编制",edupromotion
" 请问考什么大学好",edupromotion
" 物流管理本科专业的课程是不是有修改",edupromotion
" 广东自考成绩不是长期有效吗",edupromotion
" 我想咨询下，专升本可以换专业吗",edupromotion
" 这边自考有没有容易的",edupromotion
" 有没有会展管理",edupromotion
" 大专的可以吗",edupromotion
" 专升本可以不考英语考日语么",edupromotion
" 毕业证升全日制的是成人大专升全日制？",edupromotion
" 可以考本科吗",edupromotion
"教师证 小学跟幼儿园一样嘛",edupromotion
"教师证 考了之后没有教书是不是就没有用了？",edupromotion
" 有临床医学专业吗，本科",edupromotion
" 现在专科是工程类的，插本的话可以转专业的吗？",edupromotion
" 是全日制的吗",edupromotion
" 可以的话老师您先介绍一下吧",edupromotion
" 透过成人高考后脱产学校取得的本科毕业证，算是全日制学历吗？",edupromotion
" 可以托管拿证吗？",edupromotion
" 平面广告设计的课本是怎样的",edupromotion
" 老师，我想问一下，语言类学校的自考后，我可以全日制的吗",edupromotion
" 有没有老年培训班之类的呢",edupromotion
" 没有关于这方面的资料吗",edupromotion
" 医学专业只能换医学专业？",edupromotion
" 你好请问学校的分数线是多少",edupromotion
" 可以再广东佛山报考吗？",edupromotion
" 在雷州可以报教师证吗？",edupromotion
" 请们你们有卫生学和营养学专业吗？",edupromotion
" 毕业证跟正常本科有区别吗",edupromotion
" 是全日制吗？要入学考试吗",edupromotion
" 价格是怎样的",edupromotion
" 这个是非全日制吗",edupromotion
" 有普通话证，还要考普通话证吗",edupromotion
" 老师你好，南方医科大学有招生吗",edupromotion
" 自考深圳大学今年只有三个专业吗",edupromotion
" 那自考是不是难很多？",edupromotion
" 我想要问一下有哪些免试入学的学校",edupromotion
" 暨南大学自考是什么专业",edupromotion
" 我想问.我已毕业四年了.还能考吗",edupromotion
" 高中毕业    能选择什么",edupromotion
" 有英语专业的吗",edupromotion
" 有哲学专业不",edupromotion
" 暨南大学自考网络班没有学前教育专业吗",edupromotion
" 现在有什么学校可以选择？",edupromotion
" 新闻学的专业有哪些学校吗",edupromotion
" 有没有网络的",edupromotion
" 明年不是师范学校毕业，不能考教师资格证了吗？",edupromotion
" 补考大专后，以前的本科能不能认证",edupromotion
" 它体检是只要到二甲医院体检就可以了，还是要它指定的医院去体检？",edupromotion
" 以后可以做培训类的话，报哪个比较好？",edupromotion
"教师证 非师范报考还是师范生报考区别",edupromotion
"专升本 读几年毕业",edupromotion
" 老师。那万一我又不去读了呢",edupromotion
" 只要告诉我有乙肝能不能考就行了",edupromotion
" 入学后要上学吗",edupromotion
" 不需要参加成人高考看分数才录取的吗",edupromotion
" 你们这边不是也有茶艺教师资格证？",edupromotion
" 你好，2019年专插本人数是多少",edupromotion
"教师证 能过吗",edupromotion
" 呢个艺术设计要读多久啊？",edupromotion
" 教小学的是什么级别的？",edupromotion
" 你这个是成人高考？",edupromotion
" 理财规划要怎么才可以考？我是中专，从事保险的",edupromotion
" 学校哪里的",edupromotion
" 网络课有没",edupromotion
" 这个大专是必须统招的么",edupromotion
" 报读自考专开本全日制的有入学通知书嘛  是春季的",edupromotion
" 毕业后无论是师范还是非师范的都要考心理学和教育学吧",edupromotion
" 网络怎么安排的",edupromotion
" 中专升？",edupromotion
" 有哪些专业可以选择",edupromotion
" 有没有工程造价课程啊",edupromotion
" 是要参加成人考后，录取了才能读？",edupromotion
" 在广东外语外贸大学读全日制 拿毕业证是不是全日制的",edupromotion
"教师证 初中，这个通过率高么",edupromotion
" 我看介绍后期是要上课的是吧",edupromotion
"教师证 我想先问一下我专业和教师无关也可以考吗",edupromotion
" 感觉这几年中职教师很少招人",edupromotion
" 是在中国教育网报吗",edupromotion
"教师证 可以几个级别一起的吗？",edupromotion
" 请问招生需什么资格，是全日制吗",edupromotion
" 可以读广东专科哪所医学",edupromotion
" 请问学校，有什么专业学吗？",edupromotion
" 三本能考高中教师资格证吗",edupromotion
" 高中教师资格证是最难的教师资格证吗",edupromotion
" 现在初中教师资格证能当高中教师吗",edupromotion
" 全日制需要统考吗？",edupromotion
" 大专有数学专业吗",edupromotion
" 如果本科毕业  需要打印专科毕业成绩的吗",edupromotion
" 成人专科可以专升本吗",edupromotion
" 现在是专科，怎么样考考本科",edupromotion
" 想参加技能高考可以吗",edupromotion
" 人机吗",edupromotion
" 本科选兽医专业也是2年吗",edupromotion
" 面授课程，上课时间是怎么样的？",edupromotion
" 行政管理，有哪些学校可以选你自己的",edupromotion
" 我想插专业是计算机，是要考那几课",edupromotion
" 可以大专和教师资格证一起考吗？",edupromotion
" 请问有园林或农牧专禾斗吗",edupromotion
" 上课是哪里",edupromotion
"自考 一年考几次",edupromotion
"自考 准考证可以不补办吗",edupromotion
" 上课时间是？",edupromotion
" 函授心理学本科吗？",edupromotion
" 有什么专业？暂时还没想好",edupromotion
" 不是，专升本有什么好学校推荐吗",edupromotion
" 公共关系呢？",edupromotion
" 你们的咨询是不收费的吧",edupromotion
" 原先行政管理专业代码是B030302，现在怎么变了？",edupromotion
" 我就想确认还能不能拿到中山大学的毕业证了？",edupromotion
" 华南理工大学，就两个专业吗",edupromotion
" 深圳大学能上全日制的专本连读吗",edupromotion
" 有什么专业？",edupromotion
" 医学包括什么",edupromotion
" 岭南师范学院专插本的科目出来了吗？",edupromotion
" 想了结有什么专业？",edupromotion
"教师证 不可以报考中学的吗",edupromotion
" 华立是公立学校还是私立？",edupromotion
"自考 要在校读吗",edupromotion
" 升大专要多久",edupromotion
" 会计报考哪个学校相对而言轻松点？",edupromotion
" 历史学专业有吗",edupromotion
" 介绍一下吧",edupromotion
" 问问老师，我是广东人，有外省普通话证书，能不能办理教师资格证呢",edupromotion
" 在二级的医院体检就行了是吧",edupromotion
" 中山大学还有什么专业？",edupromotion
" 那种周末不定双休的呢？",edupromotion
" 东莞理工插本是在哪个校区就读",edupromotion
" 介绍一些什么自学",edupromotion
" 报读技校读什么科好",edupromotion
" 会计有教师资格证吗",edupromotion
"教师证 幼儿园，会假吗发资格证來看吖？",edupromotion
" 工作了，你们的是网络教育？",edupromotion
" 工业机器人专业应该攻读什么专业课好",edupromotion
" 我想问问华南理工大学的在广州是有两间的吗",edupromotion
" 会计教育专业考的是哪两科",edupromotion
" 自考是全日制的吗",edupromotion
" 我想问华南理工大学的120201K工商管理自考本科的学位要求多少分",edupromotion
" 你们在龙岗有分校吗？",edupromotion
" 您还没有告诉我有没有关于插画师的课程呢？",edupromotion
" 我只是问一下那个学校 学习方式？",edupromotion
" 广州有哪些专科院校是有小学教育的呢",edupromotion
" 那全日制自考属于成人教育吗",edupromotion
" 专插本可以跨专业吗",edupromotion
"全日制 是图片还是直播",edupromotion
" 老师好，请问专升本现在要读几年？",edupromotion
" 本科的汉语言文学之前不是没有吗",edupromotion
" 我的公共课三科，若是补习现在怎么个学呢",edupromotion
" 请问自考准考证不见了要怎么办",edupromotion
" 有医药学专业吗",edupromotion
" 请问有服装专业自考吗",edupromotion
" 你门现在有什么专业",edupromotion
"专插本 请问具体有哪些专业呢",edupromotion
" 在珠海有培训吗？",edupromotion
" 自考大专都有什么专业",edupromotion
" 自考本科的时候需要专科毕业证吗",edupromotion
" 我想了解贵校有那些设计专业？",edupromotion
" 报名夜校行不",edupromotion
" 自考网络班和网络教育是一样的还是怎样？",edupromotion
" 请问一下仲恺工程农业学院的动物科学今年的考试科目是哪几科",edupromotion
" 中专可以直接报读本科？",edupromotion
" 想问问广东的 插本的2B学校和2A学校有哪些",edupromotion
" 高升本和专升本有什么区别吗",edupromotion
" 全日制怎么读（本科）",edupromotion
" 建筑 工程有什么学校",edupromotion
" 毕业后可以考中医证不",edupromotion
" 跨专业插本难吗",edupromotion
" 你好 我想咨询一下 不是本地的也可以考教师资格证吗",edupromotion
"热门专业 老师介绍一下",edupromotion
" 你们这个是网上培训吗  怎么收费的",edupromotion
" 你们网络课程是视频还是直接给ppt",edupromotion
" 能网上办理的吗",edupromotion
"国考非师范 报考 截止 那现在我不能考了？",edupromotion
" 他现在读的是专科，大三了，在武汉读的，可以考专升本吗1",edupromotion
" 年龄没问题吗",edupromotion
" 你这是自考还是网络教育",edupromotion
" 考前体检是需要自己去的吗",edupromotion
" 我想读护理还可以读吗，就是护士",edupromotion
"自考 本科院校参加三门学科考试，是那三科？",edupromotion
" 动物医学有没有学校招生",edupromotion
"考试形式 主考院校通知不是有发吗？",edupromotion
"教师证 国考是啥意思呢",edupromotion
" 游戏美术类的有么",edupromotion
" 能报考音乐本科吗？",edupromotion
" 我现在是大专的学生，想自考一个本科2A的学校，那么首先第一步我该做什么呢？",edupromotion
" 就像问可以再报考一个本科的自考吗?",edupromotion
" 插本可以转专业？",edupromotion
" 我想了解一下19年插本中药学的是哪个院校",edupromotion
" 请问是不是非师范生不可以报考教师资格证？",edupromotion
" 请问有什么专业",edupromotion
" 这个补录是怎样个补法",edupromotion
" 想咨询一下你们学校现在招生吗",edupromotion
" 我可以报考初中的资格证吗",edupromotion
" 如果报考了，官网上能查到信息？",edupromotion
" 一般学习几年的",edupromotion
" 要学几年",edupromotion
" 插本可以跨专业的吗？",edupromotion
"非师范专业 教师资格证 可以报考么",edupromotion
" 要提升到高中还是专科才能报考幼师证？",edupromotion
"成人教育 拿到本科证书，也不承认？",edupromotion
" 现在不可以报985自考本科么？",edupromotion
" 那个985院校有服装设计？",edupromotion
" 有没有可能想考音乐老师，但是我不是专业的",edupromotion
" 函授本科含金量有多少？",edupromotion
" 是自考本科吗？",edupromotion
" 可以的，我想问一下汉语言文学和汉语言文学教育是不一样的吗",edupromotion
" 我想问下  除了计算机还有什么",edupromotion
" 现代企业管理是哪个学校的",edupromotion
" 现在报考的话是怎样的流程呀",edupromotion
" 专插本哪个学校会有课本或者资料发？",edupromotion
" 能跨专业察本不",edupromotion
" 请问招全日制的吗",edupromotion
" 你这边是什么机构呀",edupromotion
" 专插本是直接去学校上学吗",edupromotion
"建筑类 请问现在有什么专业毕竟合适？",edupromotion
" 你好，可以报考英语吗",edupromotion
" 小学资格证分科目考的吗？",edupromotion
"女生 学什么专业好",edupromotion
"全日制 大专 学完后拿什么学历",edupromotion
"学前教育 然后可以去读夜校吗",edupromotion
"提升 学历 有什么用？",edupromotion
" 我专科是日语 插本可以选其他专业吗",edupromotion
" 你好，2019专插本有什么专业可以报吗",edupromotion
" 可以给我发一下那专业嘛？",edupromotion
" 专升本与高升本有什么不一样吗",edupromotion
" 专科是社会工作，插本可考本校的汉语言专业吗",edupromotion
" 文凭学信网可以查询吗？",edupromotion
" 现代教育技术专业的插班生可以报考计算机科学与技术这个专业吗？",edupromotion
" 老师，我现在考中山大学的汉语言文学一年多了，还有两科，可是现在不能再报了是吗",edupromotion
" 这个成人高考是不是就是函授本科呢。。。就是名称不一样对吗",edupromotion
"专插本 考试科目有哪些",edupromotion
" 你好 现在是成人教育阶段，大概2020年1月份毕业拿证 请问现在可以自考本科吗",edupromotion
" 我45，非师范类，能考证吗",edupromotion
" 我可以信任您吗？",edupromotion
" 专插本考试总分是多少分?",edupromotion
"非师范生 教师资格证 你先告诉我能不能考先",edupromotion
" 可以自考全日制吗",edupromotion
"计算机专业 平面设计有吗？",edupromotion
" 有什么专业",edupromotion
" 怎么报考呢",edupromotion
" 你好 可否报考暨南大学的行政管理专业呢？广东广州区域",edupromotion
" 只有嘉应学院是吗？",edupromotion
" 那可以一边考会计证，一边读大专吗",edupromotion
" 有幼师？",edupromotion
" 可在东莞报考吗",edupromotion
" 这个是网络自考班吗？",edupromotion
" 今年肇庆学院招专插本的吗",edupromotion
" 商务英语专业与英语专业有什么不同",edupromotion
" 是要自己在广东自考网申请还是要去中大里面申请？",edupromotion
" 考教师资格证一定要普通话嘛",edupromotion
" 就是和学校学的一样的有没有",edupromotion
" 大学本科，大学专科怎样区别",edupromotion
" 是国家承认学历吗",edupromotion
" 还有问一问，要国家承认，网上查得到的，对不?",edupromotion
" 初中毕业能考本科吗",edupromotion
" 那需要多长时间",edupromotion
" 我是中专生，可以报考吗",edupromotion
" 有哪些学校可以报考",edupromotion
" 但是我是非全日制的，2016年毕业的，可以考吗",edupromotion
" 老师，我想问一下你们学校的会计专业成人高考的分数线是多少",edupromotion
" 请问非师范生会受限制了吗",edupromotion
" 你好！请问插本是不是在毕业之后才能考试的？",edupromotion
"全日制 是网上学习吗",edupromotion
" 那全日制本科是什么意思，我主要想拿个全日制的毕业证",edupromotion
" 一般都什么时候招生？",edupromotion
" 自考这个它要考入学考试的吗",edupromotion
" 龙岗考区在哪里呢？",edupromotion
" 幼师工资高吗",edupromotion
" 有什么专业",edupromotion
" 你好，我想请问一下有哪些学校可以考舞蹈的",edupromotion
" 请问广州航海学院2019年招不招专插本呢",edupromotion
"教师证 清远的有吗",edupromotion
" 自考是以怎样的一种",edupromotion
"护理专业 自考专科不可以吗",edupromotion
" 升大专是不是要学习高中的课本啊",edupromotion
"教师证 在东莞工作一定回家考吗",edupromotion
" 想先了解一下有什么专业",edupromotion
" 读几年可以拿证",edupromotion
" 而且我现在大学都还没有进 我现在只想知道怎么才可以进专升本的学校",edupromotion
" 那你们自考随时都可以考吗？",edupromotion
" 请问每年几时开学？",edupromotion
" 是拿到毕业证去上，还是不拿毕业证上，我想先问一下",edupromotion
" 你这个考试是怎么考？",edupromotion
" 师范是啥",edupromotion
" 我现在还在广东，不知道重庆教师资格证是怎么考的",edupromotion
" 有什么专业的",edupromotion
" 今年是过线录取还是择优录取",edupromotion
" 我现在有点纠结不知道选什么专业",edupromotion
"教师资格证 要考几科目？",edupromotion
" 就是普通话还没考，也可以先考教师资格证吗",edupromotion
" 感受到英语的重要性。想有人指导比较系统地学习",edupromotion
" 怎么收费呢？",edupromotion
" 英语0基础，想学英语专业本科，在家上课，一般需要多长时间呢",edupromotion
"插本 公办有哪些",edupromotion
" 有没有平设的",edupromotion
" 专升本难不难？",edupromotion
" 不想插本？",edupromotion
" 你们有这个专业的培训课ma?",edupromotion
" 怎么还没有来电",edupromotion
" 国家机构可以在网上查到吗？",edupromotion
" 本科需要多长时间",edupromotion
" 可以进修星海音乐学院的音乐教育吗",edupromotion
" 有其它有名的大学吗",edupromotion
" 老师请问一下你那学校招生八年级差班生吗",edupromotion
" 小学考梅外要多少分",edupromotion
" 专科升本科，免试入学的有哪些专业呢",edupromotion
" 可以上网课吗",edupromotion
" 我年龄大了，可以学吗？",edupromotion
"教师资格证 哪个容易考呢",edupromotion
" 是不是广东中山的就只能在中山考",edupromotion
" 陈老师，论文一般什么时候申请呢，一年有几次机会",edupromotion
" 我想快点拿到大专证书的话，哪个专业较快呢？",edupromotion
" 我是本省的户口，还需要异地考？",edupromotion
" 没收到通知就是没录取吗？",edupromotion
" 2010年毕业也可以吗？",edupromotion
" 广技师今年招生吗？",edupromotion
" 你好，请问招生到什么时候结束",edupromotion
" 你们学校是2a还是2b",edupromotion
" 请问专插本不能跨专业报考吗",edupromotion
" 那珠海能插本的是那几个院校呢",edupromotion
" 有关于水产专业的吗",edupromotion
" 还有就是除了华农还有什么可以全日制在校学习",edupromotion
" 报名是不用入学考试的吧 宽进严出是么",edupromotion
" 不是师范专业的可以报考不",edupromotion
" 这个含金量怎么样",edupromotion
" 自考办招生？",edupromotion
" 学费会不会比较贵？",edupromotion
" 是部分专业可供选择吗",edupromotion
" 请问已经是全日制本科毕业证的，想拿另外一个专业的文凭，可以自考嘛？",edupromotion
" 你好  今年广东有哪些院校可以报专插本",edupromotion
" 大专要多久能拿证",edupromotion
" 哪个难考？",edupromotion
" 还有，想咨询一下，笔试和面试在不同的省份考可以么？",edupromotion
" 可以考护士证？",edupromotion
" 想插本读音乐表演可以吗",edupromotion
" 你校在西安这边设点了吗？",edupromotion
" 需要多少分才能过",edupromotion
" 全日制是什么样的",edupromotion
" 放宽条件了吗",edupromotion
" 是在你们那里报考吗？",edupromotion
" 没毕业证能去上大专吗？",edupromotion
" 文科生可以考吗",edupromotion
" 单一的培训？",edupromotion
" 可以吗",edupromotion
" 成人有哪些专业",edupromotion
" 什么截止",edupromotion
" 中专毕业能考什么呢？",edupromotion
" 插本要读两年吗",edupromotion
" 就是我已经拿到自考毕业证了，我想问下学位证书有你们这方面服务吗？",edupromotion
" 插本可以考其他专业吗",edupromotion
" 你好 成人高考 有没有音乐舞蹈着类专业",edupromotion
" 老师给我介绍一下吧谢谢",edupromotion
" 为什么打不通呢？",edupromotion
" 考场在那哪",edupromotion
" 大专可不可以考这个专业",edupromotion
" 想要大专文凭机电一体化有吗？",edupromotion
" 北理珠今年有什么专业",edupromotion
" 一定能拿证吗？学多久？包就业吗？",edupromotion
" 什么时候去",edupromotion
" 学前教育是什么啊",edupromotion
" 入學要考試嗎",edupromotion
" 学信网能查学籍吗？",edupromotion
" 那多久考一次试呢",edupromotion
" 你的意思是我原来的那个已拿了学历证，是不可以申请学位？",edupromotion
" 成人专插本跟大学专插本有区别吗",edupromotion
" 那如果学校录取后学信网可查吗",edupromotion
" 如何收费，学业几年",edupromotion
" 英语二相当于三级还是四级？",edupromotion
" 大牛教育是一个机构么",edupromotion
" 什么学校？",edupromotion
" ？询请问(如果近视500度可以教书吗",edupromotion
" 请问中山新华分数线是多少",edupromotion
" 药学专升本要考那几门？",edupromotion
" 你们是什么学校",edupromotion
" 高考前转过来的广东户口算 广东生源吗",edupromotion
" 从小到大在广东读书 不算广东户口？",edupromotion
" 连读大概需要多久时间",edupromotion
" 小学会不会更好考？",edupromotion
" 考研的学校是公办还是私营？",edupromotion
" 那成人高考呢？",edupromotion
" 非脱产和业余有什么区别",edupromotion
" 体育老师考试跟其他科一样吗",edupromotion
" 你的学校在中山有开班吗",edupromotion
" 请问有工程造价的专业吗",edupromotion
" 有哪些级别",edupromotion
" 大专毕业后几年内可以考",edupromotion
" 大专本科可以同时报考吗",edupromotion
" 你们有护理专业吗？",edupromotion
" 梅州卫校有什么专业？",edupromotion
" 考到这个是不是就可以当老师了",edupromotion
" 身体条件是？",edupromotion
" 在院校读还是",edupromotion
" 这里发给我就可以呀",edupromotion
" 哪里的学校",edupromotion
" 我的可以报考哪个方向",edupromotion
" 你们在南京有分店吗？",edupromotion
" 你好 可以报考什么专业",edupromotion
" 那幼师呢",edupromotion
" 想问一下有什么专业吗？",edupromotion
" 关键是国家承认吗？",edupromotion
" 所有专业的人都一样考那三门吗",edupromotion
" 有什么专业可以了解一下吗",edupromotion
" 你们是正规培训机构吗",edupromotion
" 人力资源五邑大学还开设吗",edupromotion
" 你是哪个机构",edupromotion
" 教师资格证可以跨省笔试吗",edupromotion
" 教师资格证有没有特殊渠道",edupromotion
" 你好，中学教师资格证笔试过了两门，还有一门没过，可以报考面试吗",edupromotion
" 你是广外的老师吗？",edupromotion
" 请问我在湖南今年考试过了两门，另一门可以到深圳考吗",edupromotion
" 是的 还有学校接收成人本科的专业",edupromotion
" 就是没有免考免学的是吗？",edupromotion
" 广州番禺区附近有哪些成人学校啊",edupromotion
" 有没有医学类的",edupromotion
" 有一个科没过，19年可以换地方去考吗",edupromotion
" 笔试和面试必须在一个省份考试吗",edupromotion
" 每个省份都可以吗？",edupromotion
" 你们学校是教育学校，出来是当老师的吧，毕业以后有没有教师证呢？",edupromotion
" 有园林设计专业嘛？",edupromotion
" 是华南农业大学嘛？",edupromotion
" 面授课和网络课程哪个好考",edupromotion
" 你们是学校办的培训班吗？",edupromotion
" 那是哪里的证书？",edupromotion
" 我想知道你们学校有什么专业",edupromotion
" 有什么学校可以插本",edupromotion
" 广东警官学院有什么专业",edupromotion
" 广东广东有哪些大学",edupromotion
" 会计和电子商务各半桶水，你看看哪一个专业 是跟会计和电子商务沾边的",edupromotion
" 有哪些大学可以读呢？",edupromotion
" 正准备呢 老师你有其他机构推荐吗？",edupromotion
" 招音乐系插本生吗",edupromotion
" 广外是大学还是大专",edupromotion
" 您是什么学校的呢",edupromotion
" 社保没有缴够半年不可以？",edupromotion
" 请问今年贵校的录取分数线是多少？",edupromotion
" 你们是不是在校上课的？",edupromotion
" 学习不好可以读大专吗？",edupromotion
" 初中毕业可以报考大专本科吗？",edupromotion
" 嗯嗯，可以的，是不是在广东自考全部科目通过后，就有暨南的毕业证了？",edupromotion
