sentence1,sentence2,label
那要做什么检查啊,去你们那要检查些什么项目,1
试管大概需要多少钱啊,复通术大概需要多少钱,0
这个要开证明吗,要开证明才可以做是吗,0
我们做什么检查,去检查主要检查什么,0
你们那是什么医院。,你们医院贵吗？,0
还是做什么治疗,要什么治疗,0
什么检查了,现在该检查什么呢？,0
我想问一下 不是排卵期会怀孕吗,你好，我想问一下不是排卵期久不会怀孕吗,0
我今天就先咨询一下,就来咨询一下呀,1
会导致什么呢,什么原因导致黄的,0
恩，需要休息多久,那需要休息多久合适呢,1
就来咨询一下呀,可以咨询一下问题,1
卵巢是什么？,多囊卵巢什么意思呢,0
洁尔阴可以洗不,可以用妇炎洁吗,0
嗯，那我要做哪些检查呢,到医院做哪些检查,1
检查这些大概要多少钱,检查下大概多少钱,1
有可能是怀孕了吗,这样可能怀孕吗,0
大概多少钱呢,那大概需要多少钱？,1
多囊卵巢综合症想怀孕怎么半,多囊卵巢综合症怎么护理,0
我的排卵期是什么时候,请问排卵期是什么,0
一般要等多久啊,一般多久能有效果？,0
做这个大概多少钱呀,那大概需要多少钱？,0
这个会是什么原因引起的,这个是什么引起的呀,1
哦你们医院在那里里,你们是大医院么,0
那吃避孕药月经推迟多久呢,一般月经推迟多久的,0
做了手术，怀孕几率有多少,那怀孕的几率是多少呢？,0
多囊卵巢综合症怎么治疗,多囊卵巢是怎么形成的啊,0
精子不液化是因为什么原因造成的,精子不完全液化是什么原因造成的,1
那输卵管造影呢,输卵管造影有无痛的吗,0
那多久能怀孕,多长时间能怀孕,1
就是我在怀孕是不是怀孕,是看是不是怀孕,0
是不是怀孕了啊,意思是怀孕了吗,1
你们是大医院么,你们医院是在哪,0
那我这个是什么原因引起的呢？,这个是什么引起的呢？？,1
你们医院都是怎么检查啊？,你们医院怎么做,0
输卵管通而不畅，是通的吗,输卵管通而不畅是堵了吗,0
有没有创伤啊,有没有恢复好,0
取环多久可以怀孕吖,月经刚走，多久可以取环,0
全面检查要花多少钱,那检查这些要花多少钱呢？,0
影响怀孕不,是怀孕嘛,0
检查下大概多少钱,这样的检查大概多少钱,1
这样可能怀孕吗,可能怀孕吗？,1
有什么办法嘛？,那现在有什么办法的,1
结扎还能生吗,结扎了能生孩子吗,1
有什么药可以调吗,有什么药？,1
现在她要检查什么呢,那我现在要做的检查有哪些呢,0
卵巢是什么？,请问什么是多囊卵巢,0
四维彩超可以预约吗？,四维彩超要提前多长时间预约,0
她需要做什么检查,需要做什么项检查,0
环去掉后多久可以怀孕,多久可以怀孕,0
我知道现在可以取不,现在就可以吃吗？,0
检查下大概多少钱,做所有检查项目大概要多少钱,0
需要做哪些检查医生,就是咨询你下，需要做哪些检查,1
多囊卵巢综合症想怀孕怎么半,卵巢多囊卵巢综合症怎么治疗,0
做造影后吗,做输卵管造影可以不,0
那这需要怎么治疗,那这怎么治疗呢,1
还需要做其他什么检查么,这种需要检查什么,0
请问，是什么问题呢,请问那是什么,0
那是怎么回事啊,这个是怎么回事呢。,1
这个会是什么原因引起的,会是什么原因？,1
咨询妇科,想咨询一下妇科,1
都需要做什么检查,用什么检查？,0
哪我现在需要检查什么,需要做什么项检查,0
请问要检查什么,请问必须要检查吗？,0
那我需要检查什么啊,检查需要挂什么科,0
那需要做什么检查,需要做什么检查项目？,1
一般月经推迟多久的,那吃避孕药月经推迟多久呢,0
需要检查些什么？,哪我现在需要检查什么,1
请问是什么情况呀,请问那是什么,0
需要检查哪些东西,做之前需要哪些检查,1
有什么方法吗,你们能有什么好的方法吗？,1
就是吃什么吐什么。,要做什么呢,0
这几天没有,前几天来的,0
知道是什么原因造成。,是什么原因呢？,1
都需要做什么检查呢,哪我现在需要检查什么,0
是什么原因引起的？,主要是什么原因引起的呢,1
我们做什么检查,做个什么检查,1
那男的还需要检查吗,需要检查哪方面啊,0
因孕酮低流产了，下次备孕要做什么检查,孕酮低流产，下次备孕要做什么检查,1
怀孕了多久可以测出来,怀孕多久能看出来男女,0
是什么原因请问？,是什么原因引起的啊,1
剖腹产多久才能要二胎,剖腹产多久可以生二胎？,1
会导致什么呢,哪什么原因,0
那怎么调理啊,想知道怎么调理,1
这种需要检查什么,那我需要做什么检查吗,0
还没有做检查呢,还没检查呢,1
你说检查什么,需要做什么检查呢,0
是前几天,这几天没有,0
请问做输卵管造影多少钱,通输卵管多少钱,0
过去了，我只是咨询一下,所以现在只是想咨询一下,1
去医院先做哪些检查呢,就检查哪些！,0
这种情况是什么原因呢,那是什么情况引起的呢,1
会是什么原因哦,主要是什么原因引起的呢,1
哪什么原因,是什么原因导致？,1
男的如何备孕,怎样备孕？,0
这个多囊需要做哪些检查,月经不调需要做哪些检查,0
多囊卵巢要怎么调理,啊，我有多囊卵巢怎么治？,0
这个手术做疼吗,这个是必须要手术的吗,0
我都是在网上咨询下,我只是先在网上咨询,1
我在问问,所以问问您,0
你说检查什么,我们做什么检查,0
流产会导致不孕不育吗,这个会导致不孕不育？,0
嗯呐，请问这个问题怎么治疗呢,请问怎么治请问怎么治治疗,1
那这个可以治疗吗,可以治疗不,1
有检查吗,没有去检查呢，,0
多囊卵巢严重吗,这种多囊严重吗？,1
这个要怎么治,那这个一般怎么治呢,1
月经一般几天没来，，能检查到？,我是在月经前几天去医院检查的,0
?是什么意思,说是那个什么薄了,0
一般要做什么检查呢,你说检查什么,0
一般是什么原因引起的呢,那什么原因引起的呢,1
检查了没有什么,用什么检查？,0
需要做什么检查的,那我需要检查什么项目,0
多囊卵巢综合症能自然怀孕吗,多囊不能怀孕吗,0
那我现在检查需要检查什么项目,我现在要检查些什么,0
超微创手术多少钱,微创多少钱？。,0
就是不知道怎么办呀,现在也不知道怎么办了,1
我想问的是最初的原因是什么造成的。,那什么原因造成的呢,1
平时应该注意些什么,平时要注意些什么呢,1
嗯，那我要做哪些检查呢,哦，好的。那需要做哪些检查吗？,1
到医院做哪些检查,做哪些检查？,1
是什么原因请问？,什么引起的原因,1
我这个问题是什么引起的呢？,那我这个是什么原因引起的呢？,1
需要检查哪些东西,需要做哪些检查医生,1
子宫内膜增厚是病吗,子宫内膜增厚什么原因,0
怀孕怎么算啊,怀孕期怎么箅了,1
白带这几天很多,这几天白带多,1
请做输卵管造影多少钱,问下输卵管造影需多少钱？,1
那是怎么检查呢,我不知道怎么去检查,1
造影只能看输卵管是吧,输卵管造影怎么看呢,0
所以咨询一下了解下啊,所以现在只是想咨询一下,1
怎么治疗呐,那应该怎么治疗啊,1
你们是大医院么,你们医院是多少？,0
就问你怎么怀孕,怎么能快速怀孕,0
我想问一下妇科女,我想问妇科的,0
现在该检查什么呢？,哪我现在需要检查什么,1
流产了是什么原因,什么原因会导致胎停或者流产,0
大概多大几率,几率多大呀,1
其他还需要做什么检查的？,那我需要检查什么啊,0
请问排卵期是什么,排卵期是什么时候猴,0
请问要输卵管造影的多少钱？,通输卵管多少钱,0
吃什么都可以吗？,是什么药啊,0
如果去医院检查 应该检查些什么啊,就想说去医院要检查这什么,1
我咨询一下 我这个月还能做吗？,所以我想咨询一下,0
多囊卵巢怎么能治好,多囊卵巢怎么医治,1
做造影是在月经干净几天可以做,输卵管造影不是需要月经干净后5/7才可以做的吗？,1
怀孕42天没胎心胎芽正常吗？,怀孕56天没胎心胎芽正常吗,1
卵巢多囊是什么意思,卵巢是什么？,0
还没有啊，咨询一下,没有，所以才咨询一下,1
不是咨询一下,我就是咨询一下，,0
是照B超吗,不是做B超吗,0
要检查哪些？,做那些检查？,0
有怀孕的可能吗？？,还要怀孕的可能吗,1
目前我还是学生,我现在还是学生，,1
做完造影多久可以同房？怀孕,做完造影多久能同房刚做完的造影又流血正常吗,0
怎么调理啊,怎么调理饮食,0
多囊卵巢综合症还可以怀孕吗,多囊卵巢样改变会影响怀孕吗,0
有怀孕的可能吗？？,你怀孕了吗,0
要多久才能来,多久才能做出来,0
你们这个医院在哪儿呀,你们的医院是在哪里了,1
那我需要检查什么项目,要检查些什么项目呀,1
需要做什么检查呢,其他还需要做什么检查的？,1
去医院检查医生说我是多囊卵巢综合症,今天检查了。医生说是多囊卵巢症,1
能治好吗？怎么治？,能治好嘛？,0
四维是多少周做,最晚多少周做四维,0
要检查什么内容,检查什么呀,1
要怎么做去你们医院,你们医院能做么？,0
什么时候是安全期,想问什么时候是排卵期，安全期？,0
我什么检查都做过,就没有做过检查什么的,0
现在就是在咨询啊,就是在咨询你啊,1
能做什么检查吗,还需要做什么检查不,1
我现在要检查些什么,你说检查什么,1
你说检查什么,还要检查什么啊？,0
到医院检查什么,如果去医院检查 应该检查些什么啊,1
不会有什么问题吧,这个不会有什么问题吧,1
输卵管做造影要多少钱？,那输卵管造影多少钱一般？,1
我就想问 我这样算怀孕多久了,我就想问多久才可以在怀孕,0
也没做什么检查，,请问要检查什么,0
没有，就是想问一下,就是问一下，,0
检查的话是需要双方都需要检查吗,检查的话，需要检查哪些,0
那什么原因造成的呢,由什么导致的,1
是要怀孕？,影响怀孕是嘛,0
妇科输卵管通液痛不痛,输卵管造影痛不痛,0
怎么会引起多囊卵巢综合症,医生！多囊卵巢是什么原因引起的？,0
不知道怎么怀孕,怀孕了   怎么算,0
你就说大概多少钱嘛,清宫大概要多少钱,0
需要去医院做什么检查,都需要做什么检查,1
请问要做什么检查?,你说检查什么,0
请问多囊卵巢会影响怀孕吗,卵巢多囊综合症能怀孕吗,0
会是什么原因？,知道是什么原因造成。,0
检查的话是需要双方都需要检查吗,那是需要去检查是么,0
有什么药可以调吗,月是什么,0
子宫内膜增厚什么原因,子宫内膜增厚怎么治,0
剖腹产多久才能要二胎,剖腹产多长时间可以要二胎,1
一般都是什么原因呢,会是什么原因？,1
由什么导致的,是什么引起来的呢,1
有什么方法吗,那还有什么方法呢,1
你那里做无痛人流吗,无痛人流是怎么做的,0
输卵管造影有无痛的吗,那输卵管造影呢,0
其他没有了吗,没有去呢,0
我需要带什么东西呢开证明,需要开什么证明嘛,0
激素六项什么检查最好？,激素六项是检查什么,0
需要做什么检查项目？,现在需要再做个什么检查吗？,1
那现在需要检查什么就检查b超吗,其他还需要做什么检查的？,0
医院在什么位置,医院位置在哪,1
那我需要检查什么项目,现在需要再做个什么检查吗？,1
请问输卵管堵塞是什么原因形成的？,输卵管堵塞是什么造成的,1
是什么原因呢？,什么原因导致黄的,0
那我需要做什么检查吗,哦！那需要做什么检查呢,1
请问，是什么问题呢,请问是什么情况呀,1
只有一次，有好几年前的事了,好几年前就少,0
什么原因哦,您认为我这是什么原因,1
用什么好,有什么药可以调吗,0
在这里注意些什么呢？,要注意什么的,1
请问输卵管堵塞还能怀孕吗,你好，右输卵管堵塞还能怀孕吗,1
月经不正常影响怀孕吗,影响怀孕不,0
一般都是什么原因呢,哪什么原因,1
哪我现在需要检查哪些,那你说需要做哪些检查啊,0
不孕不育再看怎么治吗,不育不孕怎么诊治？,0
你说检查什么,还需要什么检查？,0
请问要检查什么,我这个是得去做什么检查,0
做输卵管造影可以不,想咨询输卵管造影,0
嗯  会怀孕吗？,是不能怀孕是吗,0
那我是什么原因呢？,由什么导致的,1
咨询一下，准备去,所以准备咨询一下,0
像我这种情况严重吗,她这种严重吗？,0
你怀孕了吗,有怀孕的可能吗？？,0
激素六项什么检查最好？,检查六项激素需要准备什么,0
多囊卵巢跟月经有关系吗,多囊卵巢综合症想怀孕怎么半,0
由什么导致的,这种是什么导致的啊,1
检查不孕需要哪些东西,需要检查哪些东西,0
如果去医院检查 应该检查些什么啊,我应该去检查个什么,1
像我这种情况容易怀孕吗,这种情况会怀孕吗？,0
是什么原因造成的呀,一般是什么原因引起的呢,1
做检查怎么检查还能不能怀孕,检查怀孕嘛,0
会不孕不育吗,这个会导致不孕不育？,1
一般要做什么检查呢,检查什么呀,0
大概多久是正常,大概多久能恢复好,0
怎么会引起多囊卵巢综合症,多囊卵巢综合症怎么治疗,0
我们做什么检查,要去医院做什么检查哪,1
就来咨询一下呀,想咨询一下问题,1
多囊卵巢，是胖引起的吗,多囊卵巢和多囊卵巢综合症有区别吗,0
就来咨询一下呀,我们先咨询一下,1
没有怀孕为什么不来月经呀,没有来月经？？,0
通水有无痛的吗有无痛通水吗,造影是无痛的吗,0
甲什么的,好的，可以用什么药吗,0
对，不知道挂什么科,对，不知道检查什么，挂什么科,0
能做什么检查吗,那我需要检查什么啊,0
做了输卵管照影多久能同房呢请问,输卵管通水后多久可以同房,0
取环多久可以怀孕吖,取环后多久可以怀孕吗？,1
我现在应该想做啥？,但是我现在还小的嘛,0
什么原因啊？,会导致什么呢,0
都需要做什么检查,需要做什么检查项目？,1
什么时候检查的吗？,你说检查什么,0
输卵管通液多少钱,通输卵管多少钱,1
还没有啊，咨询一下,想咨询一下问题,0
子宫内膜溥怎么治,子宫内膜薄了能治疗吗,0
做输卵管造影是不是会很痛,做输卵管造影可以不,0
不是，我是想咨询一下,我就是咨询一下，,0
需要做什么检查的,需要去医院做什么检查,1
B能不能怀孕吗,还能怀孕吗，,0
是做输卵管造影还是通水,那输卵管造影呢,0
要几天啊,这几天没有,0
什么原因哦,主要是什么原因,1
精子什么颜色最好呢？,精子什么颜色才算正常,1
你们医院早上几点上班,你们早上几点上班？,1
多囊卵巢综合症想怀孕怎么半,多囊卵巢综合症应该如何备孕,1
那我需要检查什么项目,需要检查什么呀,0
医生多囊卵巢是咋引起的,今天检查了。医生说是多囊卵巢症,0
能怀孕是吗？,B能不能怀孕吗,1
你们家输卵管造影多少钱,那输卵管造影多少钱一般？,1
无痛人流是怎么做的,做无痛人流呢,0
子宫正常大小多少,子宫恁膜厚多少才正常,0
哦，造影疼吗,做造影可以吗？,0
多囊卵巢综合症有什么表现,卵巢多囊综合症能怀孕吗,0
需要检查什么呀,需要做什么检查项目？,0
那我需要做什么检查吗,都需要做什么检查呢,1
是内分泌失调吗,内分泌失调怎么调,0
卵巢早衰是什么引起的,月经不调卵巢早衰吗,0
检查什么呀,那都是需要检查什么,1
还需要什么检查？,也没做什么检查，,0
查不孕要做哪些检查,不孕一般要做哪些检查,1
我想知道大概什么原因,我想知道大慨的原因是什么,1
已经有几年备孕都没怀上,几年没有怀上,1
什么导致,那我是什么原因呢？,1
想你们医院在哪,你们是大医院么,0
我想做个性激素六项检查多少钱,是检查性激素六项吗？,0
哪我现在需要检查什么,我现在来该检查什么,1
不孕要做哪些检查,检查不孕需要哪些东西,0
像这样怎么治疗,他是怎么治疗呢,0
四维现在能预约上吗,可以预约四维了吗？,1
那我现在检查需要检查什么项目,那我需要检查什么啊,0
请问输卵管堵塞,请问怎么样才知道输卵管堵塞,0
还需要什么检查？,还需要做什么检查不,1
刚开始怀孕嘛？,会再吃怀孕吗？,0
什么原因?,会导致什么呢,0
大姨妈迟迟不来，也没怀孕，为什么呢？,大姨妈为什么不来,0
我想问一下子不孕不育,不孕不育再看怎么治吗,0
请问那是什么,请问我是什么引起的,0
月经不正常影响怀孕吗,月经正常为什么不怀孕,0
做一个造影多少钱？,就只做造影多少钱？,1
有治疗方案吗,那我有其他治疗方案吗,0
什么时候检查的吗？,检查输卵管什么时候可以检查,0
我是说检查哪些,我还要做哪些检查,0
如果去医院检查 应该检查些什么啊,那这个去医院挂什么号，做什么检查,0
拍B超能看到环吗,要做B超吗，别做吗,0
你说检查什么,什么时间检查要的呢？,0
需要做什么项检查,有什么需要检查的吗》,0
多囊卵巢吃什么药啊？,多囊卵巢怎么治,0
什么时间做什么检查？,用什么检查？,0
啊！那我需要做什么检查吗,用什么检查？,0
我就是想咨询一下的,还没有啊，咨询一下,0
我现在需要做一些什么检查,哪我现在需要检查什么,0
精子成活率低能不能怀孕,精子成活率低能做吗？,0
那现在怎么治呢,现在需要怎么做呢,0
那你说需要做哪些检查啊,哪我现在需要检查哪些,0
那我现在检查需要检查什么项目,现在她要检查什么呢,0
药物治疗呢,你们药物是什么药物治疗,1
你在休息了吗,那我周末嘛,0
现在她要检查什么呢,检查什么呀,0
就想说去医院要检查这什么,去医院检查的，医生让做什么都做了,0
验孕棒一般是测不出来的是吗？,用试纸测不出来吗？,0
啥是不孕,怎么还不孕不育,0
你们这个医院在哪里？,哪里有这个医院,0
请问排卵期是什么,请问一下排卵期什么时候,0
想怀二胎需要做哪些检查,检查身体查哪些要二胎,0
成活率在多少？,平均成活率是多少,1
平时不需要注意些什么吗？,平时要注意些什么呢,1
子宫内膜薄咋弄,子宫内膜薄还有腺肌症,0
胎儿停止发育什么问题,胎儿停止发育是什么原因？,0
月经不正常会不会怀孕？,要是怀孕了就不会来月经对吗,0
需要去医院做什么检查,需要检查什么呀,0
有提前的么,要提前预约的吗,0
同房后可以做输卵管通液吗,输卵管造影后多久可以同房？,0
一般多久出结果,一般要等多久啊,0
卵泡发育慢，什么时候检查好,做什么检查 可以查看卵泡发育,0
月经完后几天是排卵期呢,排卵期  在月经后的几天,1
输卵管造影，是干嘛的。通输卵管的吗,还需要做输卵管造影嘛？,0
你们是大医院么,你们的医院是在哪里了,0
这次也不知道是不是怀孕了,我也不知道是不是怀孕了我也不知道啦,1
子宫内膜薄是不是怀孕了,内膜薄了  能怀孕吗,0
多囊卵巢是怎么形成的啊,多囊卵巢是如何形成的,1
我在问问他们吧！,我问问她吧,1
那现在需要检查什么就检查b超吗,还需要什么检查？,0
取环多久能怀孕？,取环后多久可以怀孕呢,1
怀孕没到一个月可以吃药嘛,怀孕一个月可以吃药流产吗,0
就问你怎么怀孕,之前怎么会怀孕呢,0
但是月经又正常来了，会怀孕吗？,如果月经正常就没有怀孕吗,0
可以预约四维了吗？,现在能预约到四维么,0
还有那些检查项目呢,检查那些项目？,1
需要提前预约么,四维需要提前预约吗,0
是尖锐湿疣？,是性病么？,0
监测卵泡是什么意思？,监测卵泡？,1
你们医院是私立医院吗,你们医院是私立医院啊？,1
请问痒是什么原因,哪什么原因,0
前几天来的,是这两天吗,0
怎么办？会不会宫外孕,会不会是宫外孕呀,0
具体需要检查些什么呢,那都是需要检查什么,1
这个会是什么原因引起的,什么原因?,1
去了啊医生说什么病都没有,医生什么也没说,0
你好胎停是什么原因,胎停主要是什么原因,1
月经完的时候容易怀孕吗？,还容易怀孕吗,0
现在该检查什么呢？,那我现在需要什么检查吗？,0
请问怎样治疗,请问还需怎么治疗？,1
你就说怀孕的几率大不大就完事了,怀孕的几率大不大嘛,1
这个不会有什么问题吧,哦，会不会有什么大问题,1
这个会影响生育嘛,那这个会影响生育么,1
需要做那些检查呢,需要检查哪些东西,0
这两天还有血,还有几天。,0
造成这样的原因是什么呢？,是什么原因呀,对,1
嗯，那我要做哪些检查呢,那你说需要做哪些检查啊,1
多囊卵巢综合症想怀孕怎么半,你好，多囊卵巢可以怀孕吗？,0
那这个是什么原因导致成的,这个是什么引起的呀,1
月经结束几天是排卵期,请问月经过了几天是排卵期,1
你指的是哪方面？,这是哪方面的问题,1
怀孕怀不上，怎么办,怀不上二胎怎么回事,0
不都是检查输卵管通不通的吗？,输卵管通不通可以做什么样的检查啊,0
多囊卵巢综合症能自然怀孕吗,多囊卵巢综合症还可以怀孕吗,1
能检查啥,那检查要怎样检查呢,0
这样检查一下要多少钱,检查一下要多少钱呀,1
你们医院下午几点上班,你们医院早上几点上班,0
月经不调会不会导致不孕,哦，会导致不孕吗？,0
碰一下会不会怀孕,我就为你会不会怀孕,0
最主要的原因是什么呢,那什么原因引起的呢,1
就想说去医院要检查这什么,检查的那个b超什么的在医院,0
具体需要检查些什么呢,那现在需要检查什么就检查b超吗,1
紧急避孕药作用大吗,吃紧急避孕药有必要吗,0
输卵管堵塞是什么造成的,请问不排卵和输卵管堵塞是什么原因,0
怀孕有那些症状,那怀孕了。有哪些症状,1
检查了的 什么都没有,你说检查什么,0
内分泌是只什么,那内分泌失调有什么症状呢,0
没怎么做检查,那我最好是怎么检查好,0
那我需要做什么检查吗,需要做什么项检查,1
一般是什么原因引起的呢,那我是什么原因,1
子宫内膜薄，会引起不怀孕吗,子宫内膜薄是不是怀孕了,0
备孕半年了还是没怀孕,备孕两年了还是没有怀孕,1
做输卵管造影可以不,做造影痛不,0
请问多囊卵巢综合症有什么,多囊卵巢综合症有什么表现,1
就是想检查能不能怀孕,女的检查能不能怀孕,1
需要做什么项检查,我想怀孕需要检查些什么呢,0
月经正常来了    会怀孕吗,月经不正常影响怀孕吗,0
是什么原因请问？,什么引起的,1
我现在来该检查什么,叫什么检查,0
还需要什么检查？,那我现在检查需要检查什么项目,0
那我需要做什么检查吗,要检查些什么呢？,0
啊！那我需要做什么检查吗,需要去医院做什么检查,1
月经前容易怀孕，还是月经后容易怀孕,还容易怀孕吗,0
那现在需要检查什么就检查b超吗,那我现在检查需要检查什么项目,0
多囊卵巢综合症想怀孕怎么半,卵巢多囊综合症能怀孕吗,0
有怀孕的可能吗？？,是怀孕吗,0
这种怀孕吗？,会是怀孕了么,0
是照B超吗,就是打B超吗,1
怎么就不怀孕呢,不知道怎么怀孕,0
医生说了内膜厚，还让去检查啥？,做b 超、医生说子宫内膜不簿,0
那你说一下，该检查什么，,叫什么检查,0
什么多大了,我才多大,0
我就想咨询一下,所以我想咨询一下,1
都需要做什么检查呢,需要做什么项检查,1
推迟最多会几天？,会推迟几天。,0
四维需要提前预约吗,四维怎么预约,0
嗯，那我要做哪些检查呢,去医院先做哪些检查呢,1
什么原因造成子宫内膜薄呢,内膜薄什么原因呢,1
剖腹产多长时间可以要二胎,剖腹产多久可以生二胎？,1
怎么样提高精子的质量,怎么样能提升精子的质量啊？,1
怎么知道自己是否怀孕,怎么知道自己怀孕了？,1
请问怎样治疗,请问我怎么治疗,1
是不是怀孕了,那是不是不容易怀孕呢？,0
子宫内膜溥怎么治,子宫内膜会不会薄了？,0
多囊卵巢，是胖引起的吗,多囊卵巢是如何形成的,0
怎么还不孕不育,不育不孕怎么诊治？,0
你们几点下班呢？,几点下班？,1
那怎么调理啊,怎么调理，我本人,1
需要做个什么检查,那我需要做什么检查吗,1
平时应该注意什么呀,那我平常应该注意什么嘛？,1
会有什么症状,这属于什么症状？,0
像您说的降低怀孕率，也是有可能怀孕是吗,有怀孕的可能吗？？,0
需要做什么项检查,那需要检查什么能,0
我的精液为什么越来越少了,为什么精子会越来越少呀,1
卵巢早衰怎么治疗？,卵巢多囊卵巢综合症怎么治疗,0
用什么方法呢？,一般什么方法？,1
子宫内膜薄还有腺肌症,子宫内膜会不会薄了？,0
多囊卵巢综合症怎么治啊,多囊卵巢综合症能自然怀孕吗,0
输卵管造影后多久能同房,通水后多久可以同房？,0
备孕半年还没怀孕正常吗,备孕半年了还是没怀孕,0
能要二胎吗？,还能怀二胎吗,1
子宫膜厚有什么影响,子宫内膜在什么范围内正常呢,0
会导致什么呢,会是什么原因？,0
人流做多了有什么影响吗,人流会有什么影响,0
最主要的原因是什么呢,哪什么原因,1
要看激素六项？,那还需要做激素六项吗,1
用试纸吗,用试纸检查准吗,0
来月经是没怀孕？,月经前还是月经后。,0
我去医院要检查什么。,我们做什么检查,0
这种需要检查什么,哪我现在需要检查什么,1
需要做什么检查，？,其他还需要做什么检查的？,0
月经才走十天又来了怎么回事？,月经一个多月没来怎么办,0
造影吗？,通水还是造影好,0
要做什么呢,好的，可以用什么药吗,0
备孕几个月没怀孕上，需要检查什么?,就是备孕一年没怀孕还需要做哪些检查,0
你好通水之后多久可以同房,通水后多久可以同房？,1
想问怎么算排卵期,我想知道排卵期怎么算,1
做性激素六项检查吗,性激素六项检查花费要多少？,0
那这个有什么注意的么,注意什么,1
造影疼还是通水疼3,造影吗？,0
怎么才能提高,怎么才能接,0
怎么会引起多囊卵巢综合症,多囊卵巢综合征怎么治疗,0
卵泡在月经第几天炸开,月经第几天测卵泡,0
那是什么症状？,这属于什么症状？,0
那还有什么办法吗,我这有什么办法吗,1
你是男是女，多大了。,没有多大的是吧,0
可以预约四维了吗？,四维怎么预约,0
是什么原因请问？,请问是这些原因吗,0
是这两天吗,用了几天,0
45岁能生孩子吗,女人45岁还能生孩子吗？,1
这样可能怀孕吗,没有怀孕的可能吧？,0
那我的多囊卵巢是不是就好了,多囊卵巢吗,0
还能不能自然怀孕？,还能不能怀孕呀,1
具体要检查些什么呢,具体需要检查些什么呢,1
需要做哪些检查医生,需要做哪些检查,1
我就问问，,哎，我所以问问嘛,1
之前怎么会怀孕呢,怀孕怎么算啊,0
你们位置在哪里哟,你们是哪里的？,1
不是，哎，不知道怎么说,但是我不知道怎么结的,0
用什么检查？,那这个要做什么检查,0
就有多囊卵巢综合征？,比较符合多囊卵巢综合症,0
那怎么调理啊,你看我应该怎么调理呢,1
啊！那我需要做什么检查吗,需要做什么检查项目？,1
月经不调是不是，内分泌失调,是不是内分泌有点失调？,0
多囊卵巢吗,卵巢多囊综合症能怀孕吗,0
子宫大小多少是正常的？,正常的子宫应该是多少呢？,1
输卵管造影要注意什么？,那输卵管造影呢,0
什么叫造影啊？,做输卵管造影可以不,0
大姨妈为什么不来,为什么月经还没来？,1
那都是需要检查什么,其他还需要做什么检查的？,0
怎么搞才容易怀孕,还容易怀孕吗,0
可以吃些什么药调理好,可以吃些什么药啊,1
可能怀孕吗？,是要怀孕？,0
是个什么流程呢,整个流程是什么,1
做输卵管造影多久能要孩子,做造影，多久能要孩子,1
怎么知道是否有排卵,怎么知道排卵,1
月经几天可以去检查呢,女人来月经可以检查不,0
排卵期是什么时间啊？,什么时间测排卵好呢,0
不知道她姓什么,我不知道什么时候去,0
由什么导致的,这2个都是什么原因啊,0
你说检查什么,做什么检查能知道,0
怀孕怀不上，怎么办,想怀孕，怀不上是怎么回事,0
检查多少钱呢,检查多少钱，正常,1
医院名字？,医院叫什么名字啊,1
那还需要检查哪些,我是说检查哪些,1
你们医院下午几点上班,医院几点上班？,0
就是问一下，,我只是问一下呀,1
那什么原因引起的呢,哪什么原因,1
我是说检查哪些,那还需要检查哪些,1
大概多少钱呢,做这个大概多少钱呀,1
主要是什么原因引起的呢,那我是什么原因呢？,1
是这两天吗,才几天。,0
网上预约四维怎么预约,可以预约四维了吗？,0
子宫内膜移位怎么治疗？,请问子宫内膜薄怎么治疗？,0
如果是内分泌紊乱该咋调,我的内分泌比较紊乱,0
怀孕后有什么情况呢？,什么情况不怀孕,0
性激素六项检查是什么,要检查性激素?,0
那输卵管造影呢,输卵管做造影要多少钱？,0
坏不打怎么办,这个怎么办了？,0
啊，我有多囊卵巢怎么治？,多囊卵巢要怎么调理,0
你们那做输卵管造影怎么做？,那输卵管造影呢,0
这个一般是什么原因引起的啊？,那我这个是什么原因引起的呢？,1
你们医院做输卵管堵塞可以吗,输卵管堵塞，你们医院可以治疗吗？,1
叫什么检查,那我需要做什么检查吗,0
请问白带发黄有异味是什么原因,白带发黄有异味怎么引起的,1
是不能怀孕是吗,你怀孕了吗,0
医院的具体位置在哪里呢？,你们医院具体位置在哪里？,1
谢问输卵管造影多少钱,做输卵管造影多少钱?,1
多囊卵巢怎么治,多囊卵巢怎么确诊,0
多囊卵巢综合症是会发胖？,多囊卵巢综合症有什么表现,0
嗯，那我要做哪些检查呢,应该检查哪些呢,0
我现在要检查些什么,能做什么检查吗,0
没有怀孕为什么不来月经呀,为什么怀孕了还来大姨妈,0
通输卵管多少钱,请问做输卵管造影多少钱,0
一般的怎么治疗,怎么能治疗了,1
怀孕怎么查?,怀孕期怎么箅了,0
检查啥呢,那检查要怎样检查呢,0
排卵药多少钱一个疗程,我想排卵    一次排卵针需要多少钱,1
迟迟不来月经是怎么回事,不来月经怎么回事,1
做宫腔镜须多少钱,宫腹腔镜多少钱,1
那现在需要检查什么就检查b超吗,还需要做什么检查不,0
我们做什么检查,也没做什么检查，,0
你说检查什么,那都是需要检查什么,1
那大概什么原因？,大概是什么造成和引起的,1
结婚几年没孩子,几年没有小孩,0
想要怀不上，是不是年龄大了,是不是年龄大了，怀不上了。,1
取环是医生说的,今天上环，医生说的,0
