sentence1,sentence2,label
你好瘦脸针是什么牌子的？,280的瘦脸针是什么牌子的呀,0
小男孩大便出血怎么回事,大便经常性出血怎么回事,1
有什么症状,怀孕什么症状,0
龟头有小红点是怎么回事？,阴茎上有小红点是怎么回事,0
宫颈糜烂怎么治疗,有宫颈糜烂怎么治疗呢,1
做爱时间短呢,做爱的时间短,0
尿急，尿不尽有,尿急 尿不尽都有,1
我有点分不清大小阴唇,瞳孔有点大,0
临产前白带多,白带多，怎么回事？,0
切除后还能过性生活吗,切除了子宫还能性生活吗？,0
是不是鞘膜积液,鞘膜积液？,1
都需要怎么检查？,都需要检查什么怎么检查,0
大便出血怎么回事？,大便出血是怎么回事？,1
嗯    有,3062389808        爱玛,0
是不是气血不足啊,我想是不是气血不足,1
你们是激光还是冰点脱毛,是冰点脱毛还是激光呢？,1
肌酐172严重吗,肌肝105严重吗,0
乳头内陷价格,乳头内陷,0
早泄的药吃什么药。,吃什么药需要,0
血栓挂什么科,请问儿童医院挂什么科,0
18487475391电话号码就是,就是痛,0
是黄色,是白带黄色的,0
我是中度,是的中度,0
是激光祛斑吗，会不会反弹,请问激光祛斑会反弹吗,0
末稍神经炎能治好吗,帕金森能治好吗,0
肾上肌酐偏高该怎么调理？,怎么调理呢,0
吸指安全吗,开扎术安全吗,0
双眼皮埋线可以做单眼的吗,埋线双眼皮100？,0
痔疮吗,是痔疮吗？女性,1
住院治疗吗，,这个需要住院治疗吗,1
怎样治疗？,那怎样治疗呢,1
永久脱毛是激光？,不说永久脱毛吗,0
永久脱毛吗？,脱毛 永久的吗？,1
阳痿早泄，性生活时间短怎么办,早泄性生活时间短,0
龟头小白点,阴茎上长小白点,0
月经推迟几天怀孕率大,月经推迟原因,0
你好，可以脱发际线吗,脱发际线,0
是淡白色的,淡,0
龟头疼，什么原因,龟头疼痒,0
那怎么办啊，,那怎么办啊？,1
现在试纸，能测出来吗,现在试纸能测出来吗？,1
什么叫化学致癌物,我叫吴子豪,0
白带多，发黄,多白带发黄,1
脚肿，怎么办,发高烧怎么办,0
贤炎可以治疗吗,可以加微信治疗吗,0
月经黑色怎么回事, 月经有黑色是怎么回事,1
肌酐150严重吗？,肌酐338严重吗？,0
那需要住院吗？,需要住院吗？,1
你们那怎么治疗？,你们那是怎么治疗的？,1
可以永久脱毛吗,脱毛是永久的？,0
是子宫下垂吗,子宫下垂,0
有一大一小,睾丸一大一小可以治,0
祛斑680吗？,祛斑680吗,1
宫外孕吗,是宫外孕吗,1
请问鹏程有洗纹身的吗,可以洗纹身吗，？请问,0
中医雀斑治疗,雀斑好治疗吗,0
始基子宫如何治,是，始基子宫,0
睾丸有鞘膜积液,睾丸鞘膜积液,1
35陕西榆林市,我35包皮过长,0
割了包皮，有什么好处, 割了包皮 有什么好处啊？,1
木有人吗,现在医院有人吗？,0
割包皮什么价位,什么是割包皮,0
肌酐高到800有什么办法能治疗,有什么治疗办法,0
肚子的左边疼,肚子左边疼怎么回事,0
子宫口有多大, 正常子宫有多大,0
过敏性紫癜好治疗吗？,电粉样变性肾病，好治疗吗？,0
尿道里特痒,尿道就是痒,1
肾病综合征，能治吗,肌肝600能治吗,0
是正规的医院吗, 是正规医院吗,1
有，时间短,你好性生活时间短怎么回事,0
侧漏是什么意思,透血什么意思,0
是一个月来两次,一个月来了两次月经，是什么原因,0
先天性无子宫，能治吗,无子宫能治？,1
幼稚子宫，加多囊,幼稚子宫是什么,0
肾病综合征，能治吗,痛风性肾衰竭能治吗,0
肾结核能治好吗？,红班狼疮能治好吗,0
发际线妇女节 ,发际线后移,0
慢性肾炎能治好吗，怎样治,透析了能治好吗,0
湿冷好多年了,有好多年了呢,0
进口和国产的有什么区别啊,这国产和进口有什么区别,1
那应该吃什么药,那应该吃什么药呢,1
想咨询一下是怎么回事,我才想咨询一下,0
肾衰竭的治疗方法,紫癜的治疗方法,0
查询费用18874990362祛痘祛痘印,祛痘套餐有吗,0
14704103089   双眼皮埋线,埋线双眼皮价格？,0
低钾该怎么治,肾衰竭该怎么治？,0
绣眉什么价,299绣眉,0
球不涨咋回事,红黄咋回事,0
白带发黄，异味,有白带，异味发黄,1
Leep需要住院吗,人流需要住院？,0
能用些什么药呢,前列腺吃什么药，感染吃什么药,0
穴位可以治疗早泄吗,县城可以治疗吗,0
一大一小。,睾丸一大一小特别严重是怎么回事,0
激光还会长吗,输卵管还会长吗,0
瘦脸针一阵可以维持多久,一次瘦脸针可以维持多久,1
子宫一般正常是多大, 子宫正常的是多大,1
去胎记要多少钱,激光去胎记多少钱,0
那怎么办了,那怎么办呢,1
一大一小眼睛,眼睛一大一小啊,1
褐色是怎么回事,白带是褐色的怎么回事,0
想咨询一下纹唇线,想电话咨询一下,0
是重度,重度阳伴,0
美白是全身？,美白针可以全身美白,0
是始基子宫待排,称为始基子宫,0
不知道是不是白斑,白斑 不知道是不是,1
淋浴洗澡可以吗,月经可以洗澡吗,0
肌酐是怎么检查,公务园屎检查,0
纹身怎么洗,洗纹身怎么收费,0
在体检中心,我現在醫院,0
还是什么吃药,是吃药还是？,1
两年多了。,有两年了。,1
肌肝139有什么大问题吗,有什么大问题吗,0
纵膈子宫能怀孕吗,子宫纵膈能怀孕吗,1
右侧有囊肿会影响怀孕吗,盆腔炎会影响怀孕？,0
能勃起，硬度不够,勃起后硬度不够,1
一支美白针能保持多久,埋线可以保持多久 ,0
肌酐11630怎么办,哪该怎么办,0
 脱发际线是什么结果,脱发际线有效果图吗,0
没有子宫对性生活有影响吗,无子宫 对性生活有影响吗？,1
处女膜修复的价钱,有临时性处女膜修复吗,0
洗纹身多少钱？,洗纹身 多少钱,1
我想咨询一下多钱,想电话咨询一下,0
吃药可以吗,肌酐高达800可以吃药吗,0
精索静脉曲张手术有危险吗？,手术有微危险吗,0
有一大一小,我的睾丸一大一小怎么回事,0
是的，我有手淫的习惯,以前有手淫的习惯，,1
请问可以药物流产吗,多久可以做药物流产,0
石女能不能治疗,石女能取卵吗？,0
正常子宫多大,子宫多大正常呢,1
是，始基子宫,推测是始基子宫,1
用中药还是西药,中药还是西药？,1
阴道镜疼吗,做阴道镜疼么,1
这是由什么引起的,请问紫癜是由什么引起的？,0
子宫切除，影响性生活吗,子宫切除，对性生活有影响吗？,1
好几年,都好几年了,1
用什么治疗药,急性肾炎用什么药,0
我想问问是的,我想问问IGA肾病,0
怀孕试纸几天能测出来,你好，请问怀孕几天能测出来,0
紫癜的治疗方法,系统性红斑狼疮的治疗方法,0
是的，tct,tct 是什么,0
BV是什么了, BV是什么呀,1
是永久的脱毛吗, 永久的吗,0
请问会传染吗, 会传染吗,1
半永久纹眉做吗,纹眉618？是半永久？,0
割包皮手术是什么？,割包皮有什么,0
点痣吗, 点痣有什么优惠,0
药物治疗,药物能治疗吗,0
医院是私立医院吗,凤凰是私立医院,0
一般正常的性生活是多少分钟,多少分钟是正常的,0
做b超。,做 b超可以吗,0
有时候没有，有时候有,有时候腿疼,0
洗纹身大概多少钱,洗纹身多少钱嘞,1
龟头上有小红点，怎么回事,男性龟头上有小红点，怎么回事,1
白带就像豆腐渣,白带像豆腐渣，,1
两年三十一,有两年了，包皮手术,0
瘦脸针呢什么牌子, 瘦脸针是什么牌子的,1
这是什么原因引起的,这是什么原因引起的？,1
28岁        在陕西省榆林市检查的,龟头发炎  包皮过长   尿频  尿道有烧灼感  滴白  时间短  有过手淫,0
现在不到一分钟就射,一分钟不到就射了怎么办,0
血管瘤危险吗,血管瘤胎记危险吗,0
阳痿早泄是吃药还是手术,吃药还是手术。,0
阳痿可以治疗,基础可以怎么治疗,0
勃起后硬度不够,阴茎勃起硬度不够怎么治疗,0
月经一个月两次,月经一个月来两次是正常吗？,0
阴道痒白带像豆腐渣怎么回事,我的白带像豆腐渣怎么回事,0
拉血怎么回事？,拉血是怎么回事啊,1
外阴瘙痒是怎么回事,外阴瘙痒是怎么回事？,1
就射的快,射的快早泄,0
 预约脱毛可以吗,脱毛可以吗,0
需要检查,我需要做什么检查,0
吃药，还是手术, 手术还是吃药,1
请问白癜风有什么症状？, 请问白癜风有什么症状,1
早泄能治好ma,I能治好吗,0
多囊肾是什么原因造成的,紫癜是什么造成的,0
达英有副作用吗？,吃药后会有副作用吗,0
四十七了，有两年多了,两年多了,0
是什么原因引起的,什么原因引起的。,1
脚肿是什么引起的,肾病是什么引起的,0
埋线双眼皮 ,我想取双眼皮埋线,0
怎样治疗呢,怎样治疗呢？,1
血管瘤什么样子的,血管瘤什么样子的？,1
上大号便血是怎么回事,便血是怎么回事,1
拆线后,包皮手术后，需要拆线吗,0
 吸脂反弹吗,m会不会反弹,0
线雕维持多久？, 线雕能维持多久,1
小腹胀痛,小腹胀痛怎么,0
可以治疗吗，,可以治疗吗,1
玻尿酸都有哪些品牌, 玻尿酸都有哪些品牌,1
那我应该吃什么药  应该怎么做,应该吃什么药，或用什么药,0
针对性？,打虫药？,0
那小怎么办那,那怎么办气坏我了,0
脚肿是什么引起的,狼疮是什么引起的,0
一直都是一个大，一个小,为什么睾丸一个大一个小,0
一个月来两次月经是怎么回事,月经一个月来两次是正常吗？,0
有什么注意事项吗,洗后有什么注意事项吗,0
中药治疗还是西药,中药还是西药？,1
医生，，在吗,医生，在吗？,1
我想来祛疤,祛疤吗,0
自体脂肪填充有活动价吗,自体脂肪填充多钱,0
那是怎么治疗,那怎么治疗肌酐？,0
用试纸几天能测出来,试纸怀孕多久能测出来,1
阴道闭锁,阴道闭锁手术费？,0
月经不调怎么回事？,月经不调是怎么回事,1
阴道内部sao 痒,阴道外骚痒,0
激光祛斑反弹吗,祛斑会不会反弹,0
怎样治疗,怎样治疗呢？,1
龟头上有白色的东西  是什么？,龟头上有白色的皮屑,0
这个病好治疗吗,这个怎么治疗呢,0
就是有白色的 东西 特味,龟头声上有白色东西,0
怀孕多久会有身体反应,怀孕了多久能有反应？,1
月经不调应该怎么调理,如果月经不调怎么调理？,1
切除子宫后还能过性生活吗,切除后还能过性生活吗,0
永久脱毛是激光？, 永久脱毛是激光？,1
是冰点脱毛无痛的吗,无痛脱毛,0
同房多久能测出怀孕啊,多久可以测出,0
吸脂手术有危险吗,接通手术危险吗,0
叫透析`,什么叫肌酐清除率,0
用什么方法治疗,过敏性紫癜用什么方法治疗好,0
白带略显黄色,有黄色脏东西,0
请问绣眉好多钱,绣眉好多钱？,1
我就是无子宫无阴道,无阴道无子宫,1
 吸脂多久恢复, 精切恢复要多久,0
几年,有几年J,1
我痛不痒,不桶不痒,0
是，小腹胀痛,小腹胀痛怎么回事,0
发黑咋会事,月经发黑怎么回事,0
吃药治疗，还是,还是可以吃药,1
私立还是公立,是公立还是私立医院,1
那治疗费用呢,那怎么可以治疗呢,0
有什么方法治疗吗,红斑狼疮有什么治疗方法吗,0
家族史能治吗？,能治吗？,0
是都说是珍珠疹,以前是珍珠疹好像,0
两年了。,这两年没看了,0
吸脂危险吗,手术危险吗,0
我性生活时间短？,什么时间短,0
什么药物治疗,是用药物可以治疗吗？,0
切除子宫对性生活有影响吗,子宫切除了对性生活有影响吗,1
是小腹痛,小腹痛,1
什么叫朱茵,什么叫镶珠？,0
要挂什么科？,怀孕检查挂什么科,0
是褐色的分泌物,分泌物 就是褐色的,1
吃什么药好？,要吃什么药好,1
输软管通水要住院吗,住院要另外交住院费吗？,0
有时候会消,有时候腰会酸,0
红斑狼疮怎么治疗,汗斑怎么治疗,0
可以治疗吗，,肾病综合征可以治疗吗？,0
怀孕多久可以做药物流产,可以药物流产吗,0
怀孕多久可以药流, 怀孕多久可以药流,1
这个怎么调理呢,肾上肌酐偏高该怎么调理？,0
我是双子宫双宫颈双阴道,我是双子宫双宫颈,0
月经一个月来两次什么原因,一个月月经来两次什么原因,1
急性肾炎什么症状,尿味大什么症状,0
吃药还是手术治疗,吃药，还是手术,1
需要吃药还是？？,还是吃药治疗？,1
这个医院是公立还是私立的,咱们是公立还是私立医院,1
宫颈糜烂可以治疗吗？,宫颈糜烂可以治疗吗,1
会是什么原因呢,原因呢,1
外阴痒呢,外阴痒怎么办,0
我是腺肌症,什么是腺肌症,0
豆腐渣状白带,阴道痒，白带豆腐渣状,0
激光会有副作用吗,促排药会有副作用吗,0
胎记多少钱,胎记 多少钱？,1
是永久的吗？,翘睫是永久的吗,0
尿急，尿不尽有,尿急和尿不尽,1
早泄可以手术治疗,穴位可以治疗早泄吗,0
验孕棒一深一浅是怎么回事,验孕棒一浅一深是不是怀孕了,0
这个由什么引起的呢,红斑狼疮是由什么引起的,0
以前是手淫频凡，,以前是有手淫,1
有什么办法降血压吗,有哈办法,0
那痒怎么解决呢,阳痿怎么解决,0
激光洗纹身怎么洗,洗纹身大概要洗几次,0
那要怎么治呢,那要怎么除去,1
正常多少分钟？,多少分钟才是正常的,1
慢性肾炎要多久,打车要多久,0
撸完管龟头疼,我最近龟头疼,0
会是石女吗,石女有治好的吗,0
想咨询一下包皮的问题,我有问题想咨询一下,0
你们是中医治疗还是西医治疗,西医，还是中医,1
包皮有点长感觉,我有包皮有点长,1
我阳痿好多年,也有好多年了，,0
肾病几年了,有几年,0
能治愈吗,白癜风能治愈吗？,0
可以吃药吗？,吃药可以吗,1
用什么药物？,可以用药物治疗吗,0
肾病综合征用什么药治疗,什么药可以治疗,0
肺部穿刺危险吗,透析有危险生命吗,0
请问有绣眉吗？,禹香枚13529683995绣眉,0
那一般要几个疗程,那一般要几个疗程？,1
可以脱发际线么,你好，可以脱发际线吗,1
你们是看男科的吗,你们是男科吗,1
我的双眼皮需要开眼角吗,双眼皮   开眼角,0
血管瘤是什么意思,血管瘤是什么意思啊？,1
手淫过度 引起的阳痿早泄,手淫过度 早泄,0
有什么危害吗？,做透析有什么危害,0
以前是手淫频凡，,以前手淫大力了,0
童颜水光针是什么,水光针299是什么,0
可以吃药还是,还是要吃药,1
你们瘦脸针有什么牌子的, 瘦脸针什么牌子的,1
需要住院治疗吗？,需要住院治疗？,1
好多年了你,那好多年前丁,0
造影会痛吗？会痛吗？,冲洗会痛吗,0
以前手淫太频,以前手淫大力了,0
肾病综合征能根治吗,系统性狼疮能根治吗,0
那小怎么办那,那怎么办治疗,0
能刷社保卡吗祛斑,祛斑680吗,0
会有什么危害,有什么危害？\,1
过敏性紫癜症状,淋巴结核症状,0
割了有什么好处吗,包皮割了有什么好处,0
来月经是石女吗,会来月经的是石女吗,1
以前有过的,是的，以前有过,1
我想咨询下面部轮廓,我想咨询下收身,0
血管瘤挂什么科？,婴儿血管瘤挂什么科,0
请问双子宫能怀孕吗,双子宫的能怀孕吗,1
有办法摆脱透析吗,有什么办法降血压吗,0
17672800880  冰点脱毛 吴,是冰点脱毛吗还是,0
石女能取卵吗？,石女那治吗,0
你们那可以洗纹身吗,纹身可以洗,0
我想咨询一下葛双眼皮,想咨询招聘,0
缺点是指什么,是指什么,0
龟头上有小点点是什么,我的龟头上有小点点,0
您好，医生在吗,赵医生在吗？,0
光子嫩肤的副作用,光子嫩肤是激光吗,0
几年吗,几年前得了肾病,0
肾脏炎能治好吗,狼疮能治好吗,0
尿有嗅味什么原因,清问什么原因,0
有过手淫g,两月以前有过,0
咋办呢？,咋办呢,1
那要怎么治,那要怎么治呢,1
是永久的？,可以永久脱毛吗？,0
这个简历严重吗？,这个肾病综合征严重吗？,0
激光会有副作用吗, 激光有副作用吗？,1
药物治疗,治疗药物,0
是挂什么科,挂什么科？,1
发际线升高,发际线妇女节 ,0
吃中药了,吃中药，,1
白带发黄有点,白带有点发黄 糊样的,0
肾衰竭吃什么药,慢性肾炎吃什么药,0
我不知道是不是,不知道是不是,1
请问绣眉好多钱,羽式绣眉,0
用药,用药资料,1
这个怎么治呢,这个怎么治,1
肾病综合征可以治好吗,lga肾病可以治好吗,0
胎记会长大吗,会长大吗,0
要住院,要住院？？,0
洗纹身会不会留疤,洗纹身 会留疤吗？,1
2年了？,有2年了,1
男士二十多,男士,0
以前是,以前都是手淫,0
你好，月经推迟几天能测出来怀孕,你好怀孕几天能测出来,0
扣扣 你是医生吗？,你是医生吗？,0
用试纸几天能测出来,用试纸能测出来吗？,0
能药物治疗吗,药物能治疗吗,1
这个需要住院治疗吗？,需要住院治疗吗？,1
111怎样才算包皮长,怎样才算阳痿呢,0
什么叫过长,什么叫网络预售？,0
激光祛痣会不会留疤啊, 激光祛痣会留疤吗？,1
玻尿酸注射一次维持多久,玻尿酸注射能维持多久,1
做人流后多久可以洗头,怀孕可以做人流吗,0
胆囊炎这个病严重吗？,我这个病严重吗,0
白斑是什么,什么是糖诊,0
无子宫无阴道，不来月经,就是无子宫无阴道，,0
祛疤有优惠吗,激光可以祛疤吗,0
两三年了吧,七百多，两三年了,0
孕前检查了,经期可以做孕前检查吗,0
市痔疮吗,是痔疮吗？女性,1
疤痕修复可以吗,疤痕修复可以吗？,1
李纯青医师是祛疤的主治医生吗？,可以祛斑祛疤吗？,0
双子宫有什么影响吗,我的双子宫影响怀孕吗？,0
先天性幼稚子宫能治吗,是先天性的能治吗,0
白带豆腐渣状不疼不痒,没有  豆腐渣状,0
石女有性需求吗,请问石女是什么,0
始基子宫怎么能治疗,始基子宫能治疗好吗,0
治疗胎记要多少钱, 治疗胎记要多少钱,1
洗纹身多少钱？,洗纹身需要多少钱,1
什么是石女？,什么叫做石女啊,1
什么牌子的瘦脸针,活动的瘦脸针是什么牌子啊？,0
可以永久脱毛吗, 永久脱毛吗？,0
半永久纹眉580吗,是半永久纹眉吗,0
需要检查什么吗？,早泄需要做什么检查？,0
就是痒就是痒,就是蛋会痒,0
怎么收费的,怎么收费的？,1
拉血是怎么回事,拉血是怎么回事啊,1
能治好,能治好吗？,0
是子宫下垂的原因吗？,子宫下垂怎么治疗,0
吃什么药好昵,早泄吃什么药好呀,0
会有什么副作用吗,有副作用吗 ,0
盘状红斑狼疮吃什么药好,紫癜吃什么药好呢,0
门诊取环疼吗,取环疼吗？,0
肾病能治愈吗？,肾衰竭能治愈吗？,0
Ig肾病可以治好吗,系统性红斑狼疮可以治好吗？,0
白带褐色是怎么回事？,白带是褐色是怎么回事,1
多囊肾需要做手术吗,需要做手术？,0
咱们医院是公立还是私立的,咱们是公立还是私立医院,1
 注射玻尿酸能维持多久,玻尿酸注射鼻子能维持多久？,0
肌酐570需要怎么治疗,慢性肾炎需要怎么治疗,0
有不是永久的吗,不是永久的,0
有凸起的病,蚯蚓般凸起,0
怎么治,胃疼怎么治,0
用药,肾病综合征用药,0
紫癜的症状是什么,肾衰竭是什么症状,0
吃点什么药,吃点药吗,0
手淫过多导致早泄,手淫过多导致的早泄,1
手淫射的快,射的快早泄,0
咋办呢？,哪该咋办啊,1
 激光有副作用吗？,吃药后会有副作用吗,0
店在哪里,凤凰医院地址在哪里,0
从小就毛多,丝状的，从小就有,0
2年了？,2年多了​,0
 有永久脱毛吗,可以永久脱毛吗？,1
有需要拆线？,需要拆线什么的吗,1
那我怎么办,那怎么办的,1
瘦脸针都有什么副作用？,注射瘦脸针有什么副作用吗？,1
是吃药还是吊水,吃药还是手术？,0
有治疗方法吗,红斑狼疮有什么治疗方法吗,0
以前八九天,以前爱手银n,0
请问激光祛斑会反弹吗？, 激光祛斑会反弹吗,1
肾上有郎肿有危险吗,紫癜危险吗？,0
多少次,最多可改多少次,0
我早泄，怎么治啊,这怎么治啊,0
请问吃点什么药好呢,这个吃点什么药好,1
吃什么药好那,前列腺吃什么药好？,0
血管瘤危险吗漆盖,血管瘤有危险吗？,0
石女那治吗,请问石女来月经吗？,0
我是阴道口痒,阴道口痒 是zen me hui shi,0
从根本上怎样治疗,慢性肾炎怎样治疗,0
阴廊潮湿是怎么回事,阴囊潮湿伴痒,0
药流可以吗？,血红蛋白89可以药流吗？,0
双下肢有红点,下半身有红点,0
是永久的脱毛吗, 永久脱毛是吗,1
还是吃药,吃药吗 还是手术,0
好治吗\,好治不,1
同房多久能用试纸测出怀孕,用试纸多久可以测出怀孕,0
偶尔有手肿,偶尔尿疼,0
怀孕有什么症状吗,怀孕第一周有什么症状？,0
冲洗会痛吗,宫颈糜烂会痛吗,0
过敏性紫癜可以治疗吗,贤炎可以治疗吗,0
白带发黑怎么回事,欧，发黑是怎么回事,0
肌酐是怎么检查,肾病怎么检查,0
BV检查 是什么, BV检查是什么,1
住院治疗吗，,住院治疗吗,1
严重的两千,严重吗这个,0
那有什么办法解决吗,那有什么办法解决吗？,1
从来不贴,可以贴双眼皮贴吗,0
您好   还在吗？,您好 在吗？,1
该怎么治疗,这个该怎么治疗,1
宫寒,宫寒  lai,1
龟头上有小红点，是怎么回事,龟头上有小红点，有点痒，怎么回事,0
我大便有血是怎么回事, 大便有血怎么回事,1
你们脱毛是激光脱毛吗？, 是激光脱毛吗？,1
血精是什么引起的,血精，,0
那是吃药还是手术？,吃药 还是手术,1
吃药吗还是怎么治疗啊,还是吃药啊,0
400几干怎样治疗,慢性肾炎怎样治疗？,0
多久可以做流产,多久是做可以流产,1
纹个一朵花要多少钱,要多少钱,0
多囊肾可以治疗吗？,慢性肾炎可以治疗吗？,0
早泄   肾虚,我是不是肾虚呢,0
老年人外阴痒,我有外阴痒,1
嗯嗯可以加微信,嗯嗯可以,0
医院地址在哪里,您们在朝阳区哪里,0
我是手淫好多年了,阉党  好多年了,0
切除子宫对性生活有影响吗, 子宫切除了对性生活有影响吗,1
有白带，有点黄,白带有点黄，,1
有什么好方法降下来吗,怎么治疗，有什么好的方法？,0
可以洗纹身的吗, 可以洗纹身的吗,1
22岁孕晚期,22岁,0
是有点长了,龟头包皮有点长,0
会有什么后遗症的吗,有后遗症的吗？,0
输软管通水要住院吗,宫腔镜要住院吗,0
26      几分钟,l2417440553    微信,0
多囊肾怎么治疗？,过敏性紫癜怎么治疗？,0
龟头疼痒,龟头疼是什么原因？,0
我有手淫习惯，,有我有手淫的习惯,1
基本上是雀斑,去过深圳美莱说是雀斑,0
请问吃什么药比较好,那吃什么药比较好！,1
肌酐高应怎么办,肌肝600怎么办,0
大概费用要多少钱,洗纹身大概要多少钱,0
不是永久？,永久的不是599的吗？,0
脂蛋白扁高什么原因,肌酐检测值55.8偏低什么原因,0
贴双皮贴,平常经常贴双眼皮贴,1
肾小球能根治吗,能根治吗,0
男性性生活时间短怎么办,请问性生活时间短怎么办？,1
您好 在不,您好，在的,0
有几个月吧？,有几个月了吗？,1
不到一分钟就射了怎么办,一分钟不到就射了怎么办,1
手淫我有习惯,十五岁我就有手淫的习惯,0
阴经两面白带多,白带多黄痒,0
能给我介绍一下吗,可以给我介绍一下吗,1
怀孕多久有反应啊, 怀孕多久有反应,1
有什么危害吗，,代孕有什么危害,0
肾毒期可以治吗,肾哀可以治吗,0
肾病综合征能治愈,肾病综合征能治愈吗,1
那该怎么办了,那该怎么办？,1
始基子宫能治好吗？,始基子宫能治好嘛,1
什么叫穿刺？,什么叫硬膜肾病,0
月经发黑量少是什么原因,月经量少 发黑是什么原因,1
是永久的脱毛吗,脱毛  是永久的吗,1
尿出豆腐渣状,白带豆腐渣状的是什么原因,0
那怎么办那，,那怎么办了,1
始基子宫能治好嘛, 始基子宫能治好吗,1
十三岁一个月来两次月经,一个月来两次月经是怎回是？,0
怀孕初期的症状是什么？,怀孕初期会有什么症状,1
治疗血管瘤需要住院吗,大人血管瘤需要住院吗,1
肌肝110怎么治,血管炎怎么治,0
有什么好方法降下来吗,肾衰竭有什么好的治疗方法？,0
双角子宫可以矫正吗,双角子宫能做手术吗,0
一般正常的性生活是多少分钟,一般性生活多少分钟正常啊,1
我想咨询下免疫治疗,我想咨询下收身,0
这怎么好意思,这怎么治疗啊,0
水光针是什么价格,水光针是什么,0
要吃什么药呢,龟头炎吃什么药呢,0
无子宫无阴道，不来月经,无阴道，墙角子宫,0
毛孔粗大怎么治疗？, 毛孔粗大，脸友,0
有办法治疗吗,有什么办法治疗吗,0
始基子宫能治疗吗？,始基子宫 能治疗吗？,1
要怎么治疗呢？,要怎么治疗呢,1
我的睾丸一大一小的是怎么回事？,现在是一大一小,0
子宫没有了，对性生活有影响吗,对性生活有影响吗？,0
白带不黄 多,白带多黄痒,0
有黄色脏东西,白带略显黄色,0
吃什么药能好,肌酐高用什么药能降下来,0
会不会很贵啊,会不会拉断啊,0
永久脱毛可以吗？,永久脱毛好多钱？,0
吃什么药需要,吃什么吗药,1
月经发黑是怎么回事呀,月经发黑 是怎么回事,1
能不能治好？,肾癌能不能治,0
淡,淡鲍,0
是永久脱毛的吗,是永久脱毛？,1
过敏性紫癜怎么治疗呢,肾衰竭了怎么治疗呢,0
白癜风有什么影响,有影响吗,0
乔莱仕祛斑会反弹吗,祛斑会不会反弹,0
我早泄两年了，,早泄 两年了。,1
白带有黄色没有,白带是黄色,0
吃点利尿的药,应该吃点什么药啊,0
没有，四十,四十了,0
那吃什么药呢？,那吃什么药可以呢,1
推后几天算正常,月经呆几天算正常,0
几年了,潜血有几年了,0
长了小白点,龟头小白点,0
可以做药流吗？,我可以做药流吗,0
刚查了tct,是tct检查,0
月经推迟是什么原因？,月经推迟十啥原因,1
去胎记要多少钱,嘴上方去痣多少钱,0
五十块钱能解决吗,是怎么解决呢？,0
想修复处女膜,受过外伤，想修复处女膜,0
阉党  好多年了,好多年了你,0
一般雪要多少钱,一般费用多少钱,1
iga如何治疗,过敏性紫癜如何治疗,0
一般要多少钱,一般治疗费用多少钱？,1
什么治疗方法？,有什么方法可以治疗肾衰竭,0
资料后后要多久恢复,双眼皮要多久恢复,0
会不会反弹？, 吸脂反弹吗,0
包皮是长的,什么是包皮长,0
怎么治疗呢？,是怎么治疗呢,1
3000永久脱毛吗,脱毛可以永久脱毛吗？,0
用什么药物能好呢？,可以用什么药物,1
打进口的和国产的有什么区别？,国产线雕和进口有什么区别,0
是中医还是西医,西医，还是中医,1
睾丸鞘膜积液需要手术吗,鞘膜积液有水声怎么办？,0
肌酐150怎么办,肌酐101怎么办,0
彩超和B超有什么区别呢,彩超和B超的区别,1
以前也有手淫的习惯，,我以前有手淫的习惯,1
用什么方法做疤,三十多岁用什么方法,0
怀孕了不想要怎么办,怀孕了我不想要怎么办,1
子宫小可以治好吗,可以治好吗,0
胎记可以去除吗？,可以去除哆,0
吃点什么药好现在,吃点什么药好？,1
你们是正规的医院吗,正规医院,1
肌干134如何,如何治疗肾衰竭,0
微信454543636早泄吃什么药啊,早泄的药吃什么药。,0
吃药可以吗,肾衰竭可以吃药的吗,0
只前我有盆腔积液,盆腔积液,0
肾衰竭能治疗吗？,局灶性肾小球硬化症能治疗吗？,0
白癜风能治好吗？, 白癜风能治好吗,1
北京的叫什么北亚,叫什么？,0
国产瘦脸针和进口有什么区别,瘦脸针进口国产什么区别,1
紫癜是什么原因引起的,尿毒正是什么原因引起的,0
做了可以延长阴茎,可以做阴茎延长吗,0
怎么治疗呢？,过敏性紫癜怎么治疗呢,0
偏白黄色,白带略显黄色,0
做tct检查,tct检查,0
胎记可以彻彻底底去除吗,胎记可以 去除吗,1
月经黑色怎么回事？,月经黑色 怎么回事,1
人造子宫费用,可以人造子宫吗,0
肾衰竭是由什么引起的,请问紫癜是由什么引起的？,0
双眼皮是无痕吗,无痕双眼皮,0
能洗干净吗？,纹身能洗干净吗,0
非经期出血是什么原因, 我想问一下非经期出血是什么原因呢,1
尿涨检查,检查双肾伟缩,0
通水会不会痛,复通会不会痛？,0
您是医生？,您是医生吗,1
子宫切除对性生活有什么影响？,子宫切除影响性生活吗,0
我无子宫,无子宫无阴道，不来月经,0
吃药还是手术？,阳痿早泄是吃药还是手术,0
初孕有什么症状,怀孕有什么症状吗,1
包皮怎样算过长, 包皮怎样才算过长,1
有三高好多年了,透析好多年,0
正常是多大呢,子宫正常是多大的,0
初期怀孕会有什么症状呢,怀孕初期会有什么症状,1
怎样治疗,过敏性紫癜怎样治疗,0
检查需要几百,检查都是什么,0
