,uuid,sentence,sentence2,label
7382,e9fb3b10-1bf9-11ea-bb43-e0d55e7e3b80,以前都没好过,去过，但没好过,0
7384,e9fa03a9-1bf9-11ea-ba3d-e0d55e7e3b80,我孩子9岁了，得的牛皮癣有5个月啦,这几天好像有点痒了，是我儿子，5岁多了,0
7386,e9f96810-1bf9-11ea-b40b-e0d55e7e3b80,我自己也不知道是啥！,我也不知道我这算是什么,1
7388,e9f85826-1bf9-11ea-a4ec-e0d55e7e3b80,这是牛皮癣吗？,只看牛皮癣,0
7390,e9fac660-1bf9-11ea-a1bd-e0d55e7e3b80,不知道是不是癣,本人，不知道是不是,0
7391,e9fa9ef3-1bf9-11ea-a120-e0d55e7e3b80,3个月红色,3个星期,0
7392,eb0789b5-1bf9-11ea-80da-e0d55e7e3b80,现在我不确定是不是牛皮藓,我不知道我这个是癣还是豆,0
7393,eb0760fc-1bf9-11ea-acb4-e0d55e7e3b80,没去 但我知道这是,我不知道是什么廯,0
7397,e9f683a3-1bf9-11ea-9184-e0d55e7e3b80,看医生说是牛皮癣,你的牛皮癣,0
7400,e9f98f98-1bf9-11ea-8f50-e0d55e7e3b80,去医院检查查了没检查出来，不疼不痒的,在郑州看的，我不知道用的什么药。还埋线了,0
7403,e9f5e899-1bf9-11ea-9a8c-e0d55e7e3b80,只有手上这一块有,只有这一点,0
7406,e9f8f3fb-1bf9-11ea-8d55-e0d55e7e3b80,儿子10岁,8岁，女,0
7408,e9f8cd57-1bf9-11ea-b548-e0d55e7e3b80,物理治疗是什么？,啥是物理治疗,1
7409,e9fb3b4d-1bf9-11ea-9f53-e0d55e7e3b80,可以除根吗,都除根了,0
7410,e9f7e329-1bf9-11ea-bff3-e0d55e7e3b80,今天去看医生，医生说是,你是王医生，还是高医生那。,0
7411,e9fb3b78-1bf9-11ea-b634-e0d55e7e3b80,是不是牛皮癣我不知道,我不知道是不是牛皮癣。我去看过,0
7414,e9f71f14-1bf9-11ea-9cfb-e0d55e7e3b80,我什么都知道,我都不知道,0
7416,e9f9405c-1bf9-11ea-a80b-e0d55e7e3b80,这个是对的,对   是的,0
7417,e9f74643-1bf9-11ea-a492-e0d55e7e3b80,这是啥皮肤病,是什么皮肤病,1
7419,e9f6d173-1bf9-11ea-a803-e0d55e7e3b80,能除根么？,这个不能除根吗,1
7423,eb078983-1bf9-11ea-8265-e0d55e7e3b80,4月多了,2月多了,1
7424,e9f794d5-1bf9-11ea-89de-e0d55e7e3b80,患病十多年了,患病十几年了,1
7425,e9f9404c-1bf9-11ea-aaf1-e0d55e7e3b80,头皮屑多是怎么回事,痒，有头皮屑挺多的,0
7427,e9f8f3a7-1bf9-11ea-ba40-e0d55e7e3b80,这个是牛皮癣吗,这不是牛皮癣吗,1
7428,e9f63557-1bf9-11ea-af5d-e0d55e7e3b80,不用了。谢谢你，,不用啦。谢谢你，阿姨。,1
7429,e9f830c6-1bf9-11ea-a0e9-e0d55e7e3b80,遗传可以治吗？,你是说遗传吗？,0
7430,e9f9678e-1bf9-11ea-a061-e0d55e7e3b80,哪个也不是,那个不是,1
7431,eb0760f5-1bf9-11ea-ae37-e0d55e7e3b80,是主要是腿部,大多都在腿上,1
7432,e9fa7823-1bf9-11ea-995a-e0d55e7e3b80,多少钱一瓶,甲胺多少钱一瓶,0
7433,eb07af64-1bf9-11ea-b6b8-e0d55e7e3b80,在手臂上,部位在胳膊上,1
7435,e9f8cd7a-1bf9-11ea-9fdc-e0d55e7e3b80,吃什么中药,喝中药都好了,0
7436,e9f6d1ea-1bf9-11ea-86c7-e0d55e7e3b80,去医院检查说是点滴型银屑病,嗯！医生说是典型的银屑病,0
7438,eb07aedd-1bf9-11ea-89ad-e0d55e7e3b80,但也是皮肤病,皮肤科说是银屑病,0
7439,e9f96751-1bf9-11ea-9244-e0d55e7e3b80,两个月手臂上面,两个月  头和身上,0
7441,e9f7463b-1bf9-11ea-a4d7-e0d55e7e3b80,在腿上有两年了,在腿上，有三年了现在吃着中药,0
7442,e9fa0389-1bf9-11ea-8d21-e0d55e7e3b80,手！十几年了,十多年？,0
7443,eb07616d-1bf9-11ea-b5ab-e0d55e7e3b80,有2年了吧,有两年了吧,1
7445,eb07af42-1bf9-11ea-8102-e0d55e7e3b80,背上腿上胳膊上,胸口上 肚子上 胳膊,0
7447,e9f6f884-1bf9-11ea-9a3d-e0d55e7e3b80,怎么传染啊,这种病传染吗,1
7451,e9fa9fb4-1bf9-11ea-bb2a-e0d55e7e3b80,男性   五十岁,男性  五十多,1
7452,e9f6830d-1bf9-11ea-a1ef-e0d55e7e3b80,上身，半年多了,全身，半年了,0
7455,eb076158-1bf9-11ea-bafe-e0d55e7e3b80,发病一年。,不治，可复发全身,0
7456,e9f63591-1bf9-11ea-b06d-e0d55e7e3b80,你好有人吗,你好你好,0
7459,eb078917-1bf9-11ea-8757-e0d55e7e3b80,儿子10岁,女 28岁,0
7460,e9f8a4f9-1bf9-11ea-8d39-e0d55e7e3b80,是西药还是中药,中药调理,0
7462,e9f65ca9-1bf9-11ea-91d2-e0d55e7e3b80,不会传染吗,不传染我就放心了,0
7466,e9f6f8d7-1bf9-11ea-943d-e0d55e7e3b80,你们的医院在哪,你们的医院在哪里啊？,1
7468,e9f87daf-1bf9-11ea-a713-e0d55e7e3b80,这是属于什么情况,请问这是什么情况,1
7470,e9f9b6be-1bf9-11ea-a6c5-e0d55e7e3b80,这是什么，是癣吗,这个相什么呀,0
7471,e9f683e2-1bf9-11ea-a9b8-e0d55e7e3b80,头上，胳膊还有腿上,腿上，胳膊上。头上,1
7473,e9f8cd70-1bf9-11ea-afa0-e0d55e7e3b80,你加一下看，不知道对不对,你看一下是不是,0
7474,eb07aebe-1bf9-11ea-9424-e0d55e7e3b80,现在还没有治疗,现在在治疗,0
7475,e9f7955c-1bf9-11ea-97f7-e0d55e7e3b80,去年在那看的又复发了,去年都好了今年有复发,1
7476,e9f6d1c5-1bf9-11ea-84ef-e0d55e7e3b80,额头，一年,头上，一年,0
7477,e9f8f3e6-1bf9-11ea-8af6-e0d55e7e3b80,去看皮肤,你看皮肤病,0
7480,e9f94137-1bf9-11ea-977a-e0d55e7e3b80,怎么防复发也行啊,好啦又复发,0
7482,e9f7957b-1bf9-11ea-943a-e0d55e7e3b80,十几天吧,二十来天了,1
7485,e9f9b6a9-1bf9-11ea-924e-e0d55e7e3b80,都没看过,没看过呢,1
7487,e9f794f9-1bf9-11ea-9d15-e0d55e7e3b80,我想问一下这个是吗？,想问一下,0
7490,e9f71f09-1bf9-11ea-ad57-e0d55e7e3b80,头部四肢都有,身体和四肢都有,0
7492,e9fa51fc-1bf9-11ea-9af5-e0d55e7e3b80,大概一年吧,差不多一年,1
7494,e9f6d1cd-1bf9-11ea-b9bf-e0d55e7e3b80,头上头皮藓怎么才能好？,头上头皮多,0
7495,e9f6f88c-1bf9-11ea-a4c3-e0d55e7e3b80,头上的刚有,在头上长的,0
7498,e9f94109-1bf9-11ea-b2ab-e0d55e7e3b80,牛皮癣和银屑病一样吗？,是牛皮癣哦,0
7501,e9f6356b-1bf9-11ea-998b-e0d55e7e3b80,好几年了，都是反复的,好多年了反复发作,1
7502,e9faeceb-1bf9-11ea-aeda-e0d55e7e3b80,你方便吗。方便我想多咨询下，,不方便电话,0
7506,e9fac681-1bf9-11ea-a5db-e0d55e7e3b80,你们医院医保卡能用不,能用医保卡吗,1
7508,e9f746bb-1bf9-11ea-b631-e0d55e7e3b80,你们是哪个医院的？,知道哪个医院看吗,0
7509,e9fa2ab0-1bf9-11ea-9cba-e0d55e7e3b80,好几年咯,七八年了,1
7510,e9f98fe0-1bf9-11ea-8083-e0d55e7e3b80,腿，胳膊，背部，比较多,腿上胳膊腰上,0
7512,e9fac65b-1bf9-11ea-acfe-e0d55e7e3b80,手上和腿上头上也有,头发和身体上都有,0
7515,e9fac607-1bf9-11ea-94fb-e0d55e7e3b80,医生说是牛皮癣，银屑病,我今天去了 医生说是牛皮癣,1
7516,e9f8cd41-1bf9-11ea-be62-e0d55e7e3b80,后背严重,头部最严重,0
7520,e9f8cd24-1bf9-11ea-bbab-e0d55e7e3b80,我的孩子,你好我的孩子,1
7521,eb078992-1bf9-11ea-9a50-e0d55e7e3b80,看过了，,看过了。,1
7522,e9f7e2b5-1bf9-11ea-b9e0-e0d55e7e3b80,你同意下 谢谢,加了，你同意下,1
7525,e9f87e5d-1bf9-11ea-8214-e0d55e7e3b80,有什么好的可以用的药吗？,什么什么忧,0
7529,e9f635c2-1bf9-11ea-8149-e0d55e7e3b80,一年比一年多,两年多了吧,0
7530,e9f7e2d5-1bf9-11ea-a3d2-e0d55e7e3b80,现在没有,现在出的不多,0
7531,e9f60fb2-1bf9-11ea-a4dc-e0d55e7e3b80,我不知道我这属于什么情况,你看这是怎么回事,1
7533,e9f68376-1bf9-11ea-980e-e0d55e7e3b80,去了医生说是牛皮癣还有什么癣,牛皮癣，有什么药？,0
7534,e9fa039a-1bf9-11ea-bfb7-e0d55e7e3b80,有五年多了 现在四肢和腿上比较明显,头部，四肢，头部较严重，四肢红点，患病五年了。反反复复。,0
7536,e9f7bc78-1bf9-11ea-bc30-e0d55e7e3b80,只有屁股上有一个,背上才有的,0
7538,e9f8cd7e-1bf9-11ea-929a-e0d55e7e3b80,到底能不能治好,不能完全治好,0
7544,e9f6838c-1bf9-11ea-a32c-e0d55e7e3b80,你的微信是什么，加上微信,你的微信是什么,1
7549,e9f91a3f-1bf9-11ea-99e9-e0d55e7e3b80,会传染么,接触会传染吗？,0
7550,e9f6d1b7-1bf9-11ea-997a-e0d55e7e3b80,你还说不会传染？,这个会不会传染呢,1
7554,e9f6d16e-1bf9-11ea-b5bc-e0d55e7e3b80,你们那治疗方法是什么呢,你们医院采用什么方法治疗,1
7555,e9f65c81-1bf9-11ea-a28a-e0d55e7e3b80,全身半年多了,全身都有有7年左右了,1
7556,e9f6d119-1bf9-11ea-a3a5-e0d55e7e3b80,怎么就会是牛皮癣了呢,怎么判断是不是牛皮癣,0
7557,eb078909-1bf9-11ea-94ec-e0d55e7e3b80,在胳膊上，让医生看的说是牛皮癣,刚发现说是皮炎，后来去看是牛皮癣,0
7558,e9fb3b44-1bf9-11ea-a406-e0d55e7e3b80,QQ吧？,微信也行,0
7563,e9fa2b09-1bf9-11ea-9076-e0d55e7e3b80,想知道什么药膏效果好,用什么药膏好,1
7564,e9fac68c-1bf9-11ea-a175-e0d55e7e3b80,会全身蔓延么,之后蔓延全身,0
7568,eb07892e-1bf9-11ea-8b48-e0d55e7e3b80,是皮肤病   不知道是不是牛皮癣,不知道是不是牛皮癣。,0
7571,e9f9dc80-1bf9-11ea-9118-e0d55e7e3b80,用药也没好,用中药半年了还没有好,1
7572,e9f794c3-1bf9-11ea-9443-e0d55e7e3b80,你们医院的位置在哪,你好，你们医院在什么位置,1
7575,e9f745de-1bf9-11ea-a361-e0d55e7e3b80,目前头上腿上,腿上背上,0
7576,eb078902-1bf9-11ea-905d-e0d55e7e3b80,后背严重,四肢严重一,0
7580,e9f87dd2-1bf9-11ea-b752-e0d55e7e3b80,我不知道什么情况,那是什么情况,1
7583,e9fa51e2-1bf9-11ea-a10b-e0d55e7e3b80,是开封朝鲜医院的吗,去过去开封朝鲜医院,0
7586,e9fa0332-1bf9-11ea-9e45-e0d55e7e3b80,可以，这是你的微信号,你的微信号,1
7587,e9f91a2a-1bf9-11ea-8a64-e0d55e7e3b80,我给你发的就是这个号,就是我刚才给你发的,0
7588,e9f794d3-1bf9-11ea-9154-e0d55e7e3b80,你们哪里怎么治疗,你们主要是怎么治疗的？,1
7589,e9f74604-1bf9-11ea-8417-e0d55e7e3b80,还没有去呢,还没有啊,0
7592,e9f9dd25-1bf9-11ea-94a9-e0d55e7e3b80,两年几乎全身都有,全身两年,1
7593,e9f8f3a8-1bf9-11ea-a1a5-e0d55e7e3b80,你不是医生吗？,我忘了，是个男的，刘医生,0
7596,e9f71f8e-1bf9-11ea-a499-e0d55e7e3b80,你这是正规的医院吗,也有吃药。我都是到正规医院看的,0
7598,e9f91999-1bf9-11ea-a5a5-e0d55e7e3b80,没有，不知道是什么癣,不知道是什么癣。,0
7602,eb073a54-1bf9-11ea-a949-e0d55e7e3b80,腿，后背都是点状，,腿上，头上后背都有,0
7604,e9f6f815-1bf9-11ea-b843-e0d55e7e3b80,3个月红色,两个  月,0
7605,e9fa7882-1bf9-11ea-bb3e-e0d55e7e3b80,你们是哪个医院的,你们医院的位置在哪,0
7608,e9f6f7f4-1bf9-11ea-add2-e0d55e7e3b80,好吧，谢谢了。,好吧，谢谢了,1
7615,e9f9196c-1bf9-11ea-a017-e0d55e7e3b80,3年了看了好然后复发,看好了，又复发了，不除根,0
7618,e9f809ee-1bf9-11ea-b7f9-e0d55e7e3b80,这个病怎么治疗,你们怎么治疗的。,1
7622,e9f85818-1bf9-11ea-b308-e0d55e7e3b80,28岁，男,女，20岁,0
7624,e9f65c77-1bf9-11ea-8a6f-e0d55e7e3b80,你们医院名字是什么,你们是什么类型的医院,0
7625,eb0789be-1bf9-11ea-9b50-e0d55e7e3b80,不是，全身都有！不过现在好多了，就胳膊上的多,前几天胳膊上有一点，现在背上和腿上都有了，,0
7627,e9f857e3-1bf9-11ea-ac01-e0d55e7e3b80,就是胳膊和头,胳膊，还有,0
7632,e9fb1424-1bf9-11ea-b2c0-e0d55e7e3b80,1个月多,一个月多,1
7636,e9f6f864-1bf9-11ea-8846-e0d55e7e3b80,你感觉这啥皮肤病,说是皮肤病,0
7637,e9f635be-1bf9-11ea-bf07-e0d55e7e3b80,我的牛皮癣好几年了,白癜风一年多了，,0
7639,e9f60f45-1bf9-11ea-9698-e0d55e7e3b80,会不会传染啊,是肯定不会传染的吧,1
7640,e9f7bcac-1bf9-11ea-a241-e0d55e7e3b80,请问你们医院在哪？,去你们医院,0
7641,e9f7e37e-1bf9-11ea-9a2a-e0d55e7e3b80,全身半年多了,全身都有快半年了,1
7643,e9fac690-1bf9-11ea-b92e-e0d55e7e3b80,嗯，还有中药,吃中药也有，中药抹也有，,1
7644,e9f60f66-1bf9-11ea-b745-e0d55e7e3b80,请问你是那个医院的,那个医院,1
7646,e9fa2a38-1bf9-11ea-98af-e0d55e7e3b80,刚开始的,刚开始得,1
7647,e9fa039e-1bf9-11ea-8f67-e0d55e7e3b80,有1年了,有两年啦,1
7649,e9f98fbf-1bf9-11ea-b689-e0d55e7e3b80,或者怎么治疗,怎么治疗啊,1
7650,e9f76e1b-1bf9-11ea-8e33-e0d55e7e3b80,这个是皮癣吗？,皮癣很多,0
7651,e9f857a9-1bf9-11ea-9cba-e0d55e7e3b80,嗯，就是突然起的好多小红点,不知道是不是，起了好多红点,0
7656,e9f7e356-1bf9-11ea-a4be-e0d55e7e3b80,应该怎么治疗？,没怎么治疗过,0
7661,e9faed62-1bf9-11ea-bb48-e0d55e7e3b80,在胳膊上还有后背,在头不和手臂上,0
7662,e9f7bbd8-1bf9-11ea-ac60-e0d55e7e3b80,患病十多年了,患病有10来年,1
7666,e9f940c3-1bf9-11ea-8c37-e0d55e7e3b80,这一种是什么病,有什么方法,0
7669,eb07afb3-1bf9-11ea-a5f5-e0d55e7e3b80,是皮肤病   不知道是不是牛皮癣,不知道是不是牛皮癣,0
7670,e9f809ea-1bf9-11ea-b0fd-e0d55e7e3b80,你用QQ吗？,有你微信,0
7671,e9f79516-1bf9-11ea-9b43-e0d55e7e3b80,这个会传染吗？,这传染吗？,1
7672,eb0739ea-1bf9-11ea-8850-e0d55e7e3b80,我的头上有几个，腿上有一个,脸上没有耳朵也没有头上有，一点一点,0
7674,e9f80999-1bf9-11ea-a7e7-e0d55e7e3b80,你们怎么治疗,你们这边是怎么治疗的,1
7675,e9f76ea8-1bf9-11ea-9b5e-e0d55e7e3b80,是不是牛皮癣我不知道,我这是不是牛皮癣,1
7677,e9f8a4c3-1bf9-11ea-9520-e0d55e7e3b80,清热解毒口服液还有苦参片,还有口服液,0
7683,eb0789bf-1bf9-11ea-9b67-e0d55e7e3b80,腿上，有二三年了,在脚上，有二十多年了。,0
7685,e9fb149c-1bf9-11ea-9b54-e0d55e7e3b80,要怎么查呢,您怎么称呼呢,0
7687,e9f71fc5-1bf9-11ea-ac20-e0d55e7e3b80,你家医院在郑州哪个地方,你们是郑州那个医院,0
7694,e9f71ef1-1bf9-11ea-82ed-e0d55e7e3b80,牛皮癣会不会传染,牛皮癣传染吗,1
7697,e9f9199f-1bf9-11ea-9340-e0d55e7e3b80,有1年了,有20年了。,1
7698,e9f9b6e4-1bf9-11ea-83d1-e0d55e7e3b80,？？。。,。。。。,0
7702,e9f60fba-1bf9-11ea-b52d-e0d55e7e3b80,你们是哪个医院？,你们的医院在什么位置,0
7703,e9f79536-1bf9-11ea-8e77-e0d55e7e3b80,给你发的照片看了吗,我给你发的照片能看到吧,1
7704,e9f635d1-1bf9-11ea-84d5-e0d55e7e3b80,医院有吗？,不是您医院,0
7705,e9f8ccaa-1bf9-11ea-b853-e0d55e7e3b80,全身，一个星期,4个月，全身,1
7706,e9f91a3b-1bf9-11ea-afc7-e0d55e7e3b80,今晚拍个照片让你看看怎么回事,我拍个照片给你看看,1
7707,e9fa5139-1bf9-11ea-a0fe-e0d55e7e3b80,请问，银屑病不是牛皮癣吗,我不是牛皮癣病,0
7709,eb078960-1bf9-11ea-9446-e0d55e7e3b80,都没看过,没有吃过,0
7711,e9f87e11-1bf9-11ea-8643-e0d55e7e3b80,不确定是不是,不确定是不是藓,0
7712,e9fa9f32-1bf9-11ea-b56f-e0d55e7e3b80,什么感觉都没有,什么症状都没有,0
7716,eb073a39-1bf9-11ea-94fb-e0d55e7e3b80,斑块红的一块没有确诊,说是点滴状牛皮癣,0
7717,eb0788f5-1bf9-11ea-aa21-e0d55e7e3b80,你加我微信我拍给你看,有微信吗发个照片你看看,1
7718,e9f5e878-1bf9-11ea-b485-e0d55e7e3b80,治疗贵吗,没有治疗。,0
7721,e9fa9f19-1bf9-11ea-996c-e0d55e7e3b80,哪种不知道,这个不知道,1
7724,e9f746ae-1bf9-11ea-ba35-e0d55e7e3b80,你们是哪医院,你们医院都不看吗,0
7726,e9fa9faf-1bf9-11ea-88b5-e0d55e7e3b80,我的全身都是,我身上都有,1
7728,e9f940b3-1bf9-11ea-b5e8-e0d55e7e3b80,想问一下,我想问一下这个是吗？,0
7729,e9f68382-1bf9-11ea-b5fb-e0d55e7e3b80,头部，背后，腿上,腿上，头上，脚和手,0
7731,e9f6aa1f-1bf9-11ea-ab33-e0d55e7e3b80,患病15年左右,全身患病一个月,0
7733,e9f60f39-1bf9-11ea-ac9c-e0d55e7e3b80,医生说牛皮癣啊,你的牛皮癣,0
7734,e9f63551-1bf9-11ea-8eee-e0d55e7e3b80,脸上可以用吗,脸上又起了,0
7736,e9f68308-1bf9-11ea-b13c-e0d55e7e3b80,没有治疗过,检查过但没治愈过,0
7738,e9fa9f05-1bf9-11ea-ae68-e0d55e7e3b80,我是帮我老公咨询的,我给我老公咨询的,1
7740,e9fa7844-1bf9-11ea-827e-e0d55e7e3b80,已经摸了,说是看了,0
7741,e9f76e10-1bf9-11ea-861f-e0d55e7e3b80,嗯好，你的微信号，我加你,好，一会儿加你微信,1
7744,eb0788e4-1bf9-11ea-aaba-e0d55e7e3b80,怎么办呢,是啊，怎么办啊,1
7746,e9faed87-1bf9-11ea-9cd0-e0d55e7e3b80,头上好几年了,头上  两三年了,1
7754,e9f79566-1bf9-11ea-b9a3-e0d55e7e3b80,孩子不在家,孩子说不痒,0
7755,e9f8f43d-1bf9-11ea-9ec9-e0d55e7e3b80,那个会传染吗,这个会传染吗？,1
7759,e9f919bb-1bf9-11ea-909d-e0d55e7e3b80,看过了，,去看过，,1
7760,e9faed6a-1bf9-11ea-bf8e-e0d55e7e3b80,有好几年了，以前少。现在多了,前几年没有了今年又有了,0
7761,e9f6aada-1bf9-11ea-913f-e0d55e7e3b80,胳膊还有后背,头后背小腿胳膊上,0
7765,e9fac5e9-1bf9-11ea-9555-e0d55e7e3b80,几点下班啊,他现在下班了吧，,1
7767,e9f71fbd-1bf9-11ea-bd91-e0d55e7e3b80,我的在身上，我弟弟身上头上都有，比我的严重,腿上好了，头部刚好两个月，就又复发了！肚子上，后背又复发了！,0
7768,e9f65cef-1bf9-11ea-a01c-e0d55e7e3b80,胳膊，小腿有几个,背，腿，脸，胳膊,0
7769,e9f71f95-1bf9-11ea-b727-e0d55e7e3b80,QQ可以吗,不会用QQ用微信,0
7773,e9f65cc4-1bf9-11ea-a961-e0d55e7e3b80,刚从医院回来  医生说不像牛皮癣,看了，医生说是牛皮癣,0
7774,eb07891a-1bf9-11ea-8c32-e0d55e7e3b80,就是胳膊和头,胳膊还有后背,0
7775,eb078924-1bf9-11ea-96fd-e0d55e7e3b80,头部，有十多年了,头部，七八年了,1
7778,e9fb13d9-1bf9-11ea-ada9-e0d55e7e3b80,我也不知道是不是啊,我自己不知道是不是,1
7779,e9f85832-1bf9-11ea-8a4e-e0d55e7e3b80,需要喝中药调理吗？,喝中药，有,0
7780,e9fa783a-1bf9-11ea-9b61-e0d55e7e3b80,有什么好的治疗方法吗？医生,有什么好的治疗方法吗？,1
7784,e9f6aa15-1bf9-11ea-a5ec-e0d55e7e3b80,牛皮癣是什么样,牛皮癣？,0
7785,e9f83105-1bf9-11ea-af77-e0d55e7e3b80,你好请问你们治疗有什么好的方案,我就想问问有什么好的治疗方法,1
7788,eb07af9d-1bf9-11ea-86ed-e0d55e7e3b80,身上和头部都有,头部，身上也有,1
7790,e9f87e77-1bf9-11ea-ba30-e0d55e7e3b80,腿上胳膊肘,胳膊屁股上,0
7792,eb076183-1bf9-11ea-bec4-e0d55e7e3b80,那是要去你们的医院吗,要到你们那里去治疗吗,1
7794,e9fa77f6-1bf9-11ea-889d-e0d55e7e3b80,对的  肿胀,是的  复发扩散了,0
7797,e9fa5198-1bf9-11ea-806a-e0d55e7e3b80,吃药还是摸药,吃药，摸药,1
7800,e9f87ddd-1bf9-11ea-85ea-e0d55e7e3b80,上面的是一个月的,是，一个月多,0
7802,e9fa0370-1bf9-11ea-b8c2-e0d55e7e3b80,是银屑病吗,是确诊是银屑病，,0
7805,e9fa784e-1bf9-11ea-a34c-e0d55e7e3b80,一般用什么药膏呢？,用了药膏,0
7807,e9f74659-1bf9-11ea-8668-e0d55e7e3b80,这是怎么回事呀,看这是怎么回事,1
7809,e9fb3ad1-1bf9-11ea-a8ea-e0d55e7e3b80,不是您医院,是去医院,0
7814,e9f65c5d-1bf9-11ea-89a8-e0d55e7e3b80,我不知道我这是啥病,我不知道是啥病,1
7819,e9f794c1-1bf9-11ea-8c82-e0d55e7e3b80,不知道是啥皮肤病,皮肤病科,0
7821,e9fa7860-1bf9-11ea-b427-e0d55e7e3b80,看了医生说是神经性皮炎,没有r有人说是神经性皮炎,0
7826,e9f91989-1bf9-11ea-9725-e0d55e7e3b80,我的孩子,我两个儿子,0
7829,e9fa5150-1bf9-11ea-8f15-e0d55e7e3b80,以前身上有现在只是头皮上有,以前只有头上，现在身上也有,0
7830,eb07d604-1bf9-11ea-aa51-e0d55e7e3b80,脸上也是,身上也有不是太多,0
7831,e9f60fd0-1bf9-11ea-b8a1-e0d55e7e3b80,一年 神经性皮炎 能用吗,说是神经性皮炎,0
7832,e9fa2ab7-1bf9-11ea-8878-e0d55e7e3b80,哦，这家是三甲医院？,三甲医院,0
7837,e9f8a4db-1bf9-11ea-aefa-e0d55e7e3b80,后背严重,手臂上严重,0
7838,e9f74616-1bf9-11ea-ba31-e0d55e7e3b80,可以，这是你的微信号,你的微信号？,0
7841,e9f6f8b4-1bf9-11ea-bb2c-e0d55e7e3b80,身上脚上头上,头上大腿上,0
7842,e9f65c43-1bf9-11ea-b8dd-e0d55e7e3b80,有几年了,有两年了吧,1
7846,e9f60fe4-1bf9-11ea-9f28-e0d55e7e3b80,嗯，还有中药,中药，和擦的中药水,0
7847,eb07afae-1bf9-11ea-b273-e0d55e7e3b80,在小诊所看过,以前不知道 在小诊所看过 对,1
7856,eb07afb8-1bf9-11ea-b9bd-e0d55e7e3b80,但也是皮肤病,就说是皮炎,0
7860,eb0789d0-1bf9-11ea-a825-e0d55e7e3b80,之前有    没了半年  现在怀孕七个月   身上又起了很多红点点,现在怀孕了、头上身上起了好多,0
7862,e9fa9f9b-1bf9-11ea-9b5b-e0d55e7e3b80,胳膊上  还有背上   肚子上,腿上胳膊上背上,0
7863,e9fa5120-1bf9-11ea-8969-e0d55e7e3b80,在头上不知道是不是。,还有头上头上的不知道是不是牛皮癣,0
7869,e9fa78bf-1bf9-11ea-b419-e0d55e7e3b80,我不知道了。我加你吧,你的微信号是多少我加你的吧我也忘了我的微信号了,1
7870,eb07619a-1bf9-11ea-a6a6-e0d55e7e3b80,明天联系吧,明天联系吧！,1
7871,e9f9903f-1bf9-11ea-9c56-e0d55e7e3b80,头部，有十多年了,在头部，有一年多了,1
7872,e9fa51b5-1bf9-11ea-8c49-e0d55e7e3b80,几个月了,好几个月,1
7875,eb07892f-1bf9-11ea-884f-e0d55e7e3b80,头皮身上,头皮 脸,0
7876,e9fa77f1-1bf9-11ea-8102-e0d55e7e3b80,所有皮肤都管吗,皮肤硬，,0
7877,e9f8312e-1bf9-11ea-aa5e-e0d55e7e3b80,全身都有，有将近4个月,全身都有，有二年了,1
7880,e9f6f8d0-1bf9-11ea-8f7c-e0d55e7e3b80,你们医院都不看吗,你们是哪里的医院,0
7882,e9f919fb-1bf9-11ea-9d8d-e0d55e7e3b80,牛皮癣，确诊了,五年前确诊寻常型牛皮癣,0
7885,eb0789a6-1bf9-11ea-ac75-e0d55e7e3b80,我的不严重,挺严重的,0
7886,e9fac610-1bf9-11ea-986e-e0d55e7e3b80,一次大概多少钱？,想我这最多需要多少钱？,1
7887,eb07af86-1bf9-11ea-a075-e0d55e7e3b80,我给你拍个照片吧,我给你拍一下吧,1
7888,e9f76e5a-1bf9-11ea-b929-e0d55e7e3b80,一个月，头上,不到一年，头上和身上,0
7890,e9f9dc81-1bf9-11ea-80c2-e0d55e7e3b80,是我儿子，10岁了,是我儿子，有两年了,1
7894,e9f7bc4f-1bf9-11ea-85f6-e0d55e7e3b80,是复发了吗,就是复发,0
7896,e9f857d1-1bf9-11ea-aca0-e0d55e7e3b80,不会是牛皮癣吧,就是牛皮癣,0
7901,eb07af3f-1bf9-11ea-94af-e0d55e7e3b80,身上，有好几年了,好几年了在头上,0
7905,e9f7bcaf-1bf9-11ea-bc42-e0d55e7e3b80,肚子还有胳膊,胳膊，腿,0
7907,e9f6aa60-1bf9-11ea-84c9-e0d55e7e3b80,我没你的微信号，,微信同号  我现在不在家  回家后联系你,0
7908,e9f8cd1f-1bf9-11ea-bb0d-e0d55e7e3b80,这几天又发展了,刚没几天,0
7910,e9f6d1ed-1bf9-11ea-9a8b-e0d55e7e3b80,你看图片是吗,图片一样,0
7912,e9f71fc2-1bf9-11ea-b260-e0d55e7e3b80,你们也是私立医院吗,贵医院是私立还是公立的,1
7917,e9f98f99-1bf9-11ea-9f2f-e0d55e7e3b80,请问你姓什么,能喝什么,0
7922,e9faecdf-1bf9-11ea-a0e9-e0d55e7e3b80,好几年吧,四五年了,1
7923,e9f8a4a8-1bf9-11ea-a084-e0d55e7e3b80,那么说是不会传染吗,这个会不会传染？,1
7926,e9fb13d6-1bf9-11ea-817f-e0d55e7e3b80,腿上   背上   还有手上,腿上，背上,0
7927,e9fa0328-1bf9-11ea-bca6-e0d55e7e3b80,我也不知道，我回来问一下吧,哦知道了，我明天问问吧，,0
7929,e9faecda-1bf9-11ea-b0d8-e0d55e7e3b80,你哪个医院？,我直接去医院吧，医院在哪个路上,0
