sentence,sentence2,label
公立还是私立,你这医院是公立还是私立的，,1
这国产和进口有什么区别,进口的和国产的有什么区别,1
幼稚子宫可以治吗,幼稚子宫可以治吗,1
请问幼稚子宫，能治疗吗,幼稚子宫能治疗吗,1
你好，月经量少是怎么回事,月经量少怎么回事,1
国产的和进口的有什么区别呢,哦，国产的和进口的有什么区别,1
一颗痣要多少钱一颗,多少钱一颗痣,1
以前手淫多了,以前手淫多,1
这个一般怎么治疗啊,这个怎么治疗啊,1
婴儿多大可以治疗血管瘤,婴儿多大可以治疗血管瘤,1
去胎记多少钱,去胎记多少钱,1
就是射的有点快,射的有点快,1
医院是正规的吗,是正规的医院吗,1
来月经量少是怎么回事,月经量少怎么回事,1
月经量少 发黑是什么原因,请问月经量少发黑是什么原因,1
两三年吧,有两三年了吧,1
瘦脸针是什么牌子的呢,你们瘦脸针是什么牌子的,1
血管瘤应该挂什么科,血管瘤应该挂什么科呢,1
脱毛是永久的吗,脱毛 有永久的吗？,1
去除胎记大概要多少钱,胎记 去除要多少钱,1
洗纹身会留疤不,洗纹身 会留疤吗？,1
可以用什么药物吗,用什么药物治疗,1
还需要住院治疗吗,住院治疗吗,1
幼稚子宫不看能怀孕吗,我是幼稚子宫，能怀孕吗,0
有办法治疗吗,有治疗的办法吗？,1
子宫厚度是多少正常,正常子宫厚度是多少,1
脱毛痛吗,脱毛 痛吗？,1
请问激光祛斑会反弹吗,激光祛斑 会不会反弹,1
什么原因呢,什么原因呢请问什么原因,1
洗纹身怎么收费,洗纹身怎么收费？,1
龟头上有小红点，是怎么回事,龟头上有小红点怎么回事,1
彩超不需要憋尿吗,做彩超需要憋尿吗？,1
月经黑色怎么回事,月经有黑色是怎么回事,1
您好  还在吗,您好在吗,1
会不会复发，,会复发吗,1
幼稚子宫，可以治疗吗？,请问是幼稚子宫可以治疗吗？,1
子宫迁出对性生活有影响吗？,没了子宫对性生活有影响吗？,1
人流需要住院吗,人流需要住院吗？,1
来月经 有血块正常吗,月经来血块多是正常的吗？,1
那tct是检查什么的,tct是怎么检查？,0
永久脱毛是永久的吗？,有永久脱毛吗？,1
龟头长了白点,龟头长了小白点,1
是公立还是私立,你们医院是私立的还是公立的,1
您好   还在吗,您好，在吗,1
月经挂什么科,闭经挂什么科,1
吃什么药治疗阳痿早泄？,阳痿早泄吃什么药,1
白带是褐色怎么回事,你好，白带褐色是怎么回事,1
住院治疗吗，,住院治疗吗,1
Bv是检查什么,Bv检查是什么,0
你们是男科专院吗,你们是男科吗,1
宫颈糜烂是怎么引起的？,宫颈糜烂是怎么引起的,1
外阴痒怎么办,外阴痒 怎么办呢,1
治疗的好吗,好治疗吗,0
脱毛需脱几次,脱毛 要几次,1
洗纹身会留疤不,洗纹身会留疤吗,1
请问冰点脱毛是永久的吗？,是冰点永久脱毛吗,1
白斑是怎么引起的,白癜风是怎么引起的,0
就是包皮有点长，,包皮有点长，,1
后遗症有吗,会有后遗症吗？,1
那住院治疗还是,治疗是住院治疗，还是,1
多久可以做人流啊？,做人流多久能做啊,1
外阴是特别痒,外阴特别痒,1
子宫小影响怀孕吗,子宫小影响怀孕吗？,1
我早泄两年了，,早泄 两年了。,1
子宫小影响怀孕么,子宫小 影响怀孕吗,1
阴茎可以做延长吗,阴茎延长可以吗？,1
双眼皮，是割还是埋线的,双眼皮 你是割还是埋线,1
你们是三甲医院？,你们医院属于三甲医院吗？,1
怀孕多久试纸能测出,试纸多久能测出怀孕,1
什么叫做冰点脱毛？,冰点脱毛 是什么,1
医院是私立还是公立,你们是公立还是私立,1
你好，阴茎短小怎么办,阴茎短小 怎么办,1
你好  我想咨询一下,我想咨询一下,1
孕前检查都检查什么,孕前检查 检查什么呢,1
孕前检查都检查什么,孕前检查检查什么呢,1
先天无子宫无阴道可以治疗吗,先天无阴道无子宫可以治愈吗,0
以前手淫的多,手淫  以前多,1
永久脱毛是吗,脱毛 永久的吗？,1
你好， 我是幼稚子宫 能治好吗,你好  请问幼稚子宫能治好吗？,1
感觉肾虚,我感觉我肾虚,1
我的做爱时间很短怎么办,做爱时间短怎么办？,1
请问石女来月经吗？,石女来月经吗？,1
请问洗纹身可以吗,可以洗纹身吗，？请问,1
前列腺都检查什么项目,前列腺检查需要做什么检查项目,1
外阴瘙痒用什么药好使,外阴瘙痒 请问用什么药,1
血管瘤什么样的,血管瘤是什么样的,1
你们脱毛是激光脱毛吗？,是激光脱毛吗？,1
以前也有手淫的习惯，,早泄我以前有手淫的习惯,0
什么治疗方法,有什么治疗方法吗,1
私立还是公立,你们医院是公立还是私立呀,1
什么是割包皮,割包皮是什么,1
永久脱毛是永久的吗？,脱毛  是永久的吗,1
我有内双,我内双,1
你好，洗纹身能洗干净吗？,纹身可以洗干净吗？,1
双子宫能怀孕吗,双子宫正常能怀孕吗？,1
贴双眼皮贴松弛了,经常贴双眼皮贴有点松弛了,1
非经期出血怎么回事？,非经期出血 想问问怎么回事,1
有好的治疗吗,好治疗吗,0
我月经量少请问怎么回事,月经量少是怎么回事,1
子宫口有多大,正常的子宫是多大？,0
怀孕一般多久能测出来,多久能测出来怀孕呢,1
脱毛有副作用吗,脱毛 会有副作用吗？,1
打玻尿酸能维持多久？,玻尿酸能维持多久,1
bv检测是检测什么,bv检测是什么,0
祛痣留疤吗？,祛痣 会留疤吗,1
男人多久正常,男人做爱多久是正常？,1
您好验孕棒一深一浅是怎么回事？,验孕棒一深一浅怎么回事,1
幼稚子宫能治好吗,你好，幼稚子宫能治好吗,1
瘦脸针呢什么牌子,瘦脸针是什么牌子的,1
怎么调理月经不调啊,月经不调 怎么调理啊！,1
月经一般推迟几天算正常？,月经一般几天算正常,0
都检查什么什么啊,都检查什么,1
这个会不会怀孕,会不会怀孕？,1
想在线咨询一下,我想咨询一下,1
子宫能移植吗？,可以做子宫移植吗,1
可以去除胎记吗,胎记 胎记可以去除吗,1
血管瘤什么样的,血管瘤是什么样的？,1
现在阴茎短小怎么办,阴茎短小怎么办,1
B超需要空腹吗,做B超需要空腹吗？,1
就是我以前有过手淫,早泄我以前有过手淫的,0
医生双角子宫能怀孕吗,双角子宫能怀孕吗？,1
可以可以治疗吗？,可以治疗吗,1
有药物治疗？,药物治疗吗,1
需要做什么检查,做什么检查,1
阳痿早泄喝喝什么药,早泄 阳痿 吃什么药,1
中医还是西医治疗好,这中医好，还是西医呢,1
私立医院是吗,咱们医院是私立医院吗,1
白带是褐色是怎么回事,你好，白带褐色是怎么回事,1
怀孕初期什么症状,怀孕初期的症状有什么呢,1
那怎么办了,那怎么办呢,1
可以祛斑吗，,祛斑可以吗？,1
非经期出血是什么原因呢,非经期出血是怎么回事,1
怎么治好早泄啊,早泄 怎么治了啊,1
子宫口有多大,正常子宫有多大,0
有什么好方法,有什么好的治疗方法,1
宫颈糜烂怎么治疗,宫颈糜烂怎么治疗,1
 永久脱毛吗？,是永久脱毛的吗,1
请问有点痣吗,有点痣吗,1
 吸脂多久恢复,吸脂 要多久恢复,1
那该怎么办，,那该怎么办呢？医生,1
正常子宫多大,想知道正常子宫多大,1
需要住院治疗？,这个还需要住院治疗吗？？？,1
龟头上有小红点怎么回事？,龟头上有小红点是怎么回事？,1
盆腔炎什么症状啊,盆腔炎有什么症状,1
非经期出血是什么原因呢,我想问一下非经期出血是什么原因呢,1
我有点阴道炎 怎么治疗,阴道炎怎么治疗,1
子宫小能怀孕吗,子宫小能怀孕吗,1
 注射玻尿酸能维持多久,玻尿酸注射 能维持多久？,1
做b 超需要空腹吗,做b超需要空腹吗？,1
不会有疤？ ,会不会有疤,1
不知道是不是白癜风,白斑 不知道是不是,0
什么时候容易怀孕,女人什么时候容易怀孕,1
先天性无子宫，能治吗,先天性无子宫能治吗？？,1
胎记能彻底去除吗,胎记 彻底去除吗？,1
国产的和进口的区别是什么,哦，国产的和进口的有什么区别,1
能治愈？,能治愈吗,1
百斑会传染吗,白斑 传染吗,1
肾病是什么引起的,早泄是什么引起的,0
做阴道镜疼么,请问做阴道镜疼吗,1
需要住院吗,治疗需要住院吗,1
冰点脱毛永久吗？,冰点脱毛 是永久的吗,1
宫颈糜烂是怎么引起的？,宫颈糜烂是怎么引起的？,1
瘦脸针380什么牌子,瘦脸针 什么牌子的针,0
怀孕有什么症状？,怀孕有什么症状,1
点痣留疤吗,点痣 会不会留疤,1
注入玻尿酸能维持多久,注射玻尿酸 能维持多久？,1
血管瘤有危险吗？,血管瘤 危险吗,1
一般性怎么收费,怎么收费？,1
一般性怎么收费,怎么收费的,1
检查要怎么检查？,要怎么检查？,1
检查要怎么检查？,要怎么检查？,1
正常多少分钟,多少分钟正常,1
龟头一大一小,睾丸一大一小,0
试纸多久能测出来怀孕啊,怀孕多久能测出来试纸,1
能子宫移植吗,可以做移植子宫吗,1
胎记怎么算价格,去胎记价格怎么算,1
那早泄怎么办。,早泄  那怎么办,1
无阴道无子宫可以治疗吗,无子宫无阴道 能治疗吗,1
国产的和进口的什么区别,哦，国产的和进口的有什么区别,1
你们医院医保卡可以用吗,你们用医保卡吗,1
子宫小会影响怀孕吗？,子宫小会影响怀孕吗,1
如果药流可以吗,药流可以吗,1
非经期出血是什么原因,我想问一下非经期出血是什么原因呢,1
多少分钟才是正常的,多少分钟正常,1
多少分钟才是正常的,多少分钟正常,1
您好 在不,您好，在吗,1
祛斑后会不会复发,祛斑 会不会复发,1
腺肌症怎么回事,腺肌症是怎么回事,1
纹眉和绣眉的区别是什么？,绣眉和纹眉有什么区别？,1
什么牌子的瘦脸针,瘦脸针 是什么牌子的,1
是需要做b超吗,可以做b超吗,0
月经不调怎么回事？,月经不调 怎么回事呢,1
打一次玻尿酸能维持多久？,打玻尿酸能维持多久,1
你们瘦脸针有什么牌子的,瘦脸针什么牌子的,1
白带有异味 黄色,白带有点黄色的异味,1
我是手淫好多年了,手淫 好多年了,1
都几个月了,有几个月了,1
瘦脸针呢什么牌子,瘦脸针什么牌子的,1
什么是幼稚子宫,什么是幼稚子宫？,1
左边睾丸疼是怎么回事,左边睾丸疼怎么回事,1
龟头上有小红点是怎么回事呀,龟头上有小红点，是怎么回事？,1
外阴瘙痒是怎么回事？,外阴瘙痒是怎么回事？,1
如果怀孕多久会有反应,怀孕多久会有反应呢,1
阳痿    早泄怎么治疗,早泄阳痿怎么治疗,1
洗纹身多少钱？,我想洗纹身多少钱,1
如果是怀孕，多久可以做人流,怀孕多久可以做人流,1
点痣怎么收费的,点痣怎么收费,1
您好 验孕棒一深一浅是什么意思,验孕棒一浅一深代表什么意思,1
永久脱毛可以吗？,有永久脱毛？,1
那怎么办了？,那怎么办,1
666瘦脸针是什么牌子？,瘦脸针现在是什么牌子,0
你好阳痿早泄好治吗？,早泄 好治吗？,0
黄褐斑怎么？,黄褐斑是怎么治疗,0
激光祛斑要反弹吗？,激光祛斑 会反弹吗,1
怀孕多久有反应啊,怀孕多久有反应,1
对了你们医院属于三甲医院吗,你们医院属于三甲医院吗？,1
我龟头上有白点怎么回事,龟头上有小白点是怎么回事,1
你们医院是属于三甲医院吗,你们医院属于三甲医院吗？,1
检查都怎么检查,都怎么检查,1
激光可以去除胎记吗,胎记可以激光去除吗,1
切除子宫后还能过性生活吗,子宫切除后还可以过性生活吗？,1
就是包皮过长不做手术可以吗,包皮不做手术可以吗,1
需要做什么检查？,还需要做什么检查吗,1
是怎么解决呢？,怎么解决,1
药物治疗，还是手术,是药物治疗，还是手术治疗啊？,1
有有人吗？,有人吗,1
这跟包皮有关吗？,跟包皮有关吗,1
需要住院是吗？？,需要住院吗,1
是公立医院吗,你们医院是公立医院吗？,1
可以洗纹身  是吗,可以洗纹身的吗,1
血管瘤挂什么科,血管瘤应该挂什么科,1
可以用药物治疗吗？,药物可以治疗吗？,1
怎么能降低敏感度呢,怎么降低敏感度,1
请问洗纹身可以洗干净吗,纹身可以洗干净吗,1
以前也有手淫的习惯，,我以前有手淫的习惯,1
子宫切除还能过性生活吗？,子宫切除还能过性生活吗,1
早泄治疗吗,早泄可以治疗吗,1
早泄治疗吗,早泄 可以治疗吗,1
怀孕多久能做人流,怀孕多久可以做人流？,1
子宫多大正常呢,正常子宫多大,1
试纸怀孕多久能测出来,早孕试纸 多久能测出来,1
单角子宫可以怀孕吗,单角子宫能怀孕吗,1
你们医院正规吗,好的，你们的医院是正规医院吗,1
男人多久是正常,男人做爱多久是正常？,1
假体哪种比较好,哪种假体比较好,1
一般正常子宫多大？,正常子宫多大,1
脱毛是永久性脱毛吗,这个是永久性脱毛吗,1
一直贴双眼皮贴有点松弛了,贴了半年的双眼皮贴 有点松弛,1
白带有点青黄色,白带 有点黄色。,1
白带像豆腐渣是怎么回事,我的白带像豆腐渣是怎么回事,1
是永久脱毛？,有永久脱毛？,1
一颗多少钱,多少钱一颗,1
试纸多久能测出来怀孕,你好 请问怀孕多久试纸就能测出来,1
脱毛是永久性脱毛吗,可以永久性脱毛吗,1
就白带有点发黄,白带 有点发黄，,1
阳痿早泄。吃什么药,阳痿 早泄  吃什么药,1
阳痿早泄。吃什么药,阳痿早泄吃什么药,1
天生没有子宫可以怀孕吗？,天生没有子宫可以怀孕不,1
硅胶和膨体哪个效果好？,硅胶和膨体哪个好,1
纹身洗了会留疤吗,洗纹身会留疤吗,1
你好可以洗纹身吗,可以洗纹身吗？,1
一大一小眼睛,眼睛 一大一小,1
多少分钟是正常的,多少分钟正常,1
月经推迟了什么原因,月经推迟 什么原因？,1
始基子宫能治疗好吗,您好，请问始基子宫能治疗好吗？,1
就是尿道痒,尿道就是痒,1
无子宫可以治疗不？,无子宫可以治疗吗,1
你好可以洗纹身吗,可以洗纹身吗,1
孕前检查检查什么,孕前检查检查什么呢,1
验孕棒一深一浅是什么原因,验孕棒一深一浅怎么回事？,1
子宫一般正常是多大,正常子宫是多大,1
需要住院治疗吗？,这个还需要住院治疗吗？？？,1
始基子宫能治好嘛,始基子宫 能治好吗？,1
月经推迟是什么原因,月经推迟 什么原因,1
子宫可以人造吗,可以人造子宫吗？,1
尿出豆腐渣状,白带豆腐渣状,0
以前經常手淫,以前有手淫,1
那怎么调理,怎么调理,1
月经推迟什么原因,请问月经推迟，什么原因,1
能祛疤吗？ ,祛疤可以吗,1
洗纹身洗的掉吗,纹身洗的掉么,1
非经期出血怎么回事,非经期出血 想问问怎么回事,1
怀孕多久可以做药物流产,怀孕多久可以药物流产,1
怀孕的症状有哪些,怀孕有哪些症状,1
种牙有什么危害,隆鼻 有什么危害,0
怎么治疗？是吃药还是？,是吃药治疗还是什么,1
有永久脱毛的吗,有永久脱毛吗？,1
祛疤可以吗,能祛疤吗,1
我左边的睾丸疼  是怎么回事,左边睾丸疼怎么回事,1
我是先天性无子宫，能治吗,先天性无子宫能治吗,1
正常子宫一般多大,正常子宫多大,1
洗纹身怎么收费,纹身 洗纹身 怎么收费,1
阳痿早泄请问吃什么药,阳痿 早泄  吃什么药,1
阳痿早泄请问吃什么药,阳痿 早泄 吃什么药,1
吸脂危险吗,你好 吸脂手术危险吗,1
龟头上小红点是怎么回事,龟头上有小红点怎么回事,1
请问单角子宫能怀孕吗,单角子宫能怀孕吗,1
激光祛痣会不会留疤啊,激光祛痣会留疤吗？,1
双眼皮是割的还是埋线580？,双眼皮 是割的还是埋线的？,0
玻尿酸能保持多久的,玻尿酸注射 能保持多久？,1
包皮割了有什么好处,包皮割了的好处是啥,1
不需要住院吗,需要住院吗,1
阴囊潮湿是什么啊,什么是阴囊潮湿啊？,1
阴囊潮湿是什么啊,什么是阴囊潮湿啊？,1
包皮怎样算过长,包皮怎样才算过长,1
月经推迟的原因是什么,请问月经推迟，什么原因,1
白带多是怎么回事了,白带多是怎么回事,1
白斑会传染吗,白癜风 会传染吗,0
请问双子宫能怀孕吗,双子宫能怀孕吗,1
月经不调是怎么回事？,月经不调是怎么回事？,1
是私立医院吗 还是公立,咱们这医院是公立的还是私立的,1
洗纹身几次能洗干净,洗纹身 一般几次能洗干净？,1
 什么牌子的瘦脸针,你们瘦脸针是什么牌子的,1
那一般怀孕多久会有反应啊,怀孕多久有反应啊,1
是中医治疗快，还是西医,这中医好，还是西医呢,0
可以药物治疗吗,药物治疗吗？,1
子宫正常是多大的,正常子宫有多大,1
一元硬币大小了,一元硬币大小 需要多少钱啊,0
以前都是手淫,以前是手淫,1
请问纹眉和绣眉什么区别,绣眉和纹眉有什么区别？,1
早泄能治好ma,早泄 能治好吗,1
宫颈糜烂是怎么引起的呢？,宫颈糜烂是怎么引起的？,1
是冰点还是激光脱毛,脱毛 是激光还是冰点啊,1
洗纹身大概要多少钱,洗纹身 大概需要多少钱,1
包皮有白点,龟头有白点,1
点痣会留疤么？,点痣会不会留疤？,1
勃起后硬度不够,勃起硬度不够,1
早孕试纸几天能测出来呢,早孕试纸 几天能测出来,1
是吃药还是做什么？,是吃药治疗还是什么,1
吃药还是手术治疗,手术还是吃药,1
单角子宫可以怀孕吗,单角子宫可以怀孕吗,1
请问双子宫能怀孕吗,双子宫能怀孕吗？,1
780瘦脸针是什么牌子,瘦脸针现在是什么牌子,0
怀孕多久可以药流？,请问怀孕多久可以药流,1
能勃起，硬度不够,勃起硬度不够,1
月经一般来几天算正常？,月经 一般几天算正常,1
 永久脱毛吗？,是永久脱毛吗？,1
我早泄是什么原因呢？,早泄什么原因呢,1
我早泄是什么原因呢？,早泄 什么原因呢,1
有几个月了呀,有几个月了,1
就是有红点,有红点,1
女人什么时候最容易怀孕,女人什么时候容易怀孕,1
 有永久脱毛吗,永久脱毛有吗,1
纹身能洗干净？,洗纹身 能洗干净吗,1
现在有人吗,有人吗,1
幼稚子宫可以治疗么？,幼稚子宫可以治疗吗,1
外阴瘙痒用什么药呢,你好，我的外阴瘙痒用什么药,1
始基子宫可以治疗吗,始基子宫能治疗吗,1
割了包皮  有什么好处,包皮割了的好处是啥,1
我的严重吗,严重吗,1
是褐色的分泌物,分泌物 就是褐色的,1
切除后还能过性生活吗,切除子宫还能过性生活吗？,0
洗纹身会留疤吗？,洗纹身 会不会留疤,1
试纸多久能测出来,怀孕多久能测出来试纸,1
甲高有什么方法治疗吗,早泄有什么治疗方法吗，,0
白带是褐色是怎么回事啊,白带褐色 是怎么回事？,1
没有子宫还可以怀孕吗,没有子宫还能怀孕吗,1
有一元硬币大小，,一元硬币大小 需要多少钱啊,0
请问，先天性无子宫可以治疗吗？,现在先天性无子宫可以治疗吗,1
那早泄怎么办,早泄那怎么办？,1
手术疼吗，,手术疼吗,1
一般洗纹身多少钱,洗纹身 多少钱,1
胎记能彻底去除吗？,胎记 彻底去除吗？,1
男人多久正常,男人多久才正常,1
做阴道镜疼吗,做阴道镜疼吗？,1
是正规的医院吗,你们是正规医院吗,1
激光祛斑会反弹吗,激光祛斑之后，会反弹吗,1
这个大概要多少钱,要多少钱大概,1
打一次玻尿酸能维持多久？,打玻尿酸 打一次能维持多久,1
检查怎么检查的,怎么检查的,1
药物能治疗吗,药物治疗吗？,1
白癜风会传染吗？,白斑 会传染吗,0
tct是什么,tct是什么意思,1
月经不调是怎么回事,月经不调是怎么回事？,1
瘦脸针299是什么牌子的,你们是什么牌子瘦脸针,0
请问先天性无子宫还能治疗吗,请问先天性无子宫能治疗吗？,1
那现在怎么办呢,那怎么办呢,1
阳痿怎么治疗啊,阳痿怎么治疗,1
这个早泄好治疗吗,早泄 这个好治疗吗,1
BV 检测是什么,BV检测，是什么意思？,1
BV检测是什么,BV检测，是什么意思？,1
大概多少,大概多少钱,1
月经量少的怎么调理,月经量少 怎么调理,1
经常熬夜吧,就是经常熬夜,1
纹身能洗干净？,纹身可以洗干净吗,1
玻尿酸注射一次维持多久,玻尿酸注射 能维持多久,1
玻尿酸注射一次维持多久,玻尿酸注射可以维持多久,1
后遗症有吗？,会有后遗症吗？,1
有点痣的吗,有点痣吗,1
三甲医院吗？,是三甲医院吗,1
子宫切除对性生活有影响吗,你好，请问切除子宫对性生活会有影响吗？,1
你们那是怎么治疗早泄的,早泄你们那怎么治疗,1
月经不调怎么调理啊,月经不调 怎么调理啊！,1
这的怎么治疗,这怎么治疗,1
980双眼皮是埋线还是割的,双眼皮 是割的还是埋线的？,0
包皮过长有影响发育吗？,包皮过长会影响发育吗,1
白带褐色是怎么回事？,褐色白带怎么回事,1
纹身可以洗的干净吗,纹身可以洗干净吗？,1
请问石女是什么,石女是什么,1
阳痿怎么治疗啊？,阳痿怎么治疗？,1
那怎样治疗呢,那怎样可以治疗？,1
什么是幽门螺杆菌,幽门螺杆菌是什么,1
双角子宫能怀孕吗,双角子宫能怀孕吗？,1
月经不调是怎么回事,月经不调 是怎么回事呢？,1
可以用医保卡？,医保卡可以用吗,1
月经量少发黑是什么原因,月经量少发黑  是什么原因,1
什么是石女呢,石女是什么,1
以前有过手淫吏,我以前有过手淫,1
BV 是什么,BV是什么呀,1
BV是什么,BV是什么呀,1
激光祛斑会反弹吧,激光祛斑 会反弹吗,1
 玻尿酸可以维持多久,玻尿酸 打一次可以维持多久,1
始基子宫能治好么,请问始基子宫能治好吗,1
咱院能永久脱毛吗？,脱毛 能永久吗？,0
男人做多长时间算正常,男人多久算正常,1
月经黑色是怎么回事？,月经黑色 怎么回事,1
白癜风能治好吗？,白斑能治好吗？,0
是正规的医院吗,是正规医院吗,1
就是我的包皮有点长,就是包皮有点长,1
少尿原因是什么,早泄的原因是什么,0
宫外孕都是什么症状,宫外孕有什么症状,1
双子宫是怎么回事啊,双子宫怎么回事,1
能永久脱毛吗,脱毛 能永久吗？,1
子宫纵膈可以怀孕吗,纵膈子宫能怀孕吗,1
先天性无子宫阴道可以治疗吗,先天性无子宫无阴道   可以治疗么？,1
可以洗纹身的吗,可以洗纹身吗,1
 永久脱毛吗？,有永久脱毛吗？,0
这个需要住院治疗吗,那需要我住院治疗吗,1
就白带有点发黄,白带有点发黄,1
洗纹身需要多少钱,洗纹身 大概需要多少钱,1
盆腔炎什么症状啊,盆腔炎是什么症状啊,1
咱是私立医院吗,你们医院是私立的吗,1
双眼皮修复可以吗,双眼皮可以修复吗？,1
是什么影响没有,有什么影响没有？,1
医院是公立的还是私立的,你们是公立还是私立,1
点痣留疤吗,点痣 会留疤吗,1
请问，乳头内陷怎么办,乳头内陷怎么办？,1
肚子左边疼怎么回事,肚子左边疼是怎么回事,1
外阴痒用什么药,外阴痒用什么药？,1
自体脂肪丰胸有什么副作用,自体脂肪丰胸有没有什么副作用,1
纵隔子宫能做手术吗,请问纵隔子宫可以做手术吗,1
我的白带像豆腐渣怎么回事,白带像豆腐渣怎么回事？,1
盆腔积液怎么治疗？,盆腔积液 需要怎么治疗呢,1
什么是息肉,什么是息肉,1
始基子宫能治好嘛,始基子宫能治好吗,1
贴双眼皮贴贴的松弛了,经常贴双眼皮贴有点松弛了,1
前列腺症状是什么,前列腺是什么症状,0
前列腺都什么症状,前列腺有什么症状,1
洗纹身要多少钱,洗纹身大概要多少钱,1
月经推迟是什么原因？,月经推迟 什么原因？,1
咱们医院是私立的还是公立的,咱们是公立还是私立,1
我以前经常熬夜,经常熬夜,1
白带发黄怎么回事,白带发黄怎么回事？？,1
月经发黑怎么回事,月经发黑是怎么回事,1
玻尿酸能保持多久,玻尿酸注射 能保持多久？,1
包皮过长影响发育吗,包皮过长会影响发育吗,1
请问白带发黄是什么原因？,白带发黄 是什么原因呢,1
手术需要拆线吗,手术后需要拆线吗,1
手术需要拆线吗,手术后需要拆线吗,1
怎么调理月经不调啊,月经不调 怎么调理,1
用什么药物可以治疗吗？,用药物治疗吗,0
淋浴洗澡可以吗,月经可以洗澡吗,0
怎么调理月经不调呢,月经不调 怎么调理呢,1
肛门瘙痒怎么回事,肛门瘙痒 怎么回事？,1
瘦脸针有什么牌子,瘦脸针现在是什么牌子,1
怀孕多久可以药流,怀孕多久可以药流,1
 你们洗纹身吗？,你们可以洗纹身吗,1
洗纹身可以洗吗,洗纹身 能洗干净吗,0
什么叫石女呢,什么叫石女,1
激光祛斑反弹吗,激光祛斑 会反弹吗,1
月经不调什么原因,月经不调 是什么原因？,1
需要住院是吗？？,需要住院？,1
怀孕可以药流吗？,怀孕 还可以药流吗,1
正常多少分钟？,多少分钟正常,1
大便出血，怎么回事,大便出血是怎么回事,1
大便出血，怎么回事,大便出血 是怎么回事,1
月经颜色发黑是怎么回事,月经发黑 是怎么回事,1
激素六项是查什么,六项激素检查是什么,0
白癜风怎么治,白斑 怎么治,0
可以用药物治疗吗？,没有，可以用药物治疗吗,0
会危险吗？,会有危险吗,1
龟头上没有白色的东西,没有，龟头上有白色东西,0
性生活时间短怎么回事呢,性生活时间短 怎么回事，,1
怎么调理？,这个怎么调理,1
先天性无子宫，现阶段可以治疗吗,现在先天性无子宫可以治疗吗,1
是真皮斑,就是真皮斑,1
这个不是永久脱毛的吗,脱毛  不是永久的吗,1
激素是什么？,激素是什么,1
线雕是什么意思,线雕是什么意思,1
激光祛斑会反弹不,激光祛斑 会不会反弹,1
大便出血怎么回事,大便出血 是怎么回事,1
你们那是怎么治疗早泄的,早泄 你们那怎么治疗啊,1
大便出血怎么回事？,大便出血 是怎么回事,1
子宫一般正常是多大,子宫正常的是多大,1
洗纹身能洗干净吗,纹身可以洗干净吗,1
脱毛99是永久的吗，,脱毛 是永久的吗？,0
阳痿早泄请问吃什么药,早泄 阳痿吃什么药,1
请问洗纹身可以洗干净吗,纹身可以洗干净吗？,1
你好，洗纹身能洗干净吗？,洗纹身 可以洗干净吗,1
时间短，怎么回事呢,时间短怎么回事,1
我做b超不需要空腹吗？,做b超需要空腹吗？,1
尿不尽 尿急有点,尿不尽  有点尿急,1
石女是什么意思啊,石女是什么意思？,1
请问纹身能洗干净吗？,纹身可以洗干净吗,1
正规医院吗,医院是正规医院嘛,1
白带发黄，是怎么回事,白带发黄怎么回事？？,1
尿滴白严重么,尿滴白这个严重吗,1
是公立还是私立,咱们是公立还是私立,1
你好还在吗？,你好在吗？,1
西药还是中药治疗好,药物治疗是中药还是西药,1
激素六项都是什么检查,六项激素检查是什么,0
要住院几天？,住院几天？,1
这个跟包皮有关吗,跟包皮有关吗,1
先天性无子宫能怀孕吗,先天性无子宫能怀孕么？,1
 脸上的黑点,脸上有黑点,1
包皮是长的,是的 包皮长,1
始基子宫 能治疗吗？,始基子宫可以治疗吗,1
怀孕都有什么症状？,怀孕都有什么症状？,1
白带褐色是怎么回事？,你好，白带褐色是怎么回事,1
盆腔炎有什么症状？,盆腔炎有什么症状呢,1
永久脱毛吗？,脱毛 永久的吗？,1
打进口的和国产的有什么区别？,进口的和国产的有什么区别,0
血管瘤什么样子的,血管瘤是什么样子的？,1
龟头上有小红点，是怎么回事,龟头上有小红点，是怎么回事？,1
那割包皮痛不痛,割包皮 痛不痛,1
血管瘤应该挂什么科？,血管瘤应该挂什么科,1
那请问割包皮痛不痛啊,割包皮痛不痛,1
那请问割包皮痛不痛啊,割包皮 痛不痛,1
？早泄吃什么药,早泄吃什么药,1
您好，阴道炎怎么治疗？,阴道炎 怎么治疗？,1
玻尿酸能保持多久的,玻尿酸 能保持多久,1
可以用药物治疗吗,用药物治疗吗,1
盆腔积液怎么治疗,盆腔积液 需要怎么治疗呢,1
你好 请问早泄怎么治疗,你好，早泄怎么治疗,1
请问月经推迟多久算正常,月经推迟多久算正常,1
脱毛永久的吗？,永久脱毛是吗,1
幼稚子宫能怀孕吗,幼稚子宫 能怀孕吗,1
治疗血管瘤大概需要多少钱,血管瘤 大概需要多少钱,1
阳痿，早泄吃什么药,阳痿 早泄 吃什么药,1
包皮就是有点长,就是包皮有点长,1
阳痿早泄。吃什么药,早泄 阳痿 吃什么药,1
我白带发黄怎么回事,白带发黄怎么回事,1
龟头上有小红点是怎么回事呀,龟头上有小红点是怎么回事,1
激光祛斑会复发吗？,激光祛斑 会不会复发,1
肛门瘙痒是怎么回事？,肛门瘙痒是怎么回事,1
